ReportingDate,State,COUNTY,City,FACILITY NAME,TYPE,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,TOTAL RESIDENT CASES,TOTAL Resident Probable Positives,TOTAL RESIDENT DEATHS,TOTAL Resident Probable Deaths,TOTAL STAFF CASES,TOTAL Staff Probable Positives,TOTAL STAFF DEATHS,TOTAL Staff Probable Deaths,TOTAL Resident/Staff Positives,TOTAL Resident/Staff Probable Positives,TOTAL Resident/Staff Deaths,TOTAL Resident/Staff Probable Deaths,NEW RESIDENT CASES,NEW Resident Probable Positives,NEW RESIDENT DEATHS,NEW Resident Probable Deaths,NEW STAFF CASES,NEW Staff Probable Positives,NEW STAFF DEATHS,NEW Staff Probable Deaths,NEW Resident/Staff Positives,NEW Resident/Staff Probable Positives,NEW Resident/Staff Deaths,NEW Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment,COMPLIANCE
20201228,MI,ALLEGAN,,Vicinia Gardens of Otsego,HFA,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ALLEGAN,,William Crispe Community House,HFA,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ALPENA,,Besser Senior Living Community,HFA,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,ALPENA,,Medilodge Alpena,SNF,Nursing Home,,,,,,,,67.0,,11.0,,71.0,,0.0,,,,,,2.0,,2.0,,3.0,,0.0,,,,,,,,, 
20201228,MI,ALPENA,,Medilodge of Greenview,SNF,Nursing Home,,,,,,,,19.0,,0.0,,12.0,,0.0,,,,,,2.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,ALPENA,,Sally's Care Home I,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ALPENA,,Turning Brook,AFC,Other,,,,,,,,0.0,,0.0,,2.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,ALPENA,,Turning Brook II,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ALPENA,,Turning Brook III,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ANTRIM,,Eastport Village Care Home,AFC,Other,,,,,,,,10.0,,0.0,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,ANTRIM,,Meadow Brook MCF,SNF,Nursing Home,,,,,,,,1.0,,0.0,,26.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ARENAC,,Ascension Standish Hospital & SNF,SNF,Nursing Home,,,,,,,,3.0,,0.0,,6.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ARENAC,,Augres Care Center,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ARENAC,,Eden Fields Memory Care,AFC,Other,,,,,,,,1.0,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ARENAC,,Eden Fields Assisted Living,AFC,Other,,,,,,,,5.0,,1.0,,3.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ARENAC,,Medilodge of Sterling,SNF,Nursing Home,,,,,,,,28.0,,6.0,,30.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,ARENAC,,The Horizon Senior Living IV,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BARAGA,,Bayside Village,SNF,Nursing Home,,,,,,,,63.0,,25.0,,30.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BARRY,,AC Flower House LLC,AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BARRY,,Carveth Village of Middleville,HFA,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,BARRY,,Hastings Rehab and Healthcare Center,SNF,Nursing Home,,,,,,,,1.0,,0.0,,8.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BARRY,,Stoneridge AFC,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,, 
20201228,MI,BARRY,,Thornapple Manor,SNF,Nursing Home,,,,,,,,11.0,,1.0,,53.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BARRY,,Woodlawn Meadows Specialized Care,AFC,Other,,,,,,,,16.0,,0.0,,8.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BARRY,,Woodlawn Meadows Supportive Care,AFC,Other,,,,,,,,0.0,,0.0,,4.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,"Auburn Fields Assisted Living II, LLC",AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,"Auburn Heights Senior Care, Inc.",AFC,Other,,,,,,,,4.0,,4.0,,10.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,"Bay City Comfort Care, LLC",HFA,Other,,,,,,,,2.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Bay County Medical Care Facility,SNF,Nursing Home,,,,,,,,50.0,,20.0,,59.0,,0.0,,,,,,7.0,,5.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Bay Shores Nursing Care Center,SNF,Nursing Home,,,,,,,,21.0,,2.0,,41.0,,0.0,,,,,,0.0,,0.0,,4.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Bay Valley AFC Inc.,AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Bayfield Assisted Living,HFA,Other,,,,,,,,5.0,,10.0,,6.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Brookdale Bay City AL (MI),AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Brookdale Bay City MC (MI),AFC,Other,,,,,,,,0.0,,0.0,,2.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Caretel Inns of Tricities,SNF,Nursing Home,,,,,,,,34.0,,4.0,,24.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Charter Senior Living at Bay City 1,AFC,Other,,,,,,,,3.0,,0.0,,5.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Charter Senior Living at Bay City 2,AFC,Other,,,,,,,,1.0,,0.0,,4.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Close To Home Assisted Living Hampton,AFC,Other,,,,,,,,2.0,,0.0,,3.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Close To Home Assisted Living Riegel,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Close To Home Assisted Living Riegel II,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,, 
20201228,MI,BAY,,Country Square AFC,AFC,Other,,,,,,,,3.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,BAY,,Heartland HCC - Hampton,SNF,Nursing Home,,,,,,,,27.0,,6.0,,21.0,,0.0,,,,,,3.0,,0.0,,2.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Huron Woods Nursing Center,SNF,Nursing Home,,,,,,,,18.0,,4.0,,14.0,,0.0,,,,,,0.0,,1.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Leighton House Inn,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Monet House Inn,AFC,Other,,,,,,,,10.0,,2.0,,6.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,New Hope Bay West,HFA,Other,,,,,,,,0.0,,0.0,,2.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,"New Hope Bay, LLC",HFA,Other,,,,,,,,0.0,,0.0,,5.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Plainview Assisted Living,AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Rachel Sovereign Memorial Home,HFA,Other,,,,,,,,15.0,,1.0,,12.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BAY,,Sheffield Bay,HFA,Other,,,,,,,,13.0,,3.0,,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,BAY,,The Carriage House of Bay City,SNF,Nursing Home,,,,,,,,44.0,,9.0,,39.0,,0.0,,,,,,1.0,,2.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BENZIE,,Crystal View AFC,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,BENZIE,,Maples Benzie Co Medical Care,SNF,Nursing Home,,,,,,,,25.0,,6.0,,22.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BENZIE,,Paul Oliver Memorial Hospital LTCU,SNF,Nursing Home,,,,,,,,7.0,,3.0,,10.0,,0.0,,,,,,0.0,,3.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Beacon Home at Beacon Springs East,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Beacon Home at Beacon Springs West,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Blessed Home AFC,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Brentwood at Niles,HFA,Other,,,,,,,,2.0,,1.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Bridgman Retirement Home #2,AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,BERRIEN,,Buchanan Meadows Living Center #1,AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Buchanan Meadows Living Ctr #2,AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Caretel Inns Of Royalton - Dover,AFC,Other,,,,,,,,16.0,,1.0,,3.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Caretel Inns Of Royalton - Bristol,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Caretel Inns Of Royalton Arlington,AFC,Other,,,,,,,,1.0,,0.0,,2.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Caretel Inns of Royalton Eaton,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Chalet of Niles-Nursing and Rehab Center,SNF,Nursing Home,,,,,,,,21.0,,2.0,,20.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Coventry House Inn,SNF,Nursing Home,,,,,,,,0.0,,0.0,,11.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Forest Beach Home Inc,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,BERRIEN,,Fullerton House,AFC,Other,,,,,,,,1.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Golden Age Manor,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Golden Shore,AFC,Other,,,,,,,,1.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Hallmark Living--Benton Harbor,SNF,Nursing Home,,,,,,,,40.0,,18.0,,17.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Harvest Home,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Pine Ridge - A Rehab & Nursing Center,SNF,Nursing Home,,,,,,,,65.0,,14.0,,65.0,,0.0,,,,,,0.0,,1.0,,5.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Riveridge Rehab. and Health Center,SNF,Nursing Home,,,,,,,,158.0,,40.0,,88.0,,0.0,,,,,,0.0,,9.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Royalton Manor,SNF,Nursing Home,,,,,,,,90.0,,15.0,,63.0,,0.0,,,,,,0.0,,6.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Serenity Shore Assisted Living Facility,AFC,Other,,,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,The Willows Assisted Living #1,AFC,Other,,,,,,,,6.0,,4.0,,7.0,,0.0,,,,,,1.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,The Willows Assisted Living #2,AFC,Other,,,,,,,,13.0,,5.0,,3.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,The Willows Assisted Living #3,AFC,Other,,,,,,,,3.0,,1.0,,7.0,,0.0,,,,,,1.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,The Willows Assisted Living #4,AFC,Other,,,,,,,,9.0,,1.0,,4.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,West Woods of Bridgman,SNF,Nursing Home,,,,,,,,45.0,,12.0,,21.0,,0.0,,,,,,1.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,West Woods of Niles,SNF,Nursing Home,,,,,,,,91.0,,22.0,,52.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Woodland Terrace - Lilac Court,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Woodland Terrace - Dogwood Court,AFC,Other,,,,,,,,3.0,,0.0,,5.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Woodland Terrace - Magnolia Court,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Woodland Terrace at Longmeadow,HFA,Other,,,,,,,,4.0,,1.0,,8.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BERRIEN,,Woodland Terrace of Paw Paw Lake,AFC,Other,,,,,,,,0.0,,0.0,,4.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BRANCH,,Drews Place Of Coldwater,AFC,Other,,,,,,,,15.0,,5.0,,10.0,,0.0,,,,,,0.0,,1.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,BRANCH,,Drews Place of Coldwater II,AFC,Other,,,,,,,,2.0,,0.0,,2.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BRANCH,,Grand Vista,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BRANCH,,Laurels of Coldwater,SNF,Nursing Home,,,,,,,,113.0,,20.0,,39.0,,0.0,,,,,,7.0,,3.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BRANCH,,Maple Lawn Medical Care Facility,SNF,Nursing Home,,,,,,,,13.0,,2.0,,51.0,,0.0,,,,,,1.0,,0.0,,3.0,,0.0,,,,,,,,, 
20201228,MI,BRANCH,,Masonville Place,HFA,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,BRANCH,,Westbrook Home,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Advantage Living Center - Battle Creek,SNF,Nursing Home,,,,,,,,20.0,,5.0,,22.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Battle Creek Bickford Cottage,HFA,Other,,,,,,,,11.0,,7.0,,9.0,,0.0,,,,,,1.0,,0.0,,2.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Brookdale Battle Creek AL (MI),AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Brookdale Battle Creek MC (MI),AFC,Other,,,,,,,,1.0,,0.0,,1.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Calhoun County Medical Care Facility,SNF,Nursing Home,,,,,,,,58.0,,9.0,,59.0,,0.0,,,,,,0.0,,0.0,,1.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Care Community,HFA,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,CALHOUN,,Evergreen Senior Care & Rehab Center,SNF,Nursing Home,,,,,,,,3.0,,0.0,,11.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Grand Vista Of Marshall,AFC,Other,,,,,,,,3.0,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,CALHOUN,,Grand Vista Of Marshall 2,AFC,Other,,,,,,,,1.0,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,NOT IN COMPLIANCE
20201228,MI,CALHOUN,,Haven AFC,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Heartland HCC - Battle Creek,SNF,Nursing Home,,,,,,,,21.0,,3.0,,25.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Infinity AFC,AFC,Other,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Kambly Living Center East,AFC,Other,,,,,,,,0.0,,0.0,,2.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Kambly Living Center West,AFC,Other,,,,,,,,0.0,,0.0,,2.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
20201228,MI,CALHOUN,,Lakeview Assisted Living,HFA,Other,,,,,,,,1.0,,0.0,,5.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,, 
