reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks
2020-11-13,Christian,taylorville care center,91,16,2020-11-13T00:00:00,Open,0.17582417582417584,1
2020-11-13,Christian,Taylorville Skilled Nursing (fka Meadow Manor),53,4,2020-11-13T00:00:00,Open,0.07547169811320754,1
2020-11-13,Christian,Lifes Journey,8,2,2020-11-13T00:00:00,Open,0.25,1
2020-11-13,Christian,Hickory Estates of Pana,2,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Clark,Villas of Holly Brook Marshall,8,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Clark,Marshall Rehab,3,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Clark,Heartland Manor Nursing home,62,16,2020-11-13T00:00:00,Open,0.25806451612903225,1
2020-11-13,Clark," Villas of Holly Brook Marshall, Clark ",21,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Clay,Flora Gardens,61,13,2020-11-13T00:00:00,Open,0.21311475409836064,1
2020-11-13,Clay,Heritage Woods of Flora ,3,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Clinton,Carlyle HealthCare Center,85,15,2020-11-13T00:00:00,Closed,0.17647058823529413,1
2020-11-13,Clinton,Warrren G Murray Develpmental Center,62,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Clinton,Clinton Manor Living Facility,31,1,2020-11-13T00:00:00,Closed,0.03225806451612903,1
2020-11-13,Clinton,Villa Catherine,7,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Clinton,Clinton Manor Living Facility,13,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Clinton,Warren G Murray Developmental Center,2,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Clinton,Carlyle Healthcare Center,29,1,2020-11-13T00:00:00,Open,0.034482758620689655,1
2020-11-13,Clinton,Warren G. Murray Developmental Center,6,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Clinton,Breese Nursing Home,50,8,2020-11-13T00:00:00,Open,0.16,1
2020-11-13,Clinton,Aviston Countryside Manor,55,7,2020-11-13T00:00:00,Open,0.12727272727272726,1
2020-11-13,Clinton,Trenton Village Retirement,37,2,2020-11-13T00:00:00,Open,0.05405405405405406,1
2020-11-13,Clinton,Clinton Manor Living Center,6,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Coles,Charleston Rehab and Healthcare,95,17,2020-11-13T00:00:00,Closed,0.17894736842105263,1
2020-11-13,Coles,Mattoon Healthcare,2,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Coles,Odd Fellow Rebekah,28,5,2020-11-13T00:00:00,Closed,0.17857142857142858,1
2020-11-13,Coles,Villas of Holly,7,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Coles,Mattoon Healthcare,3,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Coles,Hilltop Skilled Nursing,70,5,2020-11-13T00:00:00,Closed,0.07142857142857142,1
2020-11-13,Coles,Copper Creek Cottages,23,6,2020-11-13T00:00:00,Open,0.2608695652173913,1
2020-11-13,Coles,Mattoon Rehabilitation and Health Care Center,98,11,2020-11-13T00:00:00,Open,0.11224489795918367,1
2020-11-13,Coles,Brookstone Estates North,5,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Coles,CTF Charleston,12,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Cook,Three Crown Park ,48,8,2020-11-13T00:00:00,Closed,0.16666666666666666,1
2020-11-13,Cook,The Admiral at the Lake,57,6,2020-11-13T00:00:00,Open,0.10526315789473684,1
2020-11-13,Cook,Covenant Enabling Residence,6,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Presence MaryHaven,13,4,2020-11-13T00:00:00,Closed,0.3076923076923077,1
2020-11-13,Cook,Bridgeview HC,66,15,2020-11-13T00:00:00,Closed,0.22727272727272727,1
2020-11-13,Cook,Pershing Garden,13,4,2020-11-13T00:00:00,Closed,0.3076923076923077,1
2020-11-13,Cook,Aperion Care Forest Park,51,6,2020-11-13T00:00:00,Closed,0.11764705882352941,1
2020-11-13,Cook,ManorCare Palos Heights East,67,12,2020-11-13T00:00:00,Closed,0.1791044776119403,1
2020-11-13,Cook,Community Care Nursing Home,81,9,2020-11-13T00:00:00,Closed,0.1111111111111111,1
2020-11-13,Cook,Westchester Health and Rehabilitation Center,46,12,2020-11-13T00:00:00,Closed,0.2608695652173913,1
2020-11-13,Cook,Ludeman Developmental Center,263,9,2020-11-13T00:00:00,Closed,0.034220532319391636,1
2020-11-13,Cook,Warren Barr Lincoln Park,56,11,2020-11-13T00:00:00,Closed,0.19642857142857142,1
2020-11-13,Cook,Good Shepherd Manor,3,1,2020-11-13T00:00:00,Closed,0.3333333333333333,1
2020-11-13,Cook,Lexington of Chicago Ridge,23,12,2020-11-13T00:00:00,Closed,0.5217391304347826,1
2020-11-13,Cook,Summit of Uptown,35,15,2020-11-13T00:00:00,Closed,0.42857142857142855,1
2020-11-13,Cook,Brookdale Des Plaines,20,7,2020-11-13T00:00:00,Closed,0.35,1
2020-11-13,Cook,Evergreen Senior Living,9,4,2020-11-13T00:00:00,Closed,0.4444444444444444,1
2020-11-13,Cook,Madden Mental Health Center,9,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,New City Supportive Living,2,0,2020-11-13T00:00:00,Open,0.0,1
2020-11-13,Cook,Alden Lakeland,14,2,2020-11-13T00:00:00,Closed,0.14285714285714285,1
2020-11-13,Cook,Lakeview Nursing and Rehab,90,22,2020-11-13T00:00:00,Open,0.24444444444444444,1
2020-11-13,Cook,Uptown Health Center,120,18,2020-11-13T00:00:00,Closed,0.15,1
2020-11-13,Cook,Symphony of Bronzeville,64,17,2020-11-13T00:00:00,Closed,0.265625,1
2020-11-13,Cook,Southpoint Nsg and Rehab,81,11,2020-11-13T00:00:00,Closed,0.13580246913580246,1
2020-11-13,Cook,Windsor Estates,109,23,2020-11-13T00:00:00,Closed,0.21100917431192662,1
2020-11-13,Cook,ManorCare Health Services-Palos Heights West,55,16,2020-11-13T00:00:00,Closed,0.2909090909090909,1
2020-11-13,Cook,Prairie Green at Dixie Crossing,18,6,2020-11-13T00:00:00,Closed,0.3333333333333333,1
2020-11-13,Cook,Victory Centre of Sierra Ridge,12,1,2020-11-13T00:00:00,Closed,0.08333333333333333,1
2020-11-13,Cook,Progressive Housing,7,3,2020-11-13T00:00:00,Closed,0.42857142857142855,1
2020-11-13,Cook,Arbour Health Care Center,58,3,2020-11-13T00:00:00,Closed,0.05172413793103448,1
2020-11-13,Cook,Elevate Care Chicago North,176,34,2020-11-13T00:00:00,Closed,0.19318181818181818,1
2020-11-13,Cook,Carlton at the Lake,104,20,2020-11-13T00:00:00,Closed,0.19230769230769232,1
2020-11-13,Cook,Aperion Care Dolton,29,6,2020-11-13T00:00:00,Closed,0.20689655172413793,1
2020-11-13,Cook,Bellhaven Nursing and Rehabilitation,101,9,2020-11-13T00:00:00,Open,0.0891089108910891,1
2020-11-13,Cook,Center Home for Hispanic Elderly,120,30,2020-11-13T00:00:00,Open,0.25,1
2020-11-13,Cook,Estates of Hyde Park,57,12,2020-11-13T00:00:00,Closed,0.21052631578947367,1
2020-11-13,Cook,Symphony of South Shore,188,29,2020-11-13T00:00:00,Open,0.15425531914893617,1
2020-11-13,Cook,Villa at Windsor Park,160,44,2020-11-13T00:00:00,Closed,0.275,1
2020-11-13,Cook,Symphony of Lincoln Park,179,30,2020-11-13T00:00:00,Closed,0.16759776536312848,1
2020-11-13,Cook,Symphony of Chicago West,58,7,2020-11-13T00:00:00,Closed,0.1206896551724138,1
2020-11-13,Cook,Covenant Home of Chicago,3,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Austin Oasis,105,16,2020-11-13T00:00:00,Open,0.1523809523809524,1
2020-11-13,Cook,Glenview Terrace,190,33,2020-11-13T00:00:00,Closed,0.1736842105263158,1
2020-11-13,Cook,Avenues to Independence,11,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Sunrise of Park Ridge,48,11,2020-11-13T00:00:00,Closed,0.22916666666666666,1
2020-11-13,Cook,Birchwood Plaza Nursing-Rehab,85,15,2020-11-13T00:00:00,Closed,0.17647058823529413,1
2020-11-13,Cook,Grace Point Place Memory Care,24,8,2020-11-13T00:00:00,Closed,0.3333333333333333,1
2020-11-13,Cook,Sunrise of Flossmore,12,6,2020-11-13T00:00:00,Closed,0.5,1
2020-11-13,Cook,Sunrise Palos Park,3,1,2020-11-13T00:00:00,Closed,0.3333333333333333,1
2020-11-13,Cook,Astoria Place of Chicago,104,20,2020-11-13T00:00:00,Closed,0.19230769230769232,1
2020-11-13,Cook,Little Village Nursing Home,43,7,2020-11-13T00:00:00,Closed,0.16279069767441862,1
2020-11-13,Cook,Park View Rehab,54,11,2020-11-13T00:00:00,Closed,0.2037037037037037,1
2020-11-13,Cook,Southview Manor,26,2,2020-11-13T00:00:00,Closed,0.07692307692307693,1
2020-11-13,Cook,The Grove of Skokie,31,7,2020-11-13T00:00:00,Closed,0.22580645161290322,1
2020-11-13,Cook,Vi at the Glen,27,4,2020-11-13T00:00:00,Closed,0.14814814814814814,1
2020-11-13,Cook,Symphony at 87th,182,34,2020-11-13T00:00:00,Open,0.18681318681318682,1
2020-11-13,Cook,Alden North Shore,2,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Lieberman Geriatric Center,76,8,2020-11-13T00:00:00,Open,0.10526315789473684,1
2020-11-13,Cook,Bria Place of Indian Head Park,32,7,2020-11-13T00:00:00,Closed,0.21875,1
2020-11-13,Cook,Midway Neuro and Rehab,142,12,2020-11-13T00:00:00,Closed,0.08450704225352113,1
2020-11-13,Cook,Alden Estates of Orland Park,44,13,2020-11-13T00:00:00,Open,0.29545454545454547,1
2020-11-13,Cook,Landmark of Des Plaines,95,22,2020-11-13T00:00:00,Open,0.23157894736842105,1
2020-11-13,Cook,Symphony at Aria,31,7,2020-11-13T00:00:00,Closed,0.22580645161290322,1
2020-11-13,Cook,Warren Barr South Loop,50,3,2020-11-13T00:00:00,Open,0.06,1
2020-11-13,Cook,Westwood Manor,63,2,2020-11-13T00:00:00,Closed,0.031746031746031744,1
2020-11-13,Cook,Bria Forest Edge,156,2,2020-11-13T00:00:00,Open,0.01282051282051282,1
2020-11-13,Cook,California Gardens Nursing and Rehabilitation Cent,157,6,2020-11-13T00:00:00,Closed,0.03821656050955414,1
2020-11-13,Cook,Montgomery Place,40,4,2020-11-13T00:00:00,Closed,0.1,1
2020-11-13,Cook,Selfhelp Home,40,4,2020-11-13T00:00:00,Closed,0.1,1
2020-11-13,Cook,Lydia Health Care Center,22,3,2020-11-13T00:00:00,Closed,0.13636363636363635,1
2020-11-13,Cook,Aperion Care Evanston,25,2,2020-11-13T00:00:00,Closed,0.08,1
2020-11-13,Cook,Westminster Place,16,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Oak Park Oasis,29,11,2020-11-13T00:00:00,Closed,0.3793103448275862,1
2020-11-13,Cook,City View Multi Care Center,249,15,2020-11-13T00:00:00,Closed,0.060240963855421686,1
2020-11-13,Cook,Generations at Regency,130,33,2020-11-13T00:00:00,Closed,0.25384615384615383,1
2020-11-13,Cook,Avantara Evergreen Park,93,22,2020-11-13T00:00:00,Closed,0.23655913978494625,1
2020-11-13,Cook,Generations at Applewood,83,20,2020-11-13T00:00:00,Closed,0.24096385542168675,1
2020-11-13,Cook,Bella Terra Morton Grove,74,11,2020-11-13T00:00:00,Closed,0.14864864864864866,1
2020-11-13,Cook,Manor Care Health Services-Homewood,52,15,2020-11-13T00:00:00,Closed,0.28846153846153844,1
2020-11-13,Cook,Artis Senior Living of Lakeview,19,8,2020-11-13T00:00:00,Closed,0.42105263157894735,1
2020-11-13,Cook,Northbrook Inn Memory Care,18,5,2020-11-13T00:00:00,Closed,0.2777777777777778,1
2020-11-13,Cook,Chicago Ridge Nursing and Rehab,71,17,2020-11-13T00:00:00,Closed,0.23943661971830985,1
2020-11-13,Cook,Lincolnwood Place,46,15,2020-11-13T00:00:00,Open,0.32608695652173914,1
2020-11-13,Cook,BRIA of Chicago Heights,41,1,2020-11-13T00:00:00,Closed,0.024390243902439025,1
2020-11-13,Cook,Arden Courts/Manor Care of South Holland ,68,8,2020-11-13T00:00:00,Closed,0.11764705882352941,1
2020-11-13,Cook,The Sheridan of Park Ridge,10,3,2020-11-13T00:00:00,Closed,0.3,1
2020-11-13,Cook,ManorCare Oak Lawn West,82,18,2020-11-13T00:00:00,Closed,0.21951219512195122,1
2020-11-13,Cook,Generations at Elmwood Park,89,19,2020-11-13T00:00:00,Closed,0.21348314606741572,1
2020-11-13,Cook,Symphony of Evanston,28,1,2020-11-13T00:00:00,Closed,0.03571428571428571,1
2020-11-13,Cook,Lemont Center,33,8,2020-11-13T00:00:00,Closed,0.24242424242424243,1
2020-11-13,Cook,Oak Park Brookdale,14,1,2020-11-13T00:00:00,Closed,0.07142857142857142,1
2020-11-13,Cook,Praire Oasis South Holland,49,14,2020-11-13T00:00:00,Open,0.2857142857142857,1
2020-11-13,Cook,Symphony of Crestwood,49,8,2020-11-13T00:00:00,Open,0.16326530612244897,1
2020-11-13,Cook,Emerald Place Memory Care,11,2,2020-11-13T00:00:00,Closed,0.18181818181818182,1
2020-11-13,Cook,Brookdale Assisted living,5,1,2020-11-13T00:00:00,Closed,0.2,1
2020-11-13,Cook,Generations At Oakton,62,13,2020-11-13T00:00:00,Closed,0.20967741935483872,1
2020-11-13,Cook,Lutheran Home,55,9,2020-11-13T00:00:00,Closed,0.16363636363636364,1
2020-11-13,Cook,Central Plaza,74,1,2020-11-13T00:00:00,Closed,0.013513513513513514,1
2020-11-13,Cook,Golfview Developmental Center,123,11,2020-11-13T00:00:00,Closed,0.08943089430894309,1
2020-11-13,Cook,Lexington Health Care Orland Park,77,18,2020-11-13T00:00:00,Closed,0.23376623376623376,1
2020-11-13,Cook,Niles Nursing and Rehab Center,213,54,2020-11-13T00:00:00,Closed,0.2535211267605634,1
2020-11-13,Cook,Winston Manor,48,8,2020-11-13T00:00:00,Closed,0.16666666666666666,1
2020-11-13,Cook,Smith Village,68,14,2020-11-13T00:00:00,Closed,0.20588235294117646,1
2020-11-13,Cook,Prairie Manor Rehab and Nursing,35,12,2020-11-13T00:00:00,Open,0.34285714285714286,1
2020-11-13,Cook,Avanti Wellness & Rehabilitation ,110,16,2020-11-13T00:00:00,Closed,0.14545454545454545,1
2020-11-13,Cook,Burbank Rehab - Vera Care Stickney,38,11,2020-11-13T00:00:00,Closed,0.2894736842105263,1
2020-11-13,Cook,Sheridan Village,56,19,2020-11-13T00:00:00,Open,0.3392857142857143,1
2020-11-13,Cook,Plymouth Place Senior Living,42,11,2020-11-13T00:00:00,Closed,0.2619047619047619,1
2020-11-13,Cook,Aperion Care Burbank,5,1,2020-11-13T00:00:00,Closed,0.2,1
2020-11-13,Cook,Manor Care Oak Lawn EAST. Cook,86,19,2020-11-13T00:00:00,Open,0.22093023255813954,1
2020-11-13,Cook,AMITA Health Holy Family Medical Center ,26,1,2020-11-13T00:00:00,Closed,0.038461538461538464,1
2020-11-13,Cook,Holy Family Villa,10,4,2020-11-13T00:00:00,Closed,0.4,1
2020-11-13,Cook,Aperion Care Chicago Heights,29,1,2020-11-13T00:00:00,Open,0.034482758620689655,1
2020-11-13,Cook,Belmont Village Senior Living of Glenview,27,5,2020-11-13T00:00:00,Open,0.18518518518518517,1
2020-11-13,Cook,Brookdale Northbrook ,5,3,2020-11-13T00:00:00,Closed,0.6,1
2020-11-13,Cook,Norridge Gardens,167,46,2020-11-13T00:00:00,Open,0.2754491017964072,1
2020-11-13,Cook,Clark Manor,124,15,2020-11-13T00:00:00,Closed,0.12096774193548387,1
2020-11-13,Cook,Continental Nursing and Rehabilitation Center,78,12,2020-11-13T00:00:00,Open,0.15384615384615385,1
2020-11-13,Cook,The Carrington Linclonwood,41,4,2020-11-13T00:00:00,Closed,0.0975609756097561,1
2020-11-13,Cook,Bria of Palos Hills,102,18,2020-11-13T00:00:00,Open,0.17647058823529413,1
2020-11-13,Cook,Margaret Manor Central,12,1,2020-11-13T00:00:00,Open,0.08333333333333333,1
2020-11-13,Cook,Alden Estates of Northmoor,98,19,2020-11-13T00:00:00,Open,0.19387755102040816,1
2020-11-13,Cook,Waterfront Terrace,69,13,2020-11-13T00:00:00,Closed,0.18840579710144928,1
2020-11-13,Cook,Prairie Green at Fays Point,11,3,2020-11-13T00:00:00,Closed,0.2727272727272727,1
2020-11-13,Cook,The Grove of Evanston,89,19,2020-11-13T00:00:00,Closed,0.21348314606741572,1
2020-11-13,Cook,Atrium Health Care Center,99,10,2020-11-13T00:00:00,Open,0.10101010101010101,1
2020-11-13,Cook,Beacon Care Center,82,14,2020-11-13T00:00:00,Closed,0.17073170731707318,1
2020-11-13,Cook,Bethesda Rehab and Senior Care,46,6,2020-11-13T00:00:00,Closed,0.13043478260869565,1
2020-11-13,Cook,Little Sisters of the Poor/St. Marys Home,61,13,2020-11-13T00:00:00,Closed,0.21311475409836064,1
2020-11-13,Cook,Mosaic of Lakeshore,122,29,2020-11-13T00:00:00,Closed,0.23770491803278687,1
2020-11-13,Cook,Alden Princeton Rehab & Health,54,12,2020-11-13T00:00:00,Closed,0.2222222222222222,1
2020-11-13,Cook,Kensington Place Nursing And Rehabilitation Center,15,2,2020-11-13T00:00:00,Closed,0.13333333333333333,1
2020-11-13,Cook,Belmont Oak Park,6,2,2020-11-13T00:00:00,Closed,0.3333333333333333,1
2020-11-13,Cook,Fairmont Care,151,32,2020-11-13T00:00:00,Closed,0.2119205298013245,1
2020-11-13,Cook,Elevate Care Irving Park,71,13,2020-11-13T00:00:00,Closed,0.18309859154929578,1
2020-11-13,Cook,Citadel of Warren Park,22,4,2020-11-13T00:00:00,Closed,0.18181818181818182,1
2020-11-13,Cook,Chalet Living And Rehab Center,97,14,2020-11-13T00:00:00,Closed,0.14432989690721648,1
2020-11-13,Cook,Harmony Healthcare and Rehab,136,29,2020-11-13T00:00:00,Closed,0.21323529411764705,1
2020-11-13,Cook,Central Nursing Home,98,17,2020-11-13T00:00:00,Closed,0.17346938775510204,1
2020-11-13,Cook,Lakefront Nursing,30,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Aperion Care West Ridge,35,14,2020-11-13T00:00:00,Closed,0.4,1
2020-11-13,Cook,Aperion Care International of Chicago,196,27,2020-11-13T00:00:00,Open,0.1377551020408163,1
2020-11-13,Cook,Ambassador Nursing,114,9,2020-11-13T00:00:00,Closed,0.07894736842105263,1
2020-11-13,Cook,MADO Healthcare Uptown,84,9,2020-11-13T00:00:00,Open,0.10714285714285714,1
2020-11-13,Cook,Alden Village North,6,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Mayfield Care Center,154,23,2020-11-13T00:00:00,Closed,0.14935064935064934,1
2020-11-13,Cook,Norwood crossing Skilled Nursing,104,18,2020-11-13T00:00:00,Open,0.17307692307692307,1
2020-11-13,Cook,Parkshore Estates,27,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Symphony of Morgan Park,202,26,2020-11-13T00:00:00,Open,0.12871287128712872,1
2020-11-13,Cook,Warren Barr Gold Coast,88,6,2020-11-13T00:00:00,Open,0.06818181818181818,1
2020-11-13,Cook,Woodbridge Nursing Pavilion,219,40,2020-11-13T00:00:00,Closed,0.182648401826484,1
2020-11-13,Cook,All American Nursing Home,50,4,2020-11-13T00:00:00,Closed,0.08,1
2020-11-13,Cook,Citadel of Waterford,64,13,2020-11-13T00:00:00,Closed,0.203125,1
2020-11-13,Cook,Landmark of Richton Park,48,9,2020-11-13T00:00:00,Closed,0.1875,1
2020-11-13,Cook,Weinberg Community for Senior Living,25,2,2020-11-13T00:00:00,Closed,0.08,1
2020-11-13,Cook,Brookdale Orland Park,15,6,2020-11-13T00:00:00,Closed,0.4,1
2020-11-13,Cook,Villa at South Holland,33,9,2020-11-13T00:00:00,Closed,0.2727272727272727,1
2020-11-13,Cook,Pauls House,49,6,2020-11-13T00:00:00,Closed,0.12244897959183673,1
2020-11-13,Cook,The Hartwell,16,0,2020-11-13T00:00:00,Closed,0.0,1
2020-11-13,Cook,Heather Manor Nursing & Rehabilitation Center,23,4,2020-11-13T00:00:00,Closed,0.17391304347826086,1
2020-11-13,Cook,"David Webb, Jr. Senior Living Complex",3,2,2020-11-13T00:00:00,Open,0.6666666666666666,1
2020-11-13,Cook,Grosse Pointe Manor,118,25,2020-11-13T00:00:00,Open,0.211864406779661,1
2020-11-13,Cook,Citadel of Northbrook,64,2,2020-11-13T00:00:00,Open,0.03125,1
2020-11-13,Cook,Aperion Care Plum Grove,58,19,2020-11-13T00:00:00,Open,0.3275862068965517,1
2020-11-13,Cook,Elevate Care Niles,19,5,2020-11-13T00:00:00,Open,0.2631578947368421,1
2020-11-13,Cook,Aperion Care Oak Lawn,103,22,2020-11-13T00:00:00,Open,0.21359223300970873,1
2020-11-13,Cook,Alden Wentworth  Rehab & Healthcare Center,71,15,2020-11-13T00:00:00,Closed,0.2112676056338028,1
2020-11-13,Cook,Revere Court of South Barrington,9,2,2020-11-13T00:00:00,Open,0.2222222222222222,1
2020-11-13,Cook,Presence Villa Scalabrini Nursing&Rehab Center,59,6,2020-11-13T00:00:00,Open,0.1016949152542373,1
2020-11-13,Cook,The Grove of Berwyn,57,14,2020-11-13T00:00:00,Open,0.24561403508771928,1
2020-11-13,Cook,The Vine At Countryside,31,4,2020-11-13T00:00:00,Open,0.12903225806451613,1
2020-11-13,Cook,Elevate Saint Andrew,42,9,2020-11-13T00:00:00,Open,0.21428571428571427,1
