ReportingDate,State,County,City,FacilityName,TYPE,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,TOTAL RESIDENT CASES,TOTAL Resident Probable Positives,TOTAL RESIDENT DEATHS,TOTAL Resident Probable Deaths,TOTAL STAFF CASES,TOTAL Staff Probable Positives,TOTAL STAFF DEATHS,TOTAL Staff Probable Deaths,confirmed_cases,TOTAL Resident/Staff Probable Positives,deaths,TOTAL Resident/Staff Probable Deaths,NEW RESIDENT CASES,NEW Resident Probable Positives,NEW RESIDENT DEATHS,NEW Resident Probable Deaths,NEW STAFF CASES,NEW Staff Probable Positives,NEW STAFF DEATHS,NEW Staff Probable Deaths,NEW Resident/Staff Positives,NEW Resident/Staff Probable Positives,NEW Resident/Staff Deaths,NEW Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment,COMPLIANCE
20210212,IL,Champaign,,Eagles View Supportive Living and Memory Care,,,,,,,,Closed,,,,,,,,,,36,,2,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Evergreen Place,,,,,,,,Closed,,,,,,,,,,12,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Green House Homes at Clark-Lindsey,,,,,,,,Closed,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Illini Heritage Rehab And Health,,,,,,,,Closed,,,,,,,,,,57,,8,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Illini Heritage Rehab and Health,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Meadowbrook at Clark-Lindsey,,,,,,,,Open,,,,,,,,,,39,,3,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Prairie Winds of Urbana,,,,,,,,Closed,,,,,,,,,,17,,1,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Reflections Memory Care,,,,,,,,Closed,,,,,,,,,,37,,4,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Swann Special Care Center,,,,,,,,Open,,,,,,,,,,16,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,The Waterford at Bridle Brook,,,,,,,,Open,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,University Rehab Center,,,,,,,,Open,,,,,,,,,,67,,2,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,University Rehabilitation Center,,,,,,,,Closed,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Villas of Holly Brook,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Villas of Hollybrook,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Villas of Hollybrook-Rantoul,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210212,IL,Champaign,,Windsor At Savoy,,,,,,,,Open,,,,,,,,,,20,,1,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,Heritage Health of Pana,,,,,,,,Open,,,,,,,,,,70,,14,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,Hickory Estates of Pana,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,Lifes Journey,,,,,,,,Closed,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,Prairie Rose,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,Taylorville Estates,,,,,,,,Open,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,Taylorville Hickory Estates,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,Taylorville Skilled Nursing (fka Meadow Manor),,,,,,,,Closed,,,,,,,,,,54,,4,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,prairie rose,,,,,,,,Open,,,,,,,,,,12,,8,,,,,,,,,,,,,,,,,
20210212,IL,Christian,,taylorville care center,,,,,,,,Open,,,,,,,,,,101,,16,,,,,,,,,,,,,,,,,
20210212,IL,Clark,,Casey Healthcare Center,,,,,,,,Open,,,,,,,,,,36,,11,,,,,,,,,,,,,,,,,
20210212,IL,Clark,,Heartland Manor Nursing home,,,,,,,,Open,,,,,,,,,,80,,18,,,,,,,,,,,,,,,,,
20210212,IL,Clark,,Marshall Rehab,,,,,,,,Open,,,,,,,,,,19,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clark,,Villas of Holly Brook Marshall,,,,,,,,Closed,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clark,,"Villas of Holly Brook Marshall, Clark",,,,,,,,Open,,,,,,,,,,42,,2,,,,,,,,,,,,,,,,,
20210212,IL,Clay,,Flora Gardens,,,,,,,,Closed,,,,,,,,,,61,,13,,,,,,,,,,,,,,,,,
20210212,IL,Clay,,Flora Rehabilitation,,,,,,,,Open,,,,,,,,,,59,,11,,,,,,,,,,,,,,,,,
20210212,IL,Clay,,Heritage Woods of Flora,,,,,,,,Open,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Aviston Countryside Manor,,,,,,,,Open,,,,,,,,,,71,,16,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Breese Nursing Home,,,,,,,,Closed,,,,,,,,,,59,,8,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Carlyle HealthCare Center,,,,,,,,Closed,,,,,,,,,,85,,15,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Carlyle Healthcare Center,,,,,,,,Open,,,,,,,,,,38,,1,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Cedarhurst of Breese,,,,,,,,Open,,,,,,,,,,34,,2,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Clinton Manor Living Center,,,,,,,,Open,,,,,,,,,,16,,1,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Clinton Manor Living Center - DD,,,,,,,,Open,,,,,,,,,,14,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Clinton Manor Living Facility,,,,,,,,Closed,,,,,,,,,,44,,1,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Royal Living Center,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Royal Living Center - Single CILA,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Royal Living Center- Multi-CILA,,,,,,,,Open,,,,,,,,,,14,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,The Villas at St. James,,,,,,,,Closed,,,,,,,,,,45,,4,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Trenton Village Retirement,,,,,,,,Closed,,,,,,,,,,37,,3,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Villa Catherine,,,,,,,,Closed,,,,,,,,,,39,,3,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Warren G Murray Developmental Center,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Warren G. Murray Developmental Center,,,,,,,,Open,,,,,,,,,,181,,1,,,,,,,,,,,,,,,,,
20210212,IL,Clinton,,Warrren G Murray Develpmental Center,,,,,,,,Closed,,,,,,,,,,62,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Alden Estates,,,,,,,,Open,,,,,,,,,,24,,2,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Brookstone Estates North,,,,,,,,Closed,,,,,,,,,,19,,2,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Brookstone Estates of Charleston,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,CTF Charleston,,,,,,,,Closed,,,,,,,,,,34,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Charleston Rehab and Healthcare,,,,,,,,Closed,,,,,,,,,,95,,17,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Charleston Rehabilitation and Healthcare,,,,,,,,Closed,,,,,,,,,,25,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Copper Creek Cottages,,,,,,,,Closed,,,,,,,,,,26,,7,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Harmony Healthcare and Rehab,,,,,,,,Open,,,,,,,,,,21,,3,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Heritage Woods in Charleston IL,,,,,,,,Open,,,,,,,,,,16,,3,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Hilltop Skilled Nursing,,,,,,,,Closed,,,,,,,,,,71,,5,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Mattoon Healthcare,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Mattoon Rehabilitation and Health Care Center,,,,,,,,Closed,,,,,,,,,,144,,19,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Odd Fellow Rebekah,,,,,,,,Closed,,,,,,,,,,28,,5,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Odd Fellow Rebekah Home,,,,,,,,Closed,,,,,,,,,,26,,1,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,"Palm Terrace of Mattoon, IL",,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,The Oaks Manor,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Villas of Holly,,,,,,,,Closed,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210212,IL,Coles,,Villas of Hollybrook in Charleston,,,,,,,,Closed,,,,,,,,,,24,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,ALDEN NORTHMOOR,,,,,,,,Open,,,,,,,,,,39,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,AMITA Health Holy Family Medical Center,,,,,,,,Open,,,,,,,,,,60,,4,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Abington of Glenview,,,,,,,,Closed,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Addolorata Villa,,,,,,,,Open,,,,,,,,,,127,,21,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Albany Care,,,,,,,,Open,,,,,,,,,,205,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden,,,,,,,,Open,,,,,,,,,,45,,3,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Estates Des Plaines,,,,,,,,Open,,,,,,,,,,45,,8,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Estates of Barrington,,,,,,,,Open,,,,,,,,,,65,,6,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Estates of Evanston,,,,,,,,Closed,,,,,,,,,,18,,2,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Estates of Northmoor,,,,,,,,Open,,,,,,,,,,81,,19,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Estates of Orland Park,,,,,,,,Closed,,,,,,,,,,50,,14,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Estates of Skokie,,,,,,,,Closed,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Lakeland,,,,,,,,Open,,,,,,,,,,135,,5,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Lincoln Park Rehab,,,,,,,,Open,,,,,,,,,,88,,13,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden North Shore,,,,,,,,Open,,,,,,,,,,14,,3,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Orland Park,,,,,,,,Open,,,,,,,,,,26,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Poplar,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden PoplarCreek,,,,,,,,Closed,,,,,,,,,,87,,26,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Princeton Rehab & Health,,,,,,,,Open,,,,,,,,,,69,,13,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Town Manor Care,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Town Manor Rehabilitation & Health Care Cent,,,,,,,,Open,,,,,,,,,,136,,27,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Village North,,,,,,,,Open,,,,,,,,,,63,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Wentworth  Rehab & Healthcare Center,,,,,,,,Closed,,,,,,,,,,71,,15,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alden Wentworth Rehab & Healthcare Center,,,,,,,,Open,,,,,,,,,,41,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Alexian Village,,,,,,,,Open,,,,,,,,,,10,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,All American Nursing Home,,,,,,,,Open,,,,,,,,,,67,,4,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,All Saints,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Ambassador Nursing,,,,,,,,Open,,,,,,,,,,125,,9,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care,,,,,,,,Closed,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Burbank,,,,,,,,Open,,,,,,,,,,37,,6,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Chicago Heights,,,,,,,,Open,,,,,,,,,,59,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Dolton,,,,,,,,Open,,,,,,,,,,38,,6,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Evanston,,,,,,,,Closed,,,,,,,,,,25,,2,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Forest Park,,,,,,,,Open,,,,,,,,,,125,,18,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care International of Chicago,,,,,,,,Open,,,,,,,,,,191,,22,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Midlothian,,,,,,,,Open,,,,,,,,,,16,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Oak Lawn,,,,,,,,Closed,,,,,,,,,,101,,22,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care Plum Grove,,,,,,,,Open,,,,,,,,,,69,,11,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aperion Care West Ridge,,,,,,,,Open,,,,,,,,,,74,,14,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Arbour Health Care Center,,,,,,,,Open,,,,,,,,,,90,,3,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Arden Courts Of Northbrook,,,,,,,,Open,,,,,,,,,,44,,7,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Arden Courts South Holland,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Arden Courts of Elk Grove,,,,,,,,Closed,,,,,,,,,,31,,8,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Arden Courts of Palos Heights,,,,,,,,Closed,,,,,,,,,,38,,10,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Arden Courts/Manor Care of South Holland,,,,,,,,Closed,,,,,,,,,,68,,8,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Artis Senior Living of Lakeview,,,,,,,,Closed,,,,,,,,,,19,,8,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Asbury Court Senior Living,,,,,,,,Closed,,,,,,,,,,9,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Asbury Senior Living,,,,,,,,Open,,,,,,,,,,88,,13,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Ascension Living Saint Benedict Village,,,,,,,,Open,,,,,,,,,,29,,4,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Aspire Living Prospect Heights,,,,,,,,Open,,,,,,,,,,45,,4,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Astoria Place,,,,,,,,Open,,,,,,,,,,68,,7,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Astoria Place of Chicago,,,,,,,,Closed,,,,,,,,,,104,,20,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Atria Glenview,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Atrium Health Care Center,,,,,,,,Open,,,,,,,,,,99,,10,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Atrium Healthcare,,,,,,,,Open,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Austin Oasis,,,,,,,,Open,,,,,,,,,,118,,16,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Autumn Green at Midway Village,,,,,,,,Open,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Autumn Green at Wright Campus,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Avantara Evergreen Park,,,,,,,,Open,,,,,,,,,,150,,25,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Avantara Park Ridge,,,,,,,,Open,,,,,,,,,,193,,30,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Avanti Wellness & Rehabilitation,,,,,,,,Closed,,,,,,,,,,110,,16,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Avenues to Independence,,,,,,,,Closed,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Axelson Assisted Living,,,,,,,,Open,,,,,,,,,,36,,4,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,BELHAVEN NURSING AND REHABILITATION,,,,,,,,Open,,,,,,,,,,104,,4,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,BRIA of Chicago Heights,,,,,,,,Open,,,,,,,,,,113,,2,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Balmoral Home,,,,,,,,Open,,,,,,,,,,73,,7,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Barton Senior Living,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Beacon Care Center,,,,,,,,Open,,,,,,,,,,100,,14,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Beechwood Manor,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Bella Terra Morton Grove,,,,,,,,Open,,,,,,,,,,104,,16,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Bella Terra Streamwood,,,,,,,,Open,,,,,,,,,,188,,21,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Bella Terra Wheeling,,,,,,,,Open,,,,,,,,,,153,,30,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Bellhaven Nursing and Rehabilitation,,,,,,,,Open,,,,,,,,,,86,,9,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Bellwood Development Center,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Bellwood Developmental Center,,,,,,,,Open,,,,,,,,,,130,,2,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Belmont Oak Park,,,,,,,,Closed,,,,,,,,,,6,,2,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Belmont Village,,,,,,,,Open,,,,,,,,,,30,,6,,,,,,,,,,,,,,,,,
20210212,IL,Cook,,Belmont Village Senior Living of Glenview,,,,,,,,Open,,,,,,,,,,45,,8,,,,,,,,,,,,,,,,,
