ReportingDate,State,County,City,FacilityName,TYPE,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,TOTAL RESIDENT CASES,TOTAL Resident Probable Positives,TOTAL RESIDENT DEATHS,TOTAL Resident Probable Deaths,TOTAL STAFF CASES,TOTAL Staff Probable Positives,TOTAL STAFF DEATHS,TOTAL Staff Probable Deaths,confirmed_cases,TOTAL Resident/Staff Probable Positives,deaths,TOTAL Resident/Staff Probable Deaths,NEW RESIDENT CASES,NEW Resident Probable Positives,NEW RESIDENT DEATHS,NEW Resident Probable Deaths,NEW STAFF CASES,NEW Staff Probable Positives,NEW STAFF DEATHS,NEW Staff Probable Deaths,NEW Resident/Staff Positives,NEW Resident/Staff Probable Positives,NEW Resident/Staff Deaths,NEW Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment,COMPLIANCE
20210108,IL,Bond,,Greenville Nursing & Rehab,,,,,,,,Open,,,,,,,,,,58,,3,,,,,,,,,,,,,,,,,
20210108,IL,Bond,,The Glenwood,,,,,,,,Open,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,
20210108,IL,Boone,,Heritage Woods of Belvidere,,,,,,,,Open,,,,,,,,,,26,,3,,,,,,,,,,,,,,,,,
20210108,IL,Boone,,Heritage of Woods,,,,,,,,Closed,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,
20210108,IL,Boone,,Maple Crest Care Center,,,,,,,,Open,,,,,,,,,,100,,23,,,,,,,,,,,,,,,,,
20210108,IL,Boone,,Northwoods Care Center,,,,,,,,Open,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,
20210108,IL,Boone,,Park Place,,,,,,,,Open,,,,,,,,,,77,,3,,,,,,,,,,,,,,,,,
20210108,IL,Boone,,Park Place of Belvidere,,,,,,,,Closed,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,
20210108,IL,Boone,,Symphony Northwoods,,,,,,,,Closed,,,,,,,,,,89,,16,,,,,,,,,,,,,,,,,
20210108,IL,Brown,,Heritage Health,,,,,,,,Open,,,,,,,,,,52,,9,,,,,,,,,,,,,,,,,
20210108,IL,Bureau,,Aperion Care Spring Valley,,,,,,,,Open,,,,,,,,,,132,,15,,,,,,,,,,,,,,,,,
20210108,IL,Bureau,,Aperion Care- Princeton,,,,,,,,Open,,,,,,,,,,100,,9,,,,,,,,,,,,,,,,,
20210108,IL,Bureau,,Heartland Heath care- Henry,,,,,,,,Open,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,
20210108,IL,Bureau,,Heritage Health,,,,,,,,Open,,,,,,,,,,6,,4,,,,,,,,,,,,,,,,,
20210108,IL,Bureau,,Liberty Village of Princeton,,,,,,,,Open,,,,,,,,,,46,,10,,,,,,,,,,,,,,,,,
20210108,IL,Bureau,,St. Margarets Living Center,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Calhoun,,Calhoun Nursing and Rehabilitation,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Carroll,,Allure of Mount Carroll,,,,,,,,Open,,,,,,,,,,49,,8,,,,,,,,,,,,,,,,,
20210108,IL,Carroll,,Big Meadows Nursing Home,,,,,,,,Closed,,,,,,,,,,107,,9,,,,,,,,,,,,,,,,,
20210108,IL,Carroll,,Pinnacle Place,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cass,,Evergreen Place Supportive Living,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cass,,Heritage Health,,,,,,,,Closed,,,,,,,,,,59,,10,,,,,,,,,,,,,,,,,
20210108,IL,Cass,,Walker Nursing Home,,,,,,,,Closed,,,,,,,,,,57,,11,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Arbor Rose of Tolono,,,,,,,,Closed,,,,,,,,,,23,,2,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Autumn Fields-Savoy,,,,,,,,Closed,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Bickford Senior Living,,,,,,,,Closed,,,,,,,,,,12,,3,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Brookdale Urbana,,,,,,,,Open,,,,,,,,,,22,,3,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Brookstone Estates Senior Living,,,,,,,,Closed,,,,,,,,,,9,,2,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Carriage Crossing Senior Living of Champaign,,,,,,,,Open,,,,,,,,,,12,,1,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Champaign Urbana Nursing and Rehab,,,,,,,,Open,,,,,,,,,,107,,8,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Champaign-Urbana Nursing and Rehab,,,,,,,,Closed,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Country Health & Rehab,,,,,,,,Open,,,,,,,,,,32,,4,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Country Health and Rehab,,,,,,,,Closed,,,,,,,,,,9,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Eagles View Supportive Living and Memory Care,,,,,,,,Closed,,,,,,,,,,36,,2,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Evergreen Place,,,,,,,,Closed,,,,,,,,,,12,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Green House Homes at Clark-Lindsey,,,,,,,,Closed,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Illini Heritage Rehab And Health,,,,,,,,Open,,,,,,,,,,59,,8,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Illini Heritage Rehab and Health,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Meadowbrook at Clark-Lindsey,,,,,,,,Open,,,,,,,,,,42,,2,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Prairie Winds of Urbana,,,,,,,,Open,,,,,,,,,,18,,1,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Reflections Memory Care,,,,,,,,Closed,,,,,,,,,,37,,4,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Swann Special Care Center,,,,,,,,Open,,,,,,,,,,14,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,University Rehab Center,,,,,,,,Open,,,,,,,,,,37,,1,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,University Rehabilitation Center,,,,,,,,Closed,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Villas of Hollybrook,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Villas of Hollybrook-Rantoul,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210108,IL,Champaign,,Windsor At Savoy,,,,,,,,Open,,,,,,,,,,14,,1,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Heritage Health of Pana,,,,,,,,Open,,,,,,,,,,68,,14,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Hickory Estates of Pana,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Lifes Journey,,,,,,,,Closed,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Prairie Rose,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Taylorville Estates,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Taylorville Hickory Estates,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Taylorville Skilled Nursing (fka Meadow Manor),,,,,,,,Closed,,,,,,,,,,54,,4,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,Villas of Holly Brook,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,prairie rose,,,,,,,,Open,,,,,,,,,,6,,5,,,,,,,,,,,,,,,,,
20210108,IL,Christian,,taylorville care center,,,,,,,,Open,,,,,,,,,,100,,16,,,,,,,,,,,,,,,,,
20210108,IL,Clark,,Casey Healthcare Center,,,,,,,,Open,,,,,,,,,,22,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clark,,Heartland Manor Nursing home,,,,,,,,Open,,,,,,,,,,75,,18,,,,,,,,,,,,,,,,,
20210108,IL,Clark,,Marshall Rehab,,,,,,,,Open,,,,,,,,,,15,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clark,,Villas of Holly Brook Marshall,,,,,,,,Closed,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clark,,"Villas of Holly Brook Marshall, Clark",,,,,,,,Open,,,,,,,,,,39,,2,,,,,,,,,,,,,,,,,
20210108,IL,Clay,,Flora Gardens,,,,,,,,Closed,,,,,,,,,,61,,13,,,,,,,,,,,,,,,,,
20210108,IL,Clay,,Flora Rehabilitation,,,,,,,,Open,,,,,,,,,,59,,8,,,,,,,,,,,,,,,,,
20210108,IL,Clay,,Heritage Woods of Flora,,,,,,,,Open,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Aviston Countryside Manor,,,,,,,,Open,,,,,,,,,,68,,16,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Breese Nursing Home,,,,,,,,Closed,,,,,,,,,,54,,8,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Carlyle HealthCare Center,,,,,,,,Closed,,,,,,,,,,85,,15,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Carlyle Healthcare Center,,,,,,,,Open,,,,,,,,,,36,,1,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Cedarhurst of Breese,,,,,,,,Open,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Clinton Manor Living Center,,,,,,,,Open,,,,,,,,,,13,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Clinton Manor Living Center - DD,,,,,,,,Open,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Clinton Manor Living Facility,,,,,,,,Closed,,,,,,,,,,44,,1,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Royal Living Center,,,,,,,,Open,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Royal Living Center- Multi-CILA,,,,,,,,Open,,,,,,,,,,14,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,The Villas at St. James,,,,,,,,Open,,,,,,,,,,45,,4,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Trenton Village Retirement,,,,,,,,Closed,,,,,,,,,,37,,3,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Villa Catherine,,,,,,,,Open,,,,,,,,,,39,,5,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Warren G Murray Developmental Center,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Warren G. Murray Developmental Center,,,,,,,,Open,,,,,,,,,,162,,0,,,,,,,,,,,,,,,,,
20210108,IL,Clinton,,Warrren G Murray Develpmental Center,,,,,,,,Closed,,,,,,,,,,62,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Alden Estates,,,,,,,,Open,,,,,,,,,,24,,2,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Brookstone Estates North,,,,,,,,Open,,,,,,,,,,20,,2,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Brookstone Estates of Charleston,,,,,,,,Open,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,CTF Charleston,,,,,,,,Closed,,,,,,,,,,34,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Charleston Rehab and Healthcare,,,,,,,,Closed,,,,,,,,,,95,,17,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Charleston Rehabilitation and Healthcare,,,,,,,,Closed,,,,,,,,,,25,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Copper Creek Cottages,,,,,,,,Closed,,,,,,,,,,26,,7,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Harmony Healthcare and Rehab,,,,,,,,Open,,,,,,,,,,17,,2,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Heritage Woods in Charleston IL,,,,,,,,Open,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Hilltop Skilled Nursing,,,,,,,,Closed,,,,,,,,,,71,,5,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Mattoon Healthcare,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Mattoon Rehabilitation and Health Care Center,,,,,,,,Closed,,,,,,,,,,144,,19,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Odd Fellow Rebekah,,,,,,,,Closed,,,,,,,,,,28,,5,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Odd Fellow Rebekah Home,,,,,,,,Open,,,,,,,,,,23,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,"Palm Terrace of Mattoon, IL",,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,The Oaks Manor,,,,,,,,Open,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Villas of Holly,,,,,,,,Closed,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210108,IL,Coles,,Villas of Hollybrook in Charleston,,,,,,,,Open,,,,,,,,,,22,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,ALDEN NORTHMOOR,,,,,,,,Open,,,,,,,,,,38,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,AMITA Health Holy Family Medical Center,,,,,,,,Open,,,,,,,,,,60,,4,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Abington of Glenview,,,,,,,,Closed,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Addolorata Villa,,,,,,,,Open,,,,,,,,,,121,,21,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Albany Care,,,,,,,,Open,,,,,,,,,,196,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden,,,,,,,,Open,,,,,,,,,,41,,3,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Estates Des Plaines,,,,,,,,Open,,,,,,,,,,44,,8,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Estates of Barrington,,,,,,,,Open,,,,,,,,,,64,,5,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Estates of Evanston,,,,,,,,Closed,,,,,,,,,,18,,2,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Estates of Northmoor,,,,,,,,Open,,,,,,,,,,81,,19,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Estates of Orland Park,,,,,,,,Closed,,,,,,,,,,50,,14,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Estates of Skokie,,,,,,,,Closed,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Lakeland,,,,,,,,Open,,,,,,,,,,133,,5,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Lincoln Park Rehab,,,,,,,,Open,,,,,,,,,,88,,13,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden North Shore,,,,,,,,Open,,,,,,,,,,14,,3,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Poplar,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden PoplarCreek,,,,,,,,Open,,,,,,,,,,91,,26,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Princeton Rehab & Health,,,,,,,,Open,,,,,,,,,,66,,13,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Town Manor Care,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Town Manor Rehabilitation & Health Care Cent,,,,,,,,Open,,,,,,,,,,133,,26,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Village North,,,,,,,,Open,,,,,,,,,,51,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Wentworth  Rehab & Healthcare Center,,,,,,,,Closed,,,,,,,,,,71,,15,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alden Wentworth Rehab & Healthcare Center,,,,,,,,Open,,,,,,,,,,29,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Alexian Village,,,,,,,,Open,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,All American Nursing Home,,,,,,,,Open,,,,,,,,,,62,,4,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,All Saints,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Ambassador Nursing,,,,,,,,Open,,,,,,,,,,125,,9,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care,,,,,,,,Open,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Burbank,,,,,,,,Open,,,,,,,,,,33,,4,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Chicago Heights,,,,,,,,Open,,,,,,,,,,55,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Dolton,,,,,,,,Open,,,,,,,,,,38,,6,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Evanston,,,,,,,,Closed,,,,,,,,,,25,,2,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Forest Park,,,,,,,,Open,,,,,,,,,,121,,18,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care International of Chicago,,,,,,,,Open,,,,,,,,,,211,,30,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Midlothian,,,,,,,,Open,,,,,,,,,,16,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Oak Lawn,,,,,,,,Closed,,,,,,,,,,101,,22,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care Plum Grove,,,,,,,,Open,,,,,,,,,,69,,19,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aperion Care West Ridge,,,,,,,,Open,,,,,,,,,,47,,14,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Arbour Health Care Center,,,,,,,,Open,,,,,,,,,,84,,3,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Arden Courts Of Northbrook,,,,,,,,Open,,,,,,,,,,44,,7,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Arden Courts of Elk Grove,,,,,,,,Open,,,,,,,,,,31,,8,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Arden Courts of Palos Heights,,,,,,,,Open,,,,,,,,,,55,,10,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Arden Courts/Manor Care of South Holland,,,,,,,,Closed,,,,,,,,,,68,,8,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Artis Senior Living of Lakeview,,,,,,,,Closed,,,,,,,,,,19,,8,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Asbury Court Senior Living,,,,,,,,Closed,,,,,,,,,,9,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Asbury Senior Living,,,,,,,,Open,,,,,,,,,,52,,5,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Ascension Living Saint Benedict Village,,,,,,,,Open,,,,,,,,,,28,,3,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Aspire Living Prospect Heights,,,,,,,,Open,,,,,,,,,,37,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Astoria Place,,,,,,,,Open,,,,,,,,,,58,,5,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Astoria Place of Chicago,,,,,,,,Closed,,,,,,,,,,104,,20,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Atria Glenview,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Atrium Health Care Center,,,,,,,,Open,,,,,,,,,,99,,10,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Atrium Healthcare,,,,,,,,Open,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Austin Oasis,,,,,,,,Open,,,,,,,,,,116,,17,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Autumn Green at Midway Village,,,,,,,,Open,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Autumn Green at Wright Campus,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Avantara Evergreen Park,,,,,,,,Open,,,,,,,,,,146,,25,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Avantara Park Ridge,,,,,,,,Open,,,,,,,,,,190,,26,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Avanti Wellness & Rehabilitation,,,,,,,,Closed,,,,,,,,,,110,,16,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Avenues to Independence,,,,,,,,Closed,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Axelson Assisted Living,,,,,,,,Open,,,,,,,,,,36,,3,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,BELHAVEN NURSING AND REHABILITATION,,,,,,,,Open,,,,,,,,,,70,,2,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,BRIA of Chicago Heights,,,,,,,,Closed,,,,,,,,,,41,,1,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Balmoral Home,,,,,,,,Open,,,,,,,,,,51,,3,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Barton Senior Living,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Beacon Care Center,,,,,,,,Open,,,,,,,,,,89,,14,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Beechwood Manor,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bella Terra Morton Grove,,,,,,,,Open,,,,,,,,,,103,,16,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bella Terra Streamwood,,,,,,,,Open,,,,,,,,,,188,,18,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bella Terra Wheeling,,,,,,,,Open,,,,,,,,,,148,,28,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bellhaven Nursing and Rehabilitation,,,,,,,,Open,,,,,,,,,,86,,9,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bellwood Development Center,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bellwood Developmental Center,,,,,,,,Open,,,,,,,,,,129,,2,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Belmont Oak Park,,,,,,,,Closed,,,,,,,,,,6,,2,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Belmont Village,,,,,,,,Open,,,,,,,,,,27,,3,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Belmont Village Senior Living of Glenview,,,,,,,,Open,,,,,,,,,,39,,8,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Berkeley Nursing and Rehabilitation Center,,,,,,,,Open,,,,,,,,,,51,,11,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bethane Place,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bethesda Rehab and Senior Care,,,,,,,,Open,,,,,,,,,,68,,7,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bickford of Tinley Park,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Birchwood Plaza,,,,,,,,Open,,,,,,,,,,10,,0,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Birchwood Plaza Nursing-Rehab,,,,,,,,Closed,,,,,,,,,,85,,15,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Brandel Care Center,,,,,,,,Open,,,,,,,,,,63,,13,,,,,,,,,,,,,,,,,
20210108,IL,Cook,,Bria Forest Edge,,,,,,,,Open,,,,,,,,,,192,,6,,,,,,,,,,,,,,,,,
