County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
DuPage,Forestview Rehabilitation & Nursing Center,2020-08-14,120,16,0.13333333333333333,1,1
Cook,Golfview Developmental Center,2020-08-14,119,11,0.09243697478991597,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-08-14,118,17,0.1440677966101695,1,1
Kane,Symphony of Orchard Valley,2020-08-14,117,24,0.20512820512820512,2,1
Cook,Ambassador Nursing,2020-08-14,116,10,0.08620689655172414,1,1
Cook,Grosse Pointe Manor,2020-08-14,116,23,0.19827586206896552,1,1
Cook,Mosaic of Lakeshore,2020-08-14,113,28,0.24778761061946902,1,1
Cook,Carlton at the Lake,2020-08-14,112,19,0.16964285714285715,1,1
Cook,ManorCare ElkGrove Village,2020-08-14,111,24,0.21621621621621623,1,1
LaSalle,Heritage Health Mendota,2020-08-14,109,9,0.08256880733944955,1,1
Cook,Central Nursing Home,2020-08-14,108,17,0.1574074074074074,1,1
Cook,Avanti Wellness & Rehabilitation ,2020-08-14,107,17,0.1588785046728972,1,1
DuPage,Windsor Park Manor,2020-08-14,107,21,0.19626168224299065,1,1
Cook,Addolorata Villa,2020-08-14,106,19,0.1792452830188679,1,1
Cook,Astoria Place of Chicago,2020-08-14,104,20,0.19230769230769232,1,1
St. Clair,Four Fountains,2020-08-14,104,31,0.2980769230769231,1,1
DuPage,Alden Estates of Naperville,2020-08-14,103,21,0.20388349514563106,1,1
DuPage,Oakbrook Care,2020-08-14,103,23,0.22330097087378642,1,1
Cook,Bria River Oaks,2020-08-14,103,2,0.019417475728155338,1,1
Cook,Bria of Palos Hills,2020-08-14,102,18,0.17647058823529413,1,1
Madison,Edwardsville Care Center,2020-08-14,101,22,0.21782178217821782,2,1
Cook,Austin Oasis,2020-08-14,99,15,0.15151515151515152,1,1
Cook,Atrium Health Care Center,2020-08-14,99,10,0.10101010101010101,1,1
Cook,Lee Manor Rehab and Nursing,2020-08-14,99,19,0.1919191919191919,1,1
Cook,Aperion Care Oak Lawn,2020-08-14,99,21,0.21212121212121213,1,1
DuPage,The Grove of Elmhurst,2020-08-14,97,13,0.13402061855670103,1,1
Cook,Chalet Living And Rehab Center,2020-08-14,97,14,0.14432989690721648,1,1
Lake,Symphony Buffalo Grove,2020-08-14,97,10,0.10309278350515463,1,1
Cook,Center Home for Hispanic Elderly,2020-08-14,96,30,0.3125,1,1
Cook,Norwood crossing Skilled Nursing,2020-08-14,95,18,0.18947368421052632,1,1
Cook,Landmark of Des Plaines,2020-08-14,95,22,0.23157894736842105,1,1
Lake,Aperion Care Highwood,2020-08-14,95,14,0.14736842105263157,1,1
Coles,Charleston Rehab and Healthcare,2020-08-14,94,17,0.18085106382978725,1,1
Macon,Fairhavens Senior Living,2020-08-14,93,21,0.22580645161290322,1,1
Cook,Bellhaven Nursing and Rehabilitation,2020-08-14,92,9,0.09782608695652174,1,1
Kane,Asbury Gardens,2020-08-14,92,19,0.20652173913043478,1,1
Boone,Symphony Northwoods,2020-08-14,89,16,0.1797752808988764,1,1
Cook,Generations at Elmwood Park,2020-08-14,89,19,0.21348314606741572,1,1
Cook,Lakeview Nursing and Rehab,2020-08-14,88,22,0.25,1,1
Cook,Glenwood Health Care & Rehab,2020-08-14,88,5,0.056818181818181816,1,1
Kankakee,Riverside Miller Rehabilitation,2020-08-14,88,22,0.25,1,1
Cook,Alden Estates of Northmoor,2020-08-14,88,18,0.20454545454545456,1,1
Cook,Avantara Evergreen Park,2020-08-14,87,21,0.2413793103448276,1,1
Cook,Birchwood Plaza Nursing-Rehab,2020-08-14,86,15,0.1744186046511628,1,1
Cook,The Grove of Evanston,2020-08-14,85,18,0.21176470588235294,1,1
McHenry,Alden Terrace of McHenry,2020-08-14,85,13,0.15294117647058825,1,1
Lee,Jack Mabley Developmental Center,2020-08-14,85,1,0.011764705882352941,1,1
Clinton,Carlyle HealthCare Center,2020-08-14,85,15,0.17647058823529413,1,1
Cook,MADO Healthcare Uptown,2020-08-14,84,9,0.10714285714285714,1,1
Cook,Windsor Estates,2020-08-14,84,22,0.2619047619047619,1,1
Cook,Alden PoplarCreek,2020-08-14,83,25,0.30120481927710846,1,1
Cook,Generations at Applewood,2020-08-14,82,19,0.23170731707317074,1,1
Union,Integrity of Anna,2020-08-14,82,13,0.15853658536585366,1,1
DeKalb,Pine Acres,2020-08-14,82,12,0.14634146341463414,1,1
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,2020-08-14,82,15,0.18292682926829268,1,1
Cook,Beacon Care Center,2020-08-14,82,14,0.17073170731707318,1,1
Cook,Southpoint Nsg and Rehab,2020-08-14,81,11,0.13580246913580246,1,1
Winnebago,Forest City Rehab and Nursing,2020-08-14,81,10,0.12345679012345678,1,1
Cook,South Suburban Rehab Center,2020-08-14,81,20,0.24691358024691357,1,1
Winnebago,Ascension St Anne Center,2020-08-14,81,15,0.18518518518518517,1,1
Cook,Meadowbrook Manor,2020-08-14,80,13,0.1625,1,1
Winnebago,Alden Debes Rehab Inc,2020-08-14,79,20,0.25316455696202533,1,1
Cook,Community Care Nursing Home,2020-08-14,79,10,0.12658227848101267,1,1
Cook,Dobson Plaza,2020-08-14,78,21,0.2692307692307692,1,1
Cook,Lexington Health Care Orland Park,2020-08-14,78,18,0.23076923076923078,1,1
St. Clair,Cedar Ridge,2020-08-14,77,12,0.15584415584415584,1,1
Cook,Continental Nursing and Rehabilitation Center,2020-08-14,76,12,0.15789473684210525,1,1
Cook,Lieberman Geriatric Center,2020-08-14,76,8,0.10526315789473684,1,1
Lake,Warren Barr North Shore,2020-08-14,75,15,0.2,1,1
Iroquois,Gilman Health Care Center,2020-08-14,74,8,0.10810810810810811,1,1
DuPage,Providence Healthcare & Rehabilitation Center,2020-08-14,74,13,0.17567567567567569,1,1
DuPage,Abbington Rehab & Nursing Center,2020-08-14,74,6,0.08108108108108109,1,1
Kankakee,Illinois Veterans Home,2020-08-14,74,15,0.20270270270270271,1,1
Lake,Alden Long Grove,2020-08-14,74,20,0.2702702702702703,1,1
Lake,Bayside Terrace,2020-08-14,74,2,0.02702702702702703,1,1
Cook,Elevate Care Northbrook,2020-08-14,74,16,0.21621621621621623,1,1
Lake,Elevate Care Waukegan,2020-08-14,74,13,0.17567567567567569,1,1
Cook,Alden Lincoln Park Rehab,2020-08-14,74,12,0.16216216216216217,1,1
Jefferson,GreenTree at Mt. Vernon,2020-08-14,73,16,0.2191780821917808,1,1
Kane,Citadel of Elgin,2020-08-14,73,10,0.136986301369863,1,1
Lake,Riverside Foundation,2020-08-14,73,5,0.0684931506849315,1,1
Cook,Alden Wentworth  Rehab & Healthcare Center,2020-08-14,72,15,0.20833333333333334,1,1
Cook,Buckingham Pavilion,2020-08-14,72,13,0.18055555555555555,1,1
DuPage,Lexington of Bloomingdale,2020-08-14,72,19,0.2638888888888889,1,1
Cook,Elevate Care Irving Park,2020-08-14,71,13,0.18309859154929578,1,1
Winnebago,Amberwood,2020-08-14,71,11,0.15492957746478872,1,1
McHenry,Cross Roads Care Center,2020-08-14,71,13,0.18309859154929578,1,1
Cook,Bella Terra Morton Grove,2020-08-14,70,11,0.15714285714285714,1,1
DuPage,Bridgeway Senior Living,2020-08-14,69,5,0.07246376811594203,1,1
Rock Island,Generations of Rock Island,2020-08-14,69,17,0.2463768115942029,1,1
Madison,Eden Village Care Center,2020-08-14,69,20,0.2898550724637681,1,1
Cook,Waterfront Terrace,2020-08-14,69,13,0.18840579710144928,1,1
Will,Presence Villa Franciscan,2020-08-14,68,16,0.23529411764705882,1,1
Cook,Arden Courts/Manor Care of South Holland ,2020-08-14,68,8,0.11764705882352941,1,1
Cook,Smith Village,2020-08-14,68,14,0.20588235294117646,1,1
Will,St James Manor,2020-08-14,68,21,0.3088235294117647,1,1
Jefferson,Mt Vernon Health Care Center,2020-08-14,68,3,0.04411764705882353,1,1
Will,The PARC of Joliet,2020-08-14,68,17,0.25,1,1
Cook,Bella Terra Wheeling,2020-08-14,67,15,0.22388059701492538,1,1
Lake,Whitehall of Deerfield,2020-08-14,67,2,0.029850746268656716,1,1
Lake,Belmont Village of Buffalo Grove,2020-08-14,66,19,0.2878787878787879,1,1
Madison,Riverside Rehab and Healthcare,2020-08-14,66,17,0.25757575757575757,1,1
Cook,ManorCare Palos Heights East,2020-08-14,66,12,0.18181818181818182,1,1
Cook,ManorCare Oak Lawn West,2020-08-14,65,17,0.26153846153846155,1,1
Morgan,Aperion Care Jacksonville,2020-08-14,65,4,0.06153846153846154,1,1
McHenry,Hearthstone Manor ,2020-08-14,65,6,0.09230769230769231,1,1
Lake,Wauconda Care,2020-08-14,65,16,0.24615384615384617,1,1
Cook,Bridgeview HC,2020-08-14,64,15,0.234375,1,1
Cook,Countryside Nursing and Rehab Center,2020-08-14,64,11,0.171875,1,1
Cook,Citadel of Waterford,2020-08-14,64,13,0.203125,1,1
St. Clair,BRIA of Belleville,2020-08-14,63,7,0.1111111111111111,1,1
Cook,Westwood Manor,2020-08-14,63,2,0.031746031746031744,1,1
Cook,Generations At Oakton,2020-08-14,62,13,0.20967741935483872,1,1
DuPage,DuPage Care Center,2020-08-14,62,4,0.06451612903225806,1,1
Lake,Claridge Health Center,2020-08-14,62,19,0.3064516129032258,1,1
Clinton,Warrren G Murray Develpmental Center,2020-08-14,62,0,0.0,1,1
Cook,Little Sisters of the Poor/St. Marys Home,2020-08-14,61,13,0.21311475409836064,1,1
St. Clair,Lebanon Care Center ,2020-08-14,60,13,0.21666666666666667,1,1
Cook,BRIA of Chicago Heights,2020-08-14,60,1,0.016666666666666666,1,1
DeKalb,Willow Crest Nursing Pavilion,2020-08-14,59,11,0.1864406779661017,1,1
Lake,Elevate Care Riverwoods,2020-08-14,59,12,0.2033898305084746,1,1
McLean,Bloomington Rehabilitation and Healthcare Center,2020-08-14,59,11,0.1864406779661017,1,1
Will,Sunny Hill Nursing Home,2020-08-14,59,16,0.2711864406779661,2,1
Cook,Warren Barr Lincoln Park,2020-08-14,59,11,0.1864406779661017,1,1
Lake,The Grove By the Lake,2020-08-14,59,9,0.15254237288135594,1,1
Cass,Walker Nursing Home,2020-08-14,58,11,0.1896551724137931,1,1
Winnebago,River Bluff Nursing Home,2020-08-14,58,9,0.15517241379310345,1,1
Cook,Aperion Care Plum Grove,2020-08-14,58,19,0.3275862068965517,1,1
DuPage,Chateau Center Nursing & Rehabilitation,2020-08-14,58,14,0.2413793103448276,1,1
Cook,Arbour Health Care Center,2020-08-14,58,3,0.05172413793103448,1,1
Cook,The Grove of Berwyn,2020-08-14,57,14,0.24561403508771928,1,1
Cook,Symphony of Bronzeville,2020-08-14,57,16,0.2807017543859649,1,1
St. Clair,New Athens Home for the Aged,2020-08-14,57,8,0.14035087719298245,1,1
Cook,Lutheran Home,2020-08-14,56,8,0.14285714285714285,1,1
Cook,Arden Courts of Palos Heights,2020-08-14,55,10,0.18181818181818182,1,1
Rock Island,St. Anthonys Continue Care,2020-08-14,55,8,0.14545454545454545,1,1
Cook,Summit of Uptown,2020-08-14,55,15,0.2727272727272727,1,1
Cook,Alden Princeton Rehab & Health,2020-08-14,54,12,0.2222222222222222,1,1
Cook,ManorCare Health Services-Palos Heights West,2020-08-14,54,16,0.2962962962962963,1,1
Peoria,University Rehab Center,2020-08-14,54,16,0.2962962962962963,1,1
Cook,Plymouth Place Senior Living,2020-08-14,54,11,0.2037037037037037,1,1
Cook,Chicago Ridge Nursing and Rehab,2020-08-14,54,16,0.2962962962962963,1,1
DuPage,Wheaton Village,2020-08-14,54,7,0.12962962962962962,1,1
Cook,Estates of Hyde Park,2020-08-14,53,12,0.22641509433962265,1,1
Cook,Symphony of Chicago West,2020-08-14,52,7,0.1346153846153846,1,1
Cook,Manor Care Health Services-Homewood,2020-08-14,52,15,0.28846153846153844,1,1
Cook,Palos Heights Nursing and Rehab,2020-08-14,52,10,0.19230769230769232,1,1
Cook,All American Nursing Home,2020-08-14,51,4,0.0784313725490196,1,1
Winnebago,Crimson Pointe Senior Living,2020-08-14,51,10,0.19607843137254902,1,1
Iroquois,Ascension Presence Merkle Knipprath,2020-08-14,51,4,0.0784313725490196,1,1
Cook,Resurrection Nursing & rehab Center,2020-08-14,51,8,0.1568627450980392,1,1
Perry,Pinckneyville Nursing and Rehabilitation,2020-08-14,51,2,0.0392156862745098,1,1
St. Clair,St. Pauls,2020-08-14,50,14,0.28,1,1
Lake,Lexington of Lake Zurich,2020-08-14,50,12,0.24,1,1
Kendall,Symphony At The Tillers of Oswego,2020-08-14,50,9,0.18,1,1
Cook,Clearbrook Center,2020-08-14,49,7,0.14285714285714285,1,1
Kane,Fox River Rehab and Healthcare,2020-08-14,49,15,0.30612244897959184,1,1
McDonough,Heartland Health Care Center,2020-08-14,49,15,0.30612244897959184,1,1
Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),2020-08-14,49,12,0.24489795918367346,1,1
Cook,Pauls House,2020-08-14,49,6,0.12244897959183673,1,1
Jasper,Newton Care Center,2020-08-14,49,8,0.16326530612244897,1,1
Lake,Terrace Nursing Home,2020-08-14,49,12,0.24489795918367346,1,1
Cook,Sunrise of Park Ridge,2020-08-14,48,10,0.20833333333333334,1,1
Cook,The Admiral at the Lake,2020-08-14,48,7,0.14583333333333334,1,1
Cook,Sheridan Village,2020-08-14,48,17,0.3541666666666667,1,1
Cook,Three Crown Park ,2020-08-14,48,8,0.16666666666666666,1,1
Cook,Landmark of Richton Park,2020-08-14,48,9,0.1875,1,1
Cook,Praire Oasis South Holland,2020-08-14,48,14,0.2916666666666667,1,1
DuPage,Beacon Hill Lombard,2020-08-14,48,6,0.125,1,1
Cook,Winston Manor,2020-08-14,48,8,0.16666666666666666,1,1
DuPage,Aperion Care West Chicago,2020-08-14,47,7,0.14893617021276595,1,1
Cook,Bethesda Rehab and Senior Care,2020-08-14,47,6,0.1276595744680851,1,1
Cook,Park View Rehab,2020-08-14,47,11,0.23404255319148937,1,1
Cook,Westchester Health and Rehabilitation Center,2020-08-14,46,12,0.2608695652173913,1,1
DuPage,Westmont Manor Health and Rehab Center,2020-08-14,46,16,0.34782608695652173,1,1
DuPage,Brookdale Lisle,2020-08-14,45,8,0.17777777777777778,1,1
McHenry,The Fountains at Crystal Lake,2020-08-14,45,14,0.3111111111111111,1,1
Cook,Manor Care Oak Lawn EAST. Cook,2020-08-14,45,11,0.24444444444444444,1,1
Union,Integrity of Cobden,2020-08-14,45,7,0.15555555555555556,1,1
DuPage,Alden Valley Ridge,2020-08-14,44,20,0.45454545454545453,1,1
St. Clair,Memorial Care Center,2020-08-14,44,8,0.18181818181818182,1,1
St. Clair,Swansea Rehabilitation and Health Care Center,2020-08-14,44,8,0.18181818181818182,1,1
McHenry,Sheltered Village,2020-08-14,43,9,0.20930232558139536,1,1
DuPage,Lexington of Lombard,2020-08-14,43,12,0.27906976744186046,1,1
Rock Island,Centennial Care Center,2020-08-14,43,4,0.09302325581395349,1,1
Lake,Autumn Leaves of Gurnee,2020-08-14,42,11,0.2619047619047619,1,1
DuPage,Artis Senior Living Elmhurst,2020-08-14,42,20,0.47619047619047616,1,1
Cook,Elevate Saint Andrew,2020-08-14,42,9,0.21428571428571427,1,1
LaSalle,Aperion Care Marseilles,2020-08-14,42,10,0.23809523809523808,1,1
Cook,Warren Barr South Loop,2020-08-14,42,3,0.07142857142857142,1,1
Cook,Little Village Nursing Home,2020-08-14,41,8,0.1951219512195122,1,1
Cook,The Carrington Linclonwood,2020-08-14,41,4,0.0975609756097561,1,1
Cook,Presence Villa Scalabrini Nursing&Rehab Center,2020-08-14,41,6,0.14634146341463414,1,1
Kane,Alden of Waterford,2020-08-14,41,10,0.24390243902439024,1,1
Cook,Tri-States Nursing & rehab Center,2020-08-14,40,5,0.125,1,1
Cook,Symphony of Crestwood,2020-08-14,40,5,0.125,1,1
Cook,Selfhelp Home,2020-08-14,40,4,0.1,1,1
Kane,Heritage Health Therapy and Senior Care,2020-08-14,40,3,0.075,1,1
Cook,The Grove of Skokie,2020-08-14,40,6,0.15,1,1
Cook,Burbank Rehab - Vera Care Stickney,2020-08-14,40,11,0.275,1,1
Cook,Alden Estates of Orland Park,2020-08-14,39,13,0.3333333333333333,1,1
Lake,Manor Care of Libertyville,2020-08-14,39,4,0.10256410256410256,1,1
Cook,Aperion Care Forest Park,2020-08-14,39,4,0.10256410256410256,1,1
Lake,Kiley Development Center,2020-08-14,38,2,0.05263157894736842,1,1
McHenry,The Springs at Crystal Lake,2020-08-14,38,10,0.2631578947368421,1,1
Cook,The Pointe of Kilpatrick ,2020-08-14,38,6,0.15789473684210525,1,1
DuPage,Harvester Place Memory Care,2020-08-14,38,13,0.34210526315789475,1,1
Kane,Elmwood Terrace,2020-08-14,38,6,0.15789473684210525,1,1
Monroe,Garden Place Independant & Assisted Living,2020-08-14,38,11,0.2894736842105263,1,1
Cook,Warren Barr Gold Coast,2020-08-14,38,4,0.10526315789473684,1,1
DuPage,Meadowbrook Manor Naperville,2020-08-14,37,3,0.08108108108108109,1,1
Cook,Lincolnwood Place,2020-08-14,37,15,0.40540540540540543,1,1
Cook,Montgomery Place,2020-08-14,37,4,0.10810810810810811,1,1
Kane,Avondale Estates of Elgin,2020-08-14,36,3,0.08333333333333333,1,1
Jackson,Manor Court of Carbondale,2020-08-14,36,10,0.2777777777777778,1,1
Kane,South Elgin Rehab,2020-08-14,36,2,0.05555555555555555,1,1
Cook,Harbor House Memory Care,2020-08-14,36,12,0.3333333333333333,1,1
St. Clair,Bria of Cahokia,2020-08-14,36,3,0.08333333333333333,1,1
DuPage,Burgess Square Healthcare & Rehab Center,2020-08-14,36,3,0.08333333333333333,1,1
Will,Clarendale of Mokena,2020-08-14,36,6,0.16666666666666666,1,1
Cook,Citadel of Northbrook,2020-08-14,36,2,0.05555555555555555,1,1
Will,Arbor Terrace,2020-08-14,35,5,0.14285714285714285,1,1
Lake,Winchester House,2020-08-14,35,7,0.2,1,1
Cook,Villa at South Holland,2020-08-14,34,9,0.2647058823529412,1,1
Cook,Artis Senior Living of Lakeview,2020-08-14,34,8,0.23529411764705882,1,1
Peoria,Generations of Peoria,2020-08-14,34,5,0.14705882352941177,1,1
Cumberland,Heartland Senior Living,2020-08-14,34,3,0.08823529411764706,1,1
Lake,Radford Green at Sedgebrook,2020-08-14,34,6,0.17647058823529413,1,1
DuPage,Tabor Hills Healthcare,2020-08-14,34,7,0.20588235294117646,1,1
Winnebago,Stepping Stone of Rockford ,2020-08-14,34,1,0.029411764705882353,1,1
McHenry,Florence Nursing Home,2020-08-14,33,4,0.12121212121212122,2,1
Lake,Warren Barr Lincolnshire,2020-08-14,33,6,0.18181818181818182,1,1
Cook,Aperion Care West Ridge,2020-08-14,33,13,0.3939393939393939,1,1
Cook,Lemont Center,2020-08-14,33,7,0.21212121212121213,1,1
Cook,Bria Place of Indian Head Park,2020-08-14,32,7,0.21875,1,1
Cook,Foster Health & Rehab,2020-08-14,32,7,0.21875,1,1
Cook,Symphony at Aria,2020-08-14,31,7,0.22580645161290322,1,1
Grundy,Parkpointe ,2020-08-14,31,3,0.0967741935483871,1,1
Cook,Arden Courts of Elk Grove,2020-08-14,31,8,0.25806451612903225,1,1
Cook,The Vine At Countryside,2020-08-14,31,4,0.12903225806451613,1,1
Winnebago,Van Matre Encompas Health,2020-08-14,31,4,0.12903225806451613,1,1
Cook,Aperion Care Dolton,2020-08-14,31,5,0.16129032258064516,1,1
Clinton,Clinton Manor Living Facility,2020-08-14,31,1,0.03225806451612903,1,1
Will,Shady Oaks,2020-08-14,30,3,0.1,1,1
DuPage,Belmont Village Senior Living Carol Stream,2020-08-14,30,4,0.13333333333333333,1,1
Kane,Avantara Elgin,2020-08-14,29,2,0.06896551724137931,1,1
Kane,Bickford of Aurora,2020-08-14,29,7,0.2413793103448276,1,1
DuPage,Artis Senior Living of Bartlett,2020-08-14,29,12,0.41379310344827586,1,1
Cook,AMITA Health Holy Family Medical Center ,2020-08-14,29,1,0.034482758620689655,1,1
Cook,Oak Park Oasis,2020-08-14,29,11,0.3793103448275862,1,1
Cook,Prairie Manor Rehab and Nursing,2020-08-14,29,12,0.41379310344827586,1,1
Cook,Alden Lakeland,2020-08-14,28,2,0.07142857142857142,2,1
Lake,Auberge at Lake Zurich,2020-08-14,28,6,0.21428571428571427,1,1
Whiteside,Parkway Center,2020-08-14,28,5,0.17857142857142858,1,1
Cook,Greek American Rehab & Care,2020-08-14,28,2,0.07142857142857142,1,1
Champaign,Reflections Memory Care,2020-08-14,28,4,0.14285714285714285,1,1
Cook,Sunrise of Schaumburg,2020-08-14,28,4,0.14285714285714285,1,1
DuPage,Terra Vista of Oakbrook Terrace,2020-08-14,27,3,0.1111111111111111,1,1
Cook,Vi at the Glen,2020-08-14,27,4,0.14814814814814814,1,1
DuPage,Lakeview Memory Care Community,2020-08-14,27,5,0.18518518518518517,1,1
Cook,Manor Care at Arlington Heights,2020-08-14,27,2,0.07407407407407407,1,1
Cook,Lexington healthcare of Schaumburg,2020-08-14,26,3,0.11538461538461539,1,1
Cook,Belmont Village Senior Living of Glenview,2020-08-14,26,5,0.19230769230769232,1,1
Jackson,Integrity Healthcare of Carbondale,2020-08-14,26,5,0.19230769230769232,1,1
Cook,Villa at Palos Heights,2020-08-14,26,5,0.19230769230769232,1,1
Cook,Southview Manor,2020-08-14,26,2,0.07692307692307693,1,1
Cook,Presence Nazarethville,2020-08-14,26,6,0.23076923076923078,1,1
DuPage,Ray Graham Iona Glos,2020-08-14,25,2,0.08,1,1
Lake,Hillcrest Retirement Village,2020-08-14,25,0,0.0,1,1
Cook,Symphony of Evanston,2020-08-14,25,1,0.04,1,1
Cook,Aperion Care Evanston,2020-08-14,25,2,0.08,1,1
Cook,Grace Point Place Memory Care,2020-08-14,24,8,0.3333333333333333,1,1
Cook,Weinberg Community for Senior Living,2020-08-14,24,2,0.08333333333333333,1,1
Winnebago,Anam Care Facility,2020-08-14,24,7,0.2916666666666667,1,1
Will,Spring Creek Nursing Home,2020-08-14,24,4,0.16666666666666666,1,1
Cook,Lydia Health Care Center,2020-08-14,23,3,0.13043478260869565,1,1
Cook,Lexington of Chicago Ridge,2020-08-14,23,12,0.5217391304347826,1,1
Lake,Sheridan at Green Oaks,2020-08-14,23,2,0.08695652173913043,1,1
Lake,Brookdale Vernon Hills,2020-08-14,23,3,0.13043478260869565,1,1
St. Clair,CASEYVILLE CARE CENTER,2020-08-14,23,0,0.0,1,1
Cook,Heather Manor Nursing & Rehabilitation Center,2020-08-14,23,4,0.17391304347826086,1,1
Cook,Edward Hines VA Community Living Center,2020-08-14,23,3,0.13043478260869565,1,1
Lake,Mount St. Joseph,2020-08-14,22,1,0.045454545454545456,1,1
Cook,Symphony of Hanover Park,2020-08-14,22,2,0.09090909090909091,1,1
Adams,Illinois Veterans Home,2020-08-14,22,1,0.045454545454545456,1,1
Cook,Citadel of Warren Park,2020-08-14,22,4,0.18181818181818182,1,1
Madison,Beverly Farm,2020-08-14,22,0,0.0,1,1
Will,Alden Estates of Shorewood,2020-08-14,22,3,0.13636363636363635,1,1
Cook,Friendship Village LTC,2020-08-14,22,5,0.22727272727272727,1,1
Lake,Libertyville Manor,2020-08-14,22,11,0.5,1,1
DuPage,Alden Village Bloomingdale,2020-08-14,21,1,0.047619047619047616,1,1
Cook,Brookdale Des Plaines,2020-08-14,21,6,0.2857142857142857,1,1
DuPage,Brookdale Burr Ridge,2020-08-14,21,5,0.23809523809523808,1,1
Madison,Stearns Nursing and Rehabilitation Center,2020-08-14,21,9,0.42857142857142855,1,1
Cook,Mercy Circle,2020-08-14,21,1,0.047619047619047616,1,1
Will,Willow Falls,2020-08-14,21,2,0.09523809523809523,2,1
Cook,Parkshore Estates,2020-08-14,21,1,0.047619047619047616,1,1
Rock Island,Fort Armstrong,2020-08-14,20,1,0.05,1,1
Carroll,Big Meadows Nursing Home,2020-08-14,20,4,0.2,1,1
Tazewell,Reflections Memory Care,2020-08-14,20,4,0.2,1,1
Cook,Balmoral Home,2020-08-14,20,0,0.0,1,1
Madison,Meridian Village,2020-08-14,19,0,0.0,1,1
Cook,Elevate Care South Holland,2020-08-14,19,6,0.3157894736842105,1,1
Jersey,Liberty Village of Jerseyville,2020-08-14,19,1,0.05263157894736842,1,1
Cook,The Clare,2020-08-14,19,0,0.0,2,1
Peoria,EP!C,2020-08-14,19,0,0.0,1,1
Peoria,Apostolic Christian Skyline,2020-08-14,19,1,0.05263157894736842,1,1
Cook,Lakefront Nursing,2020-08-14,19,0,0.0,1,1
Whiteside,Regency Care of Sterling ,2020-08-14,18,1,0.05555555555555555,1,1
Cook,Waverly Inn Memory Care Community,2020-08-14,18,8,0.4444444444444444,1,1
Winnebago,PA Peterson at theCitadel,2020-08-14,18,6,0.3333333333333333,1,1
Cook,Oak Park Brookdale,2020-08-14,18,1,0.05555555555555555,2,1
Whiteside,Harbor Crest,2020-08-14,18,4,0.2222222222222222,1,1
