County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths,num of facilities
Cook,Bella Terra Wheeling,20,4,Open,2020-06-12,0.2,1
Cook,Bellhaven Nursing and Rehabilitation,87,8,Open,2020-06-12,0.09195402298850575,1
Cook,Belmont Oak Park,6,2,Open,2020-06-12,0.3333333333333333,1
Cook,Belmont Village Senior Living of Glenview,20,4,Open,2020-06-12,0.2,1
Cook,Berkeley Nursing and Rehabilitation Center,4,2,Open,2020-06-12,0.5,1
Cook,Bethesda Rehab and Senior Care,34,3,Open,2020-06-12,0.08823529411764706,1
Cook,Bickford of Tinley Park,2,0,Open,2020-06-12,0.0,1
Cook,Birchwood Plaza Nursing-Rehab,69,5,Open,2020-06-12,0.07246376811594203,1
Cook,Bria Forest Edge,138,2,Open,2020-06-12,0.014492753623188406,1
Cook,BRIA of Chicago Heights,50,1,Open,2020-06-12,0.02,1
Cook,Bria of Palos Hills,88,13,Open,2020-06-12,0.14772727272727273,1
Cook,Bria Place of Indian Head Park,30,6,Open,2020-06-12,0.2,1
Cook,Bria River Oaks,91,2,Open,2020-06-12,0.02197802197802198,1
Cook,Bridgeview HC,38,15,Open,2020-06-12,0.39473684210526316,1
Cook,Brookdale Assisted living,5,1,Closed,2020-06-12,0.2,1
Cook,Brookdale Des Plaines,19,5,Open,2020-06-12,0.2631578947368421,1
Cook,Brookdale - Lake Shore,8,0,Open,2020-06-12,0.0,1
Cook,Brookdale Northbrook ,3,3,Open,2020-06-12,1.0,1
Cook,Brookdale Orland Park,14,6,Open,2020-06-12,0.42857142857142855,1
Cook,Brookdale Prospect Heights,6,0,Open,2020-06-12,0.0,1
Cook,Brookdale Senior Living of Chicago,4,0,Open,2020-06-12,0.0,1
Cook,Bryn Mawr Care,13,0,Open,2020-06-12,0.0,1
Cook,Buckingham Pavilion,70,12,Open,2020-06-12,0.17142857142857143,1
Cook,Burbank Rehab - Vera Care Stickney,29,10,Open,2020-06-12,0.3448275862068966,1
Cook,California Gardens Nursing and Rehabilitation Cent,158,5,Open,2020-06-12,0.03164556962025317,1
Cook,Carlton at the Lake,117,17,Open,2020-06-12,0.1452991452991453,1
Cook,Center Home for Hispanic Elderly,88,30,Open,2020-06-12,0.3409090909090909,1
Cook,Central Baptist Village,7,0,Open,2020-06-12,0.0,1
Cook,Central Nursing Home,98,17,Open,2020-06-12,0.17346938775510204,1
Cook,Chalet Living And Rehab Center,89,12,Open,2020-06-12,0.1348314606741573,1
Cook,Chicago Ridge Nursing and Rehab,51,16,Open,2020-06-12,0.3137254901960784,1
Cook,Citadel of Northbrook,19,2,Open,2020-06-12,0.10526315789473684,1
Cook,Citadel of Skokie,4,1,Open,2020-06-12,0.25,1
Cook,Citadel of Warren Park,21,4,Open,2020-06-12,0.19047619047619047,1
Cook,Citadel of Waterford,66,13,Open,2020-06-12,0.19696969696969696,1
Cook,Citadel of Wilmette,11,3,Open,2020-06-12,0.2727272727272727,1
Cook,City View Multi Care Center,245,14,Open,2020-06-12,0.05714285714285714,1
Cook,Clark Manor,102,12,Open,2020-06-12,0.11764705882352941,1
Cook,Community Care Nursing Home,84,7,Open,2020-06-12,0.08333333333333333,1
Cook,Continental Nursing and Rehabilitation Center,39,12,Open,2020-06-12,0.3076923076923077,1
Cook,Country Club Terrace,8,0,Open,2020-06-12,0.0,1
Cook,Countryside Nursing and Rehab Center,41,5,Open,2020-06-12,0.12195121951219512,1
Cook,Covenant Enabling Residence,5,0,Closed,2020-06-12,0.0,1
Cook,Covenant Home of Chicago,2,0,Open,2020-06-12,0.0,1
Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,2020-06-12,0.6666666666666666,1
Cook,Dobson Plaza,69,18,Open,2020-06-12,0.2608695652173913,1
Cook,Edward Hines VA Community Living Center,5,0,Open,2020-06-12,0.0,1
Cook,Elevate Care Chicago North,176,32,Open,2020-06-12,0.18181818181818182,1
Cook,Elevate Care Irving Park,69,12,Open,2020-06-12,0.17391304347826086,1
Cook,Elevate Care Niles,7,4,Open,2020-06-12,0.5714285714285714,1
Cook,Elevate Care Northbrook,67,12,Open,2020-06-12,0.1791044776119403,1
Cook,Elevate Care South Holland,19,6,Open,2020-06-12,0.3157894736842105,1
Cook,Elevate Saint Andrew,23,8,Open,2020-06-12,0.34782608695652173,1
Cook,Emerald Place Memory Care,10,2,Open,2020-06-12,0.2,1
Cook,Estates of Hyde Park,38,11,Open,2020-06-12,0.2894736842105263,1
Cook,Evergreen Senior Living,14,7,Open,2020-06-12,0.5,1
Cook,Fairmont Care,141,27,Open,2020-06-12,0.19148936170212766,1
Cook,Foster Health & Rehab,31,7,Open,2020-06-12,0.22580645161290322,1
Cook,Franciscan Village,4,1,Open,2020-06-12,0.25,1
Cook,Friendship Village LTC,15,5,Open,2020-06-12,0.3333333333333333,1
Cook,Generations at Applewood,71,18,Open,2020-06-12,0.2535211267605634,1
Cook,Generations at Elmwood Park,87,17,Open,2020-06-12,0.19540229885057472,1
Cook,Generations At Oakton,39,12,Open,2020-06-12,0.3076923076923077,1
Cook,Generations at Regency,108,27,Open,2020-06-12,0.25,1
Cook,Glenview Terrace,161,31,Open,2020-06-12,0.19254658385093168,1
Cook,Glenwood Health Care & Rehab,82,4,Open,2020-06-12,0.04878048780487805,1
Cook,Golfview Developmental Center,107,11,Open,2020-06-12,0.102803738317757,1
Cook,Good Shepherd Manor,3,1,Closed,2020-06-12,0.3333333333333333,1
Cook,Grace Point Place Memory Care,24,7,Open,2020-06-12,0.2916666666666667,1
Cook,Greek American Rehab & Care,15,1,Open,2020-06-12,0.06666666666666667,1
Cook,Greenview Place Senior Living,4,0,Open,2020-06-12,0.0,1
Cook,Greenwood Care-Evanston,16,1,Open,2020-06-12,0.0625,1
Cook,Grosse Pointe Manor,43,11,Open,2020-06-12,0.2558139534883721,1
Cook,Harbor House Memory Care,33,10,Open,2020-06-12,0.30303030303030304,1
Cook,Harmony Healthcare and Rehab,132,25,Open,2020-06-12,0.1893939393939394,1
Cook,Heather Manor Nursing & Rehabilitation Center,10,2,Open,2020-06-12,0.2,1
Cook,Helping Hands Center Countryside,2,0,Open,2020-06-12,0.0,1
Cook,Heritage Woods,5,0,Open,2020-06-12,0.0,1
Cook,Hickory Nursing Pavilion,3,0,Open,2020-06-12,0.0,1
Cook,Holy Family Villa,8,3,Open,2020-06-12,0.375,1
Cook,Inverness Health and Rehab,10,0,Open,2020-06-12,0.0,1
Cook,Jackson Park Assisted living,2,0,Open,2020-06-12,0.0,1
Cook,Kensington Place Nursing And Rehabilitation Center,15,2,Open,2020-06-12,0.13333333333333333,1
Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),40,11,Open,2020-06-12,0.275,1
Cook,Lakefront Nursing,15,0,Open,2020-06-12,0.0,1
Cook,Lakeview Nursing and Rehab,72,21,Open,2020-06-12,0.2916666666666667,1
Cook,Landmark of Des Plaines,88,21,Open,2020-06-12,0.23863636363636365,1
Cook,Landmark of Richton Park,44,6,Open,2020-06-12,0.13636363636363635,1
Cook,Lee Manor Rehab and Nursing,80,13,Open,2020-06-12,0.1625,1
Cook,Lemont Center,17,6,Open,2020-06-12,0.35294117647058826,1
Cook,Lexington Healthcare of La Grange,7,2,Open,2020-06-12,0.2857142857142857,1
Cook,Lexington healthcare of Schaumburg,7,1,Open,2020-06-12,0.14285714285714285,1
Cook,Lexington Health Care Orland Park,59,13,Open,2020-06-12,0.22033898305084745,1
Cook,Lexington of Chicago Ridge,23,12,Closed,2020-06-12,0.5217391304347826,1
Cook,Lieberman Geriatric Center,42,6,Open,2020-06-12,0.14285714285714285,1
Cook,Lincolnwood Place,33,14,Open,2020-06-12,0.42424242424242425,1
Cook,Little Sisters of the Poor/St. Marys Home,63,11,Open,2020-06-12,0.1746031746031746,1
Cook,Little Village Nursing Home,39,6,Open,2020-06-12,0.15384615384615385,1
Cook,Ludeman Developmental Center,325,10,Open,2020-06-12,0.03076923076923077,1
Cook,Lutheran Home,54,8,Open,2020-06-12,0.14814814814814814,1
Cook,Lydia Health Care Center,23,3,Open,2020-06-12,0.13043478260869565,1
Cook,MacNeal Memorial Hospital Rehab/LTC,2,0,Open,2020-06-12,0.0,1
Cook,Madden Mental Health Center,14,0,Open,2020-06-12,0.0,1
Cook,MADO Healthcare Uptown,67,7,Open,2020-06-12,0.1044776119402985,1
Cook,Manor Care at Arlington Heights,22,2,Open,2020-06-12,0.09090909090909091,1
Cook,ManorCare ElkGrove Village,104,21,Open,2020-06-12,0.20192307692307693,1
Cook,Manor Care Health Services-Homewood,50,15,Open,2020-06-12,0.3,1
Cook,ManorCare Health Services-Palos Heights West,53,14,Open,2020-06-12,0.2641509433962264,1
Cook,Manor Care Oak Lawn EAST. Cook,40,11,Open,2020-06-12,0.275,1
Cook,ManorCare Oak Lawn West,57,12,Open,2020-06-12,0.21052631578947367,1
Cook,ManorCare Palos Heights East,61,9,Open,2020-06-12,0.14754098360655737,1
Cook,Margaret Manor Central,12,1,Open,2020-06-12,0.08333333333333333,1
Cook,Marklund Wasmond Center,2,0,Open,2020-06-12,0.0,1
Cook,Mather Place,9,2,Open,2020-06-12,0.2222222222222222,1
Cook,Mayfield Care Center,154,21,Open,2020-06-12,0.13636363636363635,1
Cook,Meadowbrook Manor,61,13,Open,2020-06-12,0.21311475409836064,1
Cook,Mercy Circle,9,0,Open,2020-06-12,0.0,1
Cook,Midway Neuro and Rehab,118,10,Open,2020-06-12,0.0847457627118644,1
Cook,Montgomery Place,31,3,Open,2020-06-12,0.0967741935483871,1
Cook,Mosaic of Lakeshore,128,27,Open,2020-06-12,0.2109375,1
Cook,New City Supportive Living,2,0,Open,2020-06-12,0.0,1
Cook,Niles Nursing and Rehab Center,184,41,Open,2020-06-12,0.22282608695652173,1
Cook,Norridge Gardens,72,38,Open,2020-06-12,0.5277777777777778,1
Cook,Northbrook Inn Memory Care,17,7,Open,2020-06-12,0.4117647058823529,1
Cook,North Shore Place,10,0,Open,2020-06-12,0.0,1
Cook,Norwood crossing Skilled Nursing,49,5,Open,2020-06-12,0.10204081632653061,1
Cook,Oak Lawn Respiratory and Rehab,2,0,Open,2020-06-12,0.0,1
Cook,Oak Park Arms,9,1,Open,2020-06-12,0.1111111111111111,1
Cook,Oak Park Brookdale,14,1,Open,2020-06-12,0.07142857142857142,1
Cook,Oak Park Oasis,28,10,Open,2020-06-12,0.35714285714285715,1
Cook,Palos Heights Nursing and Rehab,44,7,Open,2020-06-12,0.1590909090909091,1
Cook,Park Lawn Residential Center,2,0,Open,2020-06-12,0.0,1
Cook,Parkshore Estates,22,1,Open,2020-06-12,0.045454545454545456,1
Cook,Park View Rehab,47,10,Open,2020-06-12,0.2127659574468085,1
Cook,Pauls House,49,5,Open,2020-06-12,0.10204081632653061,1
Cook,Pearl of Rolling Meadows,3,0,Open,2020-06-12,0.0,1
Cook,Pershing Garden,13,4,Closed,2020-06-12,0.3076923076923077,1
Cook,Peterson Park Health Care,210,34,Open,2020-06-12,0.1619047619047619,1
Cook,Pine Crest Healthcare,4,1,Open,2020-06-12,0.25,1
Cook,Plymouth Place Senior Living,54,10,Open,2020-06-12,0.18518518518518517,1
Cook,Praire Oasis South Holland,41,13,Open,2020-06-12,0.3170731707317073,1
Cook,Prairie Green at Dixie Crossing,16,5,Open,2020-06-12,0.3125,1
Cook,Prairie Green at Fays Point,11,2,Open,2020-06-12,0.18181818181818182,1
Cook,Prairie Manor Rehab and Nursing,23,10,Open,2020-06-12,0.43478260869565216,1
Cook,Presence MaryHaven,13,4,Closed,2020-06-12,0.3076923076923077,1
Cook,Presence Nazarethville,15,5,Open,2020-06-12,0.3333333333333333,1
Cook,Presence Resurrection Life Center,9,1,Open,2020-06-12,0.1111111111111111,1
Cook,Presence St. Benedict,10,0,Open,2020-06-12,0.0,1
Cook,Presence Villa Scalabrini Nursing&Rehab Center,35,5,Open,2020-06-12,0.14285714285714285,1
Cook,Progressive Housing,7,2,Open,2020-06-12,0.2857142857142857,1
Cook,Resurrection Nursing & rehab Center,47,6,Open,2020-06-12,0.1276595744680851,1
Cook,Revere Court of South Barrington,8,2,Open,2020-06-12,0.25,1
Cook,Selfhelp Home,38,3,Open,2020-06-12,0.07894736842105263,1
Cook,Sheridan Village,45,15,Open,2020-06-12,0.3333333333333333,1
Cook,Skokie Meadows,5,0,Open,2020-06-12,0.0,1
Cook,Smith Village,69,14,Open,2020-06-12,0.2028985507246377,1
Cook,Southpoint Nsg and Rehab,51,5,Open,2020-06-12,0.09803921568627451,1
Cook,South Suburban Rehab Center,42,16,Open,2020-06-12,0.38095238095238093,1
Cook,Southview Manor,23,2,Open,2020-06-12,0.08695652173913043,1
Cook,St Joseph Home For the Elderly,2,0,Open,2020-06-12,0.0,1
Cook,St. Joseph Village of Chicago,3,0,Open,2020-06-12,0.0,1
Cook,St. Mary of Providence in Chicago,4,0,Open,2020-06-12,0.0,1
Cook,Summit of Uptown,33,15,Open,2020-06-12,0.45454545454545453,1
Cook,Sunrise of Flossmore,11,6,Open,2020-06-12,0.5454545454545454,1
Cook,Sunrise of Lincoln Park,2,0,Open,2020-06-12,0.0,1
Cook,Sunrise of Park Ridge,45,10,Open,2020-06-12,0.2222222222222222,1
Cook,Sunrise of Schaumburg,16,3,Open,2020-06-12,0.1875,1
Cook,Sunrise Palos Park,3,1,Open,2020-06-12,0.3333333333333333,1
Cook,Symphony at 87th,160,23,Open,2020-06-12,0.14375,1
Cook,Symphony at Aria,28,6,Open,2020-06-12,0.21428571428571427,1
Cook,Symphony at Midway,214,22,Open,2020-06-12,0.102803738317757,1
Cook,Symphony of Bronzeville,58,15,Open,2020-06-12,0.25862068965517243,1
Cook,Symphony of Chicago West,46,7,Open,2020-06-12,0.15217391304347827,1
Cook,Symphony of Crestwood,34,4,Open,2020-06-12,0.11764705882352941,1
Cook,Symphony of Evanston,25,1,Open,2020-06-12,0.04,1
Cook,Symphony of Hanover Park,19,2,Open,2020-06-12,0.10526315789473684,1
Cook,Symphony of Lincoln Park,181,25,Open,2020-06-12,0.13812154696132597,1
Cook,Symphony of Morgan Park,196,24,Open,2020-06-12,0.12244897959183673,1
Cook,Symphony of South Shore,186,25,Open,2020-06-12,0.13440860215053763,1
Cook,Symphony Residences at Lincoln Park,6,0,Open,2020-06-12,0.0,1
Cook,The Admiral at the Lake,39,6,Open,2020-06-12,0.15384615384615385,1
Cook,The Auberge at Morton Grove,41,0,Open,2020-06-12,0.0,1
Cook,The Carrington Linclonwood,26,4,Open,2020-06-12,0.15384615384615385,1
Cook,The Clare,18,0,Open,2020-06-12,0.0,1
Cook,The Grove of Berwyn,55,14,Open,2020-06-12,0.2545454545454545,1
Cook,The Grove of Evanston,76,13,Open,2020-06-12,0.17105263157894737,1
Cook,The Grove of La Grange,4,1,Open,2020-06-12,0.25,1
Cook,The Grove of Northbrook,8,0,Open,2020-06-12,0.0,1
Cook,The Grove of Skokie,26,5,Open,2020-06-12,0.19230769230769232,1
Cook,The Hartwell,14,0,Open,2020-06-12,0.0,1
Cook,The Mather Evanston,7,0,Open,2020-06-12,0.0,1
Cook,The Mooring of Arlington heights,3,0,Open,2020-06-12,0.0,1
Cook,The Pointe of Kilpatrick ,25,1,Open,2020-06-12,0.04,1
Cook,The Reserve at Arlington Heights,3,1,Open,2020-06-12,0.3333333333333333,1
Cook,The Sheridan of Park Ridge,9,3,Open,2020-06-12,0.3333333333333333,1
Cook,The Vine At Countryside,29,3,Open,2020-06-12,0.10344827586206896,1
Cook,Thornton Heights Terrace,3,0,Open,2020-06-12,0.0,1
Cook,Three Crown Park ,45,8,Open,2020-06-12,0.17777777777777778,1
Cook,Tri-States Nursing & rehab Center,15,2,Open,2020-06-12,0.13333333333333333,1
Cook,Uptown Health Center,122,17,Open,2020-06-12,0.13934426229508196,1
Cook,Vi at the Glen,26,4,Open,2020-06-12,0.15384615384615385,1
Cook,Victory Center of Bartlett,3,0,Open,2020-06-12,0.0,1
Cook,Victory Centre of Riverwoods,8,0,Open,2020-06-12,0.0,1
Cook,Victory Centre of Sierra Ridge,9,1,Open,2020-06-12,0.1111111111111111,1
Cook,Villa at Palos Heights,23,3,Open,2020-06-12,0.13043478260869565,1
Cook,Villa at South Holland,29,6,Open,2020-06-12,0.20689655172413793,1
Cook,Villa at Windsor Park,161,43,Open,2020-06-12,0.2670807453416149,1
Cook,Warren Barr Gold Coast,31,2,Open,2020-06-12,0.06451612903225806,1
Cook,Warren Barr Lincoln Park,52,11,Open,2020-06-12,0.21153846153846154,1
Cook,Warren Barr South Loop,37,2,Open,2020-06-12,0.05405405405405406,1
Cook,Waterfront Terrace,65,12,Open,2020-06-12,0.18461538461538463,1
Cook,Waverly Inn Memory Care Community,12,5,Open,2020-06-12,0.4166666666666667,1
Cook,Weinberg Community for Senior Living,20,1,Open,2020-06-12,0.05,1
Cook,Wesley Place,6,0,Open,2020-06-12,0.0,1
Cook,Westchester Health and Rehabilitation Center,44,12,Open,2020-06-12,0.2727272727272727,1
Cook,Westminster Place,15,0,Open,2020-06-12,0.0,1
Cook,Westwood Manor,63,1,Open,2020-06-12,0.015873015873015872,1
Cook,Windsor Estates,58,19,Open,2020-06-12,0.3275862068965517,1
Cook,Winston Manor,40,7,Open,2020-06-12,0.175,1
Cook,Woodbridge Nursing Pavilion,221,35,Open,2020-06-12,0.1583710407239819,1
DeKalb,Bethany Rehabilitation and Health Care Center,2,0,Open,2020-06-12,0.0,1
DeKalb,DeKalb County Rehab and Nursing,3,0,Open,2020-06-12,0.0,1
DeKalb,Pine Acres,74,10,Open,2020-06-12,0.13513513513513514,1
DuPage,Abbington Rehab & Nursing Center,69,6,Open,2020-06-12,0.08695652173913043,1
DuPage,Alden Estates of Naperville,94,21,Open,2020-06-12,0.22340425531914893,1
DuPage,Alden of Old Town East,3,0,Open,2020-06-12,0.0,1
DuPage,Alden Trails,5,0,Open,2020-06-12,0.0,1
DuPage,Alden Valley Ridge,43,17,Open,2020-06-12,0.3953488372093023,1
DuPage,Alden Village Bloomingdale,20,1,Open,2020-06-12,0.05,1
DuPage,Aperion Care West Chicago,37,6,Open,2020-06-12,0.16216216216216217,1
DuPage,Arista Healthcare Naperville,12,1,Open,2020-06-12,0.08333333333333333,1
DuPage,Artis Senior Living Elmhurst,42,19,Open,2020-06-12,0.4523809523809524,1
DuPage,Artis Senior Living of Bartlett,28,12,Open,2020-06-12,0.42857142857142855,1
DuPage,Aspired Living of Westmont,13,4,Open,2020-06-12,0.3076923076923077,1
DuPage,Beacon Hill Lombard,48,5,Open,2020-06-12,0.10416666666666667,1
DuPage,Belmont Village Senior Living Carol Stream,28,2,Open,2020-06-12,0.07142857142857142,1
DuPage,Bria of Westmont,133,21,Open,2020-06-12,0.15789473684210525,1
DuPage,Bridgeway Senior Living,42,4,Open,2020-06-12,0.09523809523809523,1
DuPage,Brookdale Burr Ridge,17,4,Open,2020-06-12,0.23529411764705882,1
DuPage,Brookdale Glen Ellyn,8,1,Open,2020-06-12,0.125,1
DuPage,Brookdale Lisle,42,6,Open,2020-06-12,0.14285714285714285,1
DuPage,Burgess Square Healthcare & Rehab Center,34,3,Open,2020-06-12,0.08823529411764706,1
DuPage,Chateau Center Nursing & Rehabilitation,58,13,Open,2020-06-12,0.22413793103448276,1
DuPage,Clarendale of Addison,6,0,Open,2020-06-12,0.0,1
DuPage,DuPage Care Center,17,0,Open,2020-06-12,0.0,1
DuPage,Forestview Rehabilitation & Nursing Center,114,10,Open,2020-06-12,0.08771929824561403,1
DuPage,Harbor Chase of Naperville,6,0,Open,2020-06-12,0.0,1
DuPage,Harvester Place Memory Care,38,13,Open,2020-06-12,0.34210526315789475,1
DuPage,Lacey Creek Supportive Living,2,0,Open,2020-06-12,0.0,1
DuPage,Lakeview Memory Care Community,17,1,Open,2020-06-12,0.058823529411764705,1
DuPage,Lexington of Bloomingdale,69,14,Open,2020-06-12,0.2028985507246377,1
DuPage,Lexington of Elmhurst,17,11,Open,2020-06-12,0.6470588235294118,1
DuPage,Lexington of Lombard,40,9,Open,2020-06-12,0.225,1
DuPage,Lexington Square Lombard,3,0,Open,2020-06-12,0.0,1
DuPage,Manorcare Hinsdale,168,30,Open,2020-06-12,0.17857142857142858,1
DuPage,Meadowbrook Manor Naperville,37,3,Open,2020-06-12,0.08108108108108109,1
DuPage,Naperville Manor Health & Rehab Center,10,1,Open,2020-06-12,0.1,1
DuPage,Oakbrook Care,95,21,Open,2020-06-12,0.22105263157894736,1
DuPage,Oak Trace,9,2,Open,2020-06-12,0.2222222222222222,1
DuPage,Oak Trace Skilled Nursing,2,0,Open,2020-06-12,0.0,1
DuPage,Park Place Health and Wellness Center ,2,0,Open,2020-06-12,0.0,1
DuPage,Park Place of Elmhurst Assisted Living/Memory Care,2,0,Open,2020-06-12,0.0,1
DuPage,Providence Healthcare & Rehabilitation Center,75,13,Open,2020-06-12,0.17333333333333334,1
DuPage,Ray Graham Iona Glos,25,2,Open,2020-06-12,0.08,1
DuPage,St. Patricks Residence Nursing & Rehabilitation,5,0,Open,2020-06-12,0.0,1
DuPage,Sunrise of Bloomingdale Assisted Living,6,1,Open,2020-06-12,0.16666666666666666,1
DuPage,Sunrise of Willowbrook Assisted Living,9,1,Open,2020-06-12,0.1111111111111111,1
DuPage,Tabor Hills Healthcare,33,3,Open,2020-06-12,0.09090909090909091,1
DuPage,Tabor Hills Supportive Living,2,0,Open,2020-06-12,0.0,1
DuPage,Terra Vista of Oakbrook Terrace,21,2,Open,2020-06-12,0.09523809523809523,1
DuPage,The Auberge at Naperville,3,0,Open,2020-06-12,0.0,1
DuPage,The Birches Assisted Living Clarendon Hills,10,0,Open,2020-06-12,0.0,1
DuPage,The Grove of Elmhurst,30,2,Open,2020-06-12,0.06666666666666667,1
DuPage,The Radcliff Wood Dale,14,1,Open,2020-06-12,0.07142857142857142,1
DuPage,Westbridge Assisted Living Wheaton,9,4,Open,2020-06-12,0.4444444444444444,1
DuPage,West Chicago Terrace,10,2,Open,2020-06-12,0.2,1
DuPage,Westmont Manor Health and Rehab Center,46,14,Open,2020-06-12,0.30434782608695654,1
DuPage,West Suburban Nursing & Rehabilitation Center,69,6,Open,2020-06-12,0.08695652173913043,1
DuPage,Wheaton Village,49,7,Open,2020-06-12,0.14285714285714285,1
DuPage,Windsor Park Manor,99,21,Open,2020-06-12,0.21212121212121213,1
DuPage,Winfield Woods Healthcare Center,2,0,Open,2020-06-12,0.0,1
DuPage,Wynscape Health and Rehabilitation,2,0,Open,2020-06-12,0.0,1
Ford,Accolade Healthcare of Paxton Senior Living,2,0,Closed,2020-06-12,0.0,1
Grundy,Parkpointe ,12,0,Open,2020-06-12,0.0,1
Iroquois,Ascension Presence Merkle Knipprath,44,4,Open,2020-06-12,0.09090909090909091,1
