County,FacilityName2,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Aperion Care International of Chicago,146001,2021-02-05,189,19,0.10052910052910052,1,0,1,1
Cook,Bella Terra Streamwood,145701,2021-02-05,188,21,0.11170212765957446,2,1,1,1
Sangamon,Lewis Memorial Christian Village,146026,2021-02-05,188,11,0.05851063829787234,1,1,0,1
Madison,Riverside Rehab and Healthcare,145651,2021-02-05,187,28,0.1497326203208556,3,2,1,1
Cook,Norridge Gardens,145329,2021-02-05,181,57,0.3149171270718232,1,1,0,1
Kane,River View Rehab,145308,2021-02-05,180,16,0.08888888888888889,1,0,1,1
Cook,Elevate Care Niles,145662,2021-02-05,180,29,0.16111111111111112,3,2,1,1
Clinton,Warren G. Murray Developmental Center,No Match,2021-02-05,176,1,0.005681818181818182,1,0,1,1
Kane,The Grove Fox Valley,145006,2021-02-05,174,24,0.13793103448275862,2,1,1,1
Lake,Whitehall of Deerfield,145706,2021-02-05,169,6,0.03550295857988166,2,1,1,1
Cook,Mayfield Care Center,145885,2021-02-05,166,23,0.13855421686746988,2,1,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2021-02-05,166,23,0.13855421686746988,2,1,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2021-02-05,157,6,0.03821656050955414,1,1,0,1
LaSalle,Liberty Village of Peru - Manor Court,No Match,2021-02-05,157,31,0.19745222929936307,1,1,0,1
Kankakee,Illinois Veterans Home Manteno,No Match,2021-02-05,157,21,0.1337579617834395,2,1,1,1
Cook,Warren Barr Gold Coast,145336,2021-02-05,156,14,0.08974358974358974,1,0,1,1
Peoria,Lutheran Hillside Village,No Match,2021-02-05,155,10,0.06451612903225806,3,2,1,1
Marion,Bryan Manor,No Match,2021-02-05,155,8,0.05161290322580645,1,0,1,1
Cook,Norwood crossing Skilled Nursing,145974,2021-02-05,154,18,0.11688311688311688,1,0,1,1
Madison,Meridian Village,146142,2021-02-05,154,9,0.05844155844155844,1,0,1,1
Cook,Bella Terra Wheeling,145835,2021-02-05,153,30,0.19607843137254902,3,2,1,1
DuPage,Bridgeway Senior Living,No Match,2021-02-05,153,12,0.0784313725490196,2,1,1,1
DuPage,Bria of Westmont,145405,2021-02-05,152,29,0.19078947368421054,1,0,1,1
Monroe,Oak Hill,145445,2021-02-05,152,24,0.15789473684210525,1,0,1,1
Cook,Fairmont Care,145867,2021-02-05,151,32,0.2119205298013245,1,1,0,1
DuPage,Winfield Woods Healthcare Center,146168,2021-02-05,151,6,0.039735099337748346,4,3,1,1
McLean,Heritage Health of Normal,145732,2021-02-05,150,27,0.18,1,0,1,1
Cook,Avantara Evergreen Park,145734,2021-02-05,150,25,0.16666666666666666,2,1,1,1
Kane,Bria of Geneva,146067,2021-02-05,147,30,0.20408163265306123,2,2,0,1
LaSalle,Heritage Health Mendota,145151,2021-02-05,145,25,0.1724137931034483,2,2,0,1
Coles,Mattoon Rehabilitation and Health Care Center,No Match,2021-02-05,144,19,0.13194444444444445,1,1,0,1
McHenry,The Fountains at Crystal Lake (#3),No Match,2021-02-05,144,6,0.041666666666666664,1,0,1,1
Lake,Warren Barr Lincolnshire,146028,2021-02-05,143,7,0.04895104895104895,2,1,1,1
Will,Symphony of Joliet,145372,2021-02-05,143,25,0.17482517482517482,3,2,1,1
Cook,Midway Neuro and Rehab,145778,2021-02-05,142,12,0.08450704225352113,1,1,0,1
Rock Island,Heartland Healthcare Center Moline,145027,2021-02-05,142,22,0.15492957746478872,1,0,1,1
Peoria,Sharon Healthcare Willows,14E888,2021-02-05,141,7,0.04964539007092199,1,0,1,1
Cook,Warren Barr South Loop,145632,2021-02-05,141,11,0.07801418439716312,1,0,1,1
Lake,Hillcrest Retirement Village,146130,2021-02-05,141,20,0.14184397163120568,1,1,0,1
DuPage,Alden Estates of Naperville,145582,2021-02-05,140,23,0.16428571428571428,3,2,1,1
Macon,Imboden Creek,No Match,2021-02-05,139,10,0.07194244604316546,1,0,1,1
Cook,Uptown Health Center,145881,2021-02-05,139,19,0.1366906474820144,2,1,1,1
Will,St James Manor,145611,2021-02-05,139,31,0.22302158273381295,1,0,1,1
Cook,Meadowbrook Manor,145710,2021-02-05,138,24,0.17391304347826086,2,1,1,1
Cook,Harmony Healthcare and Rehab,145775,2021-02-05,138,29,0.21014492753623187,2,1,1,1
Champaign,Champaign Urbana Nursing and Rehab,145439,2021-02-05,137,11,0.08029197080291971,1,0,1,1
St. Clair,Freeburg  Care  Center,No Match,2021-02-05,137,13,0.0948905109489051,1,0,1,1
Cook,Alden Town Manor Rehabilitation & Health Care Cent,145736,2021-02-05,136,27,0.19852941176470587,1,0,1,1
Madison,University Care Center,145985,2021-02-05,135,15,0.1111111111111111,3,2,1,1
Tazewell,Apostolic Christian Restmor,145436,2021-02-05,134,12,0.08955223880597014,2,1,1,1
Cook,Alden Lakeland,145450,2021-02-05,134,5,0.03731343283582089,3,2,1,1
Winnebago,Alden Park Strathmoor,145259,2021-02-05,134,18,0.13432835820895522,1,0,1,1
Knox,Seminary Manor,145598,2021-02-05,134,21,0.15671641791044777,1,0,1,1
Richland,Richland Nursing and Rehab,145135,2021-02-05,134,18,0.13432835820895522,1,0,1,1
Cook,Carlton at the Lake,145679,2021-02-05,133,21,0.15789473684210525,2,1,1,1
Bureau,Aperion Care Spring Valley,No Match,2021-02-05,132,15,0.11363636363636363,1,0,1,1
Cook,Mosaic of Lakeshore,145244,2021-02-05,132,29,0.2196969696969697,3,1,2,1
Will,Salem Village NH,145618,2021-02-05,131,8,0.061068702290076333,1,0,1,1
St. Clair,Caseyville Care Center2,145585,2021-02-05,130,11,0.08461538461538462,1,0,1,1
Kane,Asbury Gardens,146170,2021-02-05,129,22,0.17054263565891473,3,2,1,1
Cook,Bellwood Developmental Center,No Match,2021-02-05,129,2,0.015503875968992248,1,0,1,1
Randolph,Red Bud Regional Care Center,145309,2021-02-05,128,12,0.09375,1,0,1,1
Logan,Christian Nursing Home,145430,2021-02-05,128,0,0.0,3,3,0,1
Madison,Care Center at Center Grove,145846,2021-02-05,127,9,0.07086614173228346,2,1,1,1
St. Clair,Mercy,No Match,2021-02-05,127,23,0.18110236220472442,1,0,1,1
Cook,Center Home for Hispanic Elderly,146062,2021-02-05,127,30,0.23622047244094488,1,0,1,1
Cook,The Grove of Northbrook,145809,2021-02-05,127,9,0.07086614173228346,2,1,1,1
Cook,Ludeman Center,No Match,2021-02-05,127,0,0.0,1,0,1,1
Greene,White Hall Nursing and Rehab,145519,2021-02-05,126,25,0.1984126984126984,1,0,1,1
Kane,Symphony of Orchard Valley,145473,2021-02-05,126,24,0.19047619047619047,2,2,0,1
Sangamon,Heritage Health Springfield,145229,2021-02-05,125,19,0.152,2,1,1,1
Cook,Addolorata Villa,145724,2021-02-05,125,21,0.168,2,1,1,1
Lee,Jack Mabley Developmental Center,No Match,2021-02-05,125,1,0.008,2,2,0,1
Lake,Rolling Hills Manor,145443,2021-02-05,125,19,0.152,3,1,2,1
Cook,Presence Resurrection Life Center,145960,2021-02-05,125,23,0.184,1,0,1,1
Cook,Ambassador Nursing,145343,2021-02-05,125,9,0.072,2,1,1,1
Cook,Aperion Care Forest Park,145969,2021-02-05,125,18,0.144,2,1,1,1
Williamson,Shawnee Senior Living,146036,2021-02-05,124,19,0.1532258064516129,2,1,1,1
Cook,Pearl of Rolling Meadows,145350,2021-02-05,124,11,0.08870967741935484,2,1,1,1
Cook,Golfview Developmental Center,No Match,2021-02-05,123,11,0.08943089430894309,1,1,0,1
DuPage,Providence Healthcare & Rehabilitation Center,145657,2021-02-05,123,22,0.17886178861788618,3,2,1,1
Sangamon,Villa East,145721,2021-02-05,122,26,0.21311475409836064,1,1,0,1
Macon,Villa Clara Post Acute,145965,2021-02-05,121,13,0.10743801652892562,2,2,0,1
Marion,Odin Care Center,145649,2021-02-05,121,17,0.14049586776859505,1,0,1,1
Cook,Citadel of Waterford,No Match,2021-02-05,120,22,0.18333333333333332,3,2,1,1
Williamson,Parkway Manor,145841,2021-02-05,119,24,0.20168067226890757,1,0,1,1
DuPage,Burgess Square Healthcare & Rehab Center,145219,2021-02-05,119,10,0.08403361344537816,2,1,1,1
Will,Beecher Manor,145538,2021-02-05,119,18,0.15126050420168066,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2021-02-05,118,18,0.15254237288135594,1,1,0,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2021-02-05,118,17,0.1440677966101695,1,0,1,1
Washington,Friendship Manor Health Care,No Match,2021-02-05,118,17,0.1440677966101695,1,0,1,1
Morgan,Heritage Health Care Center,No Match,2021-02-05,118,25,0.211864406779661,1,1,0,1
Sangamon,Brother James Court,No Match,2021-02-05,117,4,0.03418803418803419,1,1,0,1
Ogle,Generations at Neighbors,145440,2021-02-05,117,22,0.18803418803418803,1,1,0,1
Cook,Austin Oasis,145834,2021-02-05,117,16,0.13675213675213677,2,0,2,1
Will,Spring Creek Nursing Home,146172,2021-02-05,117,13,0.1111111111111111,2,1,1,1
Cook,Grosse Pointe Manor,145999,2021-02-05,117,25,0.21367521367521367,1,1,0,1
Rock Island,Illini Restorative Care,145703,2021-02-05,116,12,0.10344827586206896,2,1,1,1
Cook,Kensington Place Nursing And Rehabilitation Center,145829,2021-02-05,116,13,0.11206896551724138,2,1,1,1
Cook,South Suburban Rehab Center,146132,2021-02-05,116,20,0.1724137931034483,2,1,1,1
Peoria,Sharon Healthcare - Woods,No Match,2021-02-05,116,2,0.017241379310344827,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2021-02-05,116,25,0.21551724137931033,1,1,0,1
St. Clair,Colonnade2,No Match,2021-02-05,116,6,0.05172413793103448,1,0,1,1
Cook,Lieberman Geriatric Center,145931,2021-02-05,115,18,0.1565217391304348,2,1,1,1
Lake,Kiley Development Center,No Match,2021-02-05,114,2,0.017543859649122806,2,1,1,1
Cook,BRIA of Chicago Heights,145898,2021-02-05,113,2,0.017699115044247787,2,1,1,1
Knox,Knox County Nursing Home,145697,2021-02-05,113,22,0.19469026548672566,2,1,1,1
Cook,Southpoint Nsg and Rehab,145914,2021-02-05,113,11,0.09734513274336283,2,1,1,1
Cook,Lincolnwood Place,145786,2021-02-05,112,31,0.2767857142857143,2,1,1,1
Kane,Aperion Care,No Match,2021-02-05,112,14,0.125,2,1,1,1
Rock Island,Friendship Manor (#3),No Match,2021-02-05,112,22,0.19642857142857142,1,1,0,1
Cook,Smith Village,145904,2021-02-05,111,14,0.12612612612612611,2,1,1,1
Whiteside,Exceptional Care and Training Center,No Match,2021-02-05,111,5,0.04504504504504504,1,0,1,1
McLean,McLean County Nursing Home,145494,2021-02-05,111,15,0.13513513513513514,2,1,1,1
Marion,Fireside House of Centralia,145791,2021-02-05,111,12,0.10810810810810811,1,0,1,1
Madison,Stearns Nursing and Rehabilitation Center,145847,2021-02-05,111,20,0.18018018018018017,1,1,0,1
Lawrence,Aperion HealthCare,No Match,2021-02-05,111,5,0.04504504504504504,1,0,1,1
Cook,Avanti Wellness & Rehabilitation,No Match,2021-02-05,110,16,0.14545454545454545,1,1,0,1
Bureau,Aperion Care- Princeton,145437,2021-02-05,110,9,0.08181818181818182,1,0,1,1
Macoupin,Sunrise Skilled Nursing Facility,145783,2021-02-05,110,26,0.23636363636363636,2,1,1,1
Madison,Eden Village Care Center,145384,2021-02-05,110,28,0.2545454545454545,3,2,1,1
DuPage,Windsor Park Manor,No Match,2021-02-05,109,21,0.1926605504587156,1,0,1,1
Cook,Windsor Estates,145967,2021-02-05,109,23,0.21100917431192662,1,1,0,1
Cook,Pine Crest Nursing,No Match,2021-02-05,109,13,0.11926605504587157,1,0,1,1
Cook,Lutheran Home,145768,2021-02-05,108,12,0.1111111111111111,2,1,1,1
Madison,Edwardsville Care Center,145555,2021-02-05,108,22,0.2037037037037037,2,1,1,1
Lake,Elevate Care Riverwoods,145304,2021-02-05,108,17,0.1574074074074074,2,1,1,1
LaSalle,Heritage Health Peru,145044,2021-02-05,108,12,0.1111111111111111,1,0,1,1
Will,Lakewood Nursing Home,145761,2021-02-05,108,8,0.07407407407407407,3,2,1,1
Cook,The Clare,146141,2021-02-05,107,1,0.009345794392523364,3,2,1,1
Carroll,Big Meadows Nursing Home,14E701,2021-02-05,107,9,0.08411214953271028,1,1,0,1
Morgan,Aperion Care Jacksonville,145928,2021-02-05,106,9,0.08490566037735849,2,1,1,1
Lake,Aperion Care Highwood,145936,2021-02-05,106,13,0.12264150943396226,2,1,1,1
Rock Island,Centennial Care Center (#2),No Match,2021-02-05,105,15,0.14285714285714285,1,0,1,1
DeKalb,Bethany Rehab and Health Care Center #2,145958,2021-02-05,105,10,0.09523809523809523,1,0,1,1
Shelby,Shelbyville Manor,145441,2021-02-05,105,11,0.10476190476190476,2,1,1,1
Madison,Liberty Village,No Match,2021-02-05,105,11,0.10476190476190476,1,0,1,1
DuPage,Chateau Center Nursing & Rehabilitation,145614,2021-02-05,105,18,0.17142857142857143,3,2,1,1
Cook,Central Nursing Home,145648,2021-02-05,105,17,0.1619047619047619,2,1,1,1
Cook,Astoria Place of Chicago,145634,2021-02-05,104,20,0.19230769230769232,1,1,0,1
Cook,Bella Terra Morton Grove,145198,2021-02-05,104,16,0.15384615384615385,2,1,1,1
Cook,Wesley Place,145591,2021-02-05,104,9,0.08653846153846154,2,1,1,1
Whiteside,Resthave Care and Rehabilitation,146177,2021-02-05,104,16,0.15384615384615385,1,0,1,1
Peoria,Heritage Health,No Match,2021-02-05,104,19,0.18269230769230768,1,1,0,1
St. Clair,Four Fountains,No Match,2021-02-05,104,31,0.2980769230769231,1,1,0,1
Will,Lakeshore Rehab & Healthcare,145694,2021-02-05,103,10,0.0970873786407767,2,1,1,1
DuPage,Oakbrook Care,145458,2021-02-05,103,24,0.23300970873786409,1,1,0,1
Knox,Serenity of Galesburg,145987,2021-02-05,103,5,0.04854368932038835,1,0,1,1
Madison,Granite Nursing and Rehabilitation Center,146075,2021-02-05,103,26,0.2524271844660194,2,1,1,1
Massac,Southgate Nursing and Rehab,No Match,2021-02-05,103,23,0.22330097087378642,1,0,1,1
Rock Island,St. Anthonys Continue Care,145387,2021-02-05,103,19,0.18446601941747573,2,1,1,1
Tazewell,Pekin Manor SNF,No Match,2021-02-05,103,7,0.06796116504854369,1,0,1,1
LaSalle,Aperion Care Marseilles,145295,2021-02-05,103,13,0.1262135922330097,2,1,1,1
St. Clair,Bria of Cahokia,145613,2021-02-05,103,4,0.038834951456310676,2,1,1,1
Lake,Warren Barr North Shore,145923,2021-02-05,103,19,0.18446601941747573,2,1,1,1
DuPage,The Pearl Naperville,No Match,2021-02-05,102,3,0.029411764705882353,2,1,1,1
DuPage,Lexington of Bloomingdale,145638,2021-02-05,101,22,0.21782178217821782,2,1,1,1
Will,Frankfort Terrace,140E213,2021-02-05,101,4,0.039603960396039604,1,1,0,1
Cook,Aperion Care Oak Lawn,145197,2021-02-05,101,22,0.21782178217821782,1,1,0,1
Christian,taylorville care center,145502,2021-02-05,101,16,0.15841584158415842,1,0,1,1
Cook,Generations at Elmwood Park,145419,2021-02-05,101,19,0.18811881188118812,2,1,1,1
Adams,St Vincents Nursing Home,145457,2021-02-05,101,17,0.16831683168316833,1,0,1,1
Jersey,Liberty Village of Jerseyville,No Match,2021-02-05,100,18,0.18,1,1,0,1
Cook,Lakeview Nursing and Rehab,145654,2021-02-05,100,22,0.22,2,0,2,1
Cook,Prairie Manor Rehab and Nursing,145629,2021-02-05,100,22,0.22,2,1,1,1
Boone,Maple Crest Care Center,145990,2021-02-05,100,23,0.23,1,0,1,1
Cook,Beacon Care Center,145776,2021-02-05,100,14,0.14,2,1,1,1
Lake,Symphony Buffalo Grove,145819,2021-02-05,99,10,0.10101010101010101,1,1,0,1
DuPage,Arista Healthcare Naperville,145358,2021-02-05,99,4,0.04040404040404041,3,2,1,1
Cook,Landmark of Des Plaines,145334,2021-02-05,99,22,0.2222222222222222,3,2,1,1
Cook,Atrium Health Care Center,145479,2021-02-05,99,10,0.10101010101010101,1,0,1,1
Madison,Integrity Healthcare of Wood River,No Match,2021-02-05,98,7,0.07142857142857142,1,0,1,1
Montgomery,Montgomery Nursing And Rehab,No Match,2021-02-05,98,11,0.11224489795918367,1,0,1,1
DuPage,The Grove of Elmhurst,145339,2021-02-05,98,15,0.15306122448979592,1,0,1,1
Pike,Liberty Village of Pittsfield,No Match,2021-02-05,97,8,0.08247422680412371,1,0,1,1
Sangamon,Aperion Care Capitol,145160,2021-02-05,97,8,0.08247422680412371,2,2,0,1
Cook,Chalet Living And Rehab Center,145670,2021-02-05,97,14,0.14432989690721648,1,1,0,1
Cook,Presbyterian Westminster Homes,No Match,2021-02-05,97,7,0.07216494845360824,1,0,1,1
DuPage,Terra Vista of Oakbrook Terrace,No Match,2021-02-05,96,12,0.125,2,1,1,1
Cook,Presence Villa Scalabrini Nursing&Rehab Center,145956,2021-02-05,95,23,0.24210526315789474,1,1,0,1
St. Clair,St Pauls2,No Match,2021-02-05,95,15,0.15789473684210525,1,0,1,1
Macon,Fairhavens Senior Living,145422,2021-02-05,95,21,0.22105263157894736,1,1,0,1
Cook,Dobson Plaza,145122,2021-02-05,95,21,0.22105263157894736,2,1,1,1
Coles,Charleston Rehab and Healthcare,145636,2021-02-05,95,17,0.17894736842105263,1,1,0,1
Cook,Lexington Health Care Orland Park,145899,2021-02-05,95,19,0.2,2,1,1,1
Will,Senior Star At Weber Place,No Match,2021-02-05,95,4,0.042105263157894736,1,0,1,1
Montgomery,Hillsboro Rehab And Healthcare,145500,2021-02-05,95,15,0.15789473684210525,1,0,1,1
Menard,Sunny Acres Nursing Home,No Match,2021-02-05,94,9,0.09574468085106383,1,1,0,1
Lake,Wauconda Care,145887,2021-02-05,94,16,0.1702127659574468,2,1,1,1
DeKalb,DeKalb County Rehab and Nursing,145547,2021-02-05,94,8,0.0851063829787234,2,1,1,1
Will,Parc of Joliet,No Match,2021-02-05,94,10,0.10638297872340426,1,0,1,1
Mason,Mason City Area Nursing Home,145616,2021-02-05,94,12,0.1276595744680851,1,1,0,1
Cook,Elevate Care Northbrook,145171,2021-02-05,94,18,0.19148936170212766,1,1,0,1
Cook,Elevate Care North Branch,No Match,2021-02-05,94,10,0.10638297872340426,1,0,1,1
Cook,Manor Care Palos Heights East,145607,2021-02-05,94,16,0.1702127659574468,1,0,1,1
De Witt,Liberty Village,No Match,2021-02-05,93,18,0.1935483870967742,1,0,1,1
Peoria,Sharon Healthcare Pines,No Match,2021-02-05,93,2,0.021505376344086023,1,1,0,1
Stephenson,Manor Court,No Match,2021-02-05,93,16,0.17204301075268819,1,0,1,1
Tazewell,Lakeside Rehab,No Match,2021-02-05,93,13,0.13978494623655913,1,0,1,1
Cook,Lemont Center,145901,2021-02-05,92,13,0.14130434782608695,1,0,1,1
Madison,Elmwood Nursing and Rehab,145858,2021-02-05,92,6,0.06521739130434782,2,1,1,1
Livingston,Fairview Haven,No Match,2021-02-05,92,10,0.10869565217391304,1,0,1,1
Macoupin,Carlinville Rehabilitation and Healthcare Center,No Match,2021-02-05,92,6,0.06521739130434782,1,0,1,1
Cook,Community Care Nursing Home,146164,2021-02-05,92,9,0.09782608695652174,2,1,1,1
Winnebago,Medina Nursing Center,No Match,2021-02-05,92,9,0.09782608695652174,1,0,1,1
White,Wabash Christian Retirement,146019,2021-02-05,92,17,0.18478260869565216,1,0,1,1
Cook,Generations At Oakton,145626,2021-02-05,92,20,0.21739130434782608,2,1,1,1
DuPage,Alden Valley Ridge,145379,2021-02-05,92,25,0.2717391304347826,2,1,1,1
Peoria,Sharon Healthcare Elms,146098,2021-02-05,91,10,0.10989010989010989,2,1,1,1
Cook,Countryside Nursing and Rehab Center,145798,2021-02-05,91,11,0.12087912087912088,2,1,1,1
Cook,BELHAVEN NURSING AND REHABILITATION,No Match,2021-02-05,91,5,0.054945054945054944,1,0,1,1
Jefferson,Mt. Vernon Healthcare Center,14E812,2021-02-05,91,17,0.18681318681318682,1,1,0,1
St. Clair,Cedar Ridge2,No Match,2021-02-05,90,4,0.044444444444444446,1,0,1,1
McHenry,Alden Terrace of McHenry,145453,2021-02-05,90,13,0.14444444444444443,1,0,1,1
Wayne,Aperion Care,No Match,2021-02-05,90,12,0.13333333333333333,1,0,1,1
Cook,Buckingham Pavilion,145285,2021-02-05,90,13,0.14444444444444443,2,1,1,1
Cook,Central Baptist Village,145853,2021-02-05,90,13,0.14444444444444443,2,1,1,1
Cook,The Grove of Evanston,145011,2021-02-05,89,19,0.21348314606741572,1,1,0,1
Cook,Landmark of Richton Park,145424,2021-02-05,89,9,0.10112359550561797,2,1,1,1
Cook,Arbour Health Care Center,146169,2021-02-05,89,3,0.033707865168539325,3,1,2,1
Boone,Symphony Northwoods,No Match,2021-02-05,89,16,0.1797752808988764,1,1,0,1
Cook,Generations at Applewood,145781,2021-02-05,89,20,0.2247191011235955,2,1,1,1
Winnebago,Forest City Rehab and Nursing,145937,2021-02-05,88,9,0.10227272727272728,2,1,1,1
Cook,Alden Lincoln Park Rehab,145126,2021-02-05,88,13,0.14772727272727273,2,1,1,1
Randolph,Coulterville Rehabilitation & Health Care Center,145993,2021-02-05,88,18,0.20454545454545456,3,2,1,1
Cook,Asbury Senior Living,No Match,2021-02-05,88,11,0.125,1,0,1,1
DuPage,Brookdale Lisle,146061,2021-02-05,88,10,0.11363636363636363,3,2,1,1
Winnebago,Ascension St Anne Center,145563,2021-02-05,88,15,0.17045454545454544,1,1,0,1
St. Clair,Autumn Meadows,145581,2021-02-05,88,6,0.06818181818181818,1,0,1,1
Cook,Alden PoplarCreek,145403,2021-02-05,87,26,0.2988505747126437,1,1,0,1
Sangamon,St. Josephs Home,No Match,2021-02-05,87,9,0.10344827586206896,1,1,0,1
Will,Harbor Chase of Plainfield,No Match,2021-02-05,87,4,0.04597701149425287,2,1,1,1
St. Clair,Integrity Care of Belleville2,No Match,2021-02-05,87,5,0.05747126436781609,1,0,1,1
Ford,Accolade Senior Living,No Match,2021-02-05,87,9,0.10344827586206896,1,0,1,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2021-02-05,86,9,0.10465116279069768,1,0,1,1
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,145257,2021-02-05,86,15,0.1744186046511628,1,1,0,1
Cook,Birchwood Plaza Nursing-Rehab,145532,2021-02-05,85,15,0.17647058823529413,1,1,0,1
Will,Smith Crossing,146110,2021-02-05,85,2,0.023529411764705882,3,2,1,1
St. Clair,Lebanon Care Center,145897,2021-02-05,85,13,0.15294117647058825,1,0,1,1
Lake,Thrive of Lake County,145460,2021-02-05,85,5,0.058823529411764705,1,0,1,1
Clinton,Carlyle HealthCare Center,145729,2021-02-05,85,15,0.17647058823529413,1,1,0,1
Kankakee,Citadel of Kankakee,145043,2021-02-05,84,2,0.023809523809523808,1,0,1,1
Cook,Citadel of Northbrook,145982,2021-02-05,84,16,0.19047619047619047,1,1,0,1
Cook,MADO Healthcare Uptown,146191,2021-02-05,84,9,0.10714285714285714,1,0,1,1
Woodford,Apostolic Christian Home Eureka,No Match,2021-02-05,83,10,0.12048192771084337,1,0,1,1
Cook,Elevate Care Irving Park,145415,2021-02-05,83,13,0.1566265060240964,2,1,1,1
Union,Integrity of Anna,146006,2021-02-05,82,13,0.15853658536585366,1,1,0,1
Cook,Montgomery Place,145748,2021-02-05,82,4,0.04878048780487805,2,1,1,1
Lake,Pavilion of Waukegan,145621,2021-02-05,82,8,0.0975609756097561,2,1,1,1
Cook,ManorCare Oak Lawn West,145087,2021-02-05,82,18,0.21951219512195122,1,1,0,1
Cook,Randolph County Care Center,No Match,2021-02-05,82,13,0.15853658536585366,1,0,1,1
Kane,Citadel of Elgin,145004,2021-02-05,82,11,0.13414634146341464,2,1,1,1
Cook,Warren Barr Lincoln Park,145875,2021-02-05,82,11,0.13414634146341464,2,1,1,1
Winnebago,River Bluff Nursing Home,145771,2021-02-05,82,10,0.12195121951219512,2,2,0,1
DeKalb,Pine Acres,145261,2021-02-05,82,12,0.14634146341463414,1,1,0,1
Cook,Symphony of Chicago West,145661,2021-02-05,81,8,0.09876543209876543,2,1,1,1
