County,FacilityName2,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Villa at Windsor Park,145970,2021-01-29,210,44,0.20952380952380953,3,2,1,1
Cook,Parkshore Estates,145938,2021-01-29,210,6,0.02857142857142857,2,1,1,1
Cook,Elevate Care Chicago North,145484,2021-01-29,206,34,0.1650485436893204,2,1,1,1
Will,Aperion Wilmington,145316,2021-01-29,205,0,0.0,3,2,1,1
Cook,Albany Care,No Match,2021-01-29,204,1,0.004901960784313725,1,0,1,1
DuPage,St. Patricks Residence Nursing and Rehabilitation,145878,2021-01-29,204,16,0.0784313725490196,1,0,1,1
DuPage,DuPage Care Center,145050,2021-01-29,199,10,0.05025125628140704,1,0,1,1
Cook,Bria Forest Edge,145864,2021-01-29,197,6,0.030456852791878174,1,0,1,1
Cook,Clark Manor,145507,2021-01-29,196,18,0.09183673469387756,2,1,1,1
Cook,Glenview Terrace,145268,2021-01-29,196,35,0.17857142857142858,2,1,1,1
Cook,Generations at Regency,145237,2021-01-29,195,37,0.18974358974358974,2,1,1,1
DuPage,Meadowbrook Manor Naperville,145874,2021-01-29,194,18,0.09278350515463918,2,1,1,1
Will,Presence Villa Franciscan,145029,2021-01-29,192,21,0.109375,2,1,1,1
Kane,Tower Hill Healthcare Center,145795,2021-01-29,192,31,0.16145833333333334,2,1,1,1
Cook,Lee Manor Rehab and Nursing,145382,2021-01-29,191,34,0.17801047120418848,1,0,1,1
Cook,Avantara Park Ridge,145667,2021-01-29,191,30,0.15706806282722513,2,1,1,1
Cook,Symphony at 87th,145983,2021-01-29,190,34,0.17894736842105263,1,0,1,1
Cook,Bella Terra Streamwood,145701,2021-01-29,188,21,0.11170212765957446,2,1,1,1
Madison,Riverside Rehab and Healthcare,145651,2021-01-29,187,28,0.1497326203208556,3,2,1,1
Cook,Norridge Gardens,145329,2021-01-29,181,57,0.3149171270718232,1,1,0,1
Cook,Elevate Care Niles,145662,2021-01-29,180,29,0.16111111111111112,3,2,1,1
Kane,River View Rehab,145308,2021-01-29,180,16,0.08888888888888889,1,0,1,1
Clinton,Warren G. Murray Developmental Center,No Match,2021-01-29,175,0,0.0,1,0,1,1
Kane,The Grove Fox Valley,145006,2021-01-29,173,24,0.13872832369942195,2,1,1,1
Lake,Whitehall of Deerfield,145706,2021-01-29,169,11,0.0650887573964497,2,1,1,1
Cook,Mayfield Care Center,145885,2021-01-29,166,23,0.13855421686746988,2,1,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2021-01-29,166,23,0.13855421686746988,2,1,1,1
Kankakee,Illinois Veterans Home Manteno,No Match,2021-01-29,157,21,0.1337579617834395,2,1,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2021-01-29,157,6,0.03821656050955414,1,1,0,1
LaSalle,Liberty Village of Peru - Manor Court,No Match,2021-01-29,156,31,0.1987179487179487,1,0,1,1
Marion,Bryan Manor,No Match,2021-01-29,155,7,0.04516129032258064,1,0,1,1
Cook,Warren Barr Gold Coast,145336,2021-01-29,154,14,0.09090909090909091,1,0,1,1
Cook,Bella Terra Wheeling,145835,2021-01-29,153,30,0.19607843137254902,3,2,1,1
Peoria,Lutheran Hillside Village,No Match,2021-01-29,153,10,0.06535947712418301,3,2,1,1
DuPage,Bridgeway Senior Living,No Match,2021-01-29,153,12,0.0784313725490196,2,1,1,1
Cook,Norwood crossing Skilled Nursing,145974,2021-01-29,153,18,0.11764705882352941,1,0,1,1
Madison,Meridian Village,146142,2021-01-29,152,9,0.05921052631578947,1,0,1,1
DuPage,Bria of Westmont,145405,2021-01-29,152,29,0.19078947368421054,1,0,1,1
Monroe,Oak Hill,145445,2021-01-29,152,23,0.1513157894736842,1,0,1,1
DuPage,Winfield Woods Healthcare Center,146168,2021-01-29,151,6,0.039735099337748346,4,3,1,1
Cook,Fairmont Care,145867,2021-01-29,151,32,0.2119205298013245,1,1,0,1
McLean,Heritage Health of Normal,145732,2021-01-29,150,26,0.17333333333333334,1,0,1,1
Cook,Avantara Evergreen Park,145734,2021-01-29,149,25,0.16778523489932887,2,1,1,1
Kane,Bria of Geneva,146067,2021-01-29,147,30,0.20408163265306123,2,2,0,1
Rock Island,Centennial Care Center (#2),No Match,2021-01-29,147,19,0.1292517006802721,1,0,1,1
LaSalle,Heritage Health Mendota,145151,2021-01-29,145,25,0.1724137931034483,2,2,0,1
Coles,Mattoon Rehabilitation and Health Care Center,No Match,2021-01-29,144,19,0.13194444444444445,1,1,0,1
McHenry,The Fountains at Crystal Lake (#3),No Match,2021-01-29,144,7,0.04861111111111111,1,0,1,1
Lake,Warren Barr Lincolnshire,146028,2021-01-29,143,7,0.04895104895104895,2,1,1,1
Rock Island,Heartland Healthcare Center Moline,145027,2021-01-29,142,19,0.13380281690140844,1,0,1,1
Cook,Midway Neuro and Rehab,145778,2021-01-29,142,12,0.08450704225352113,1,1,0,1
Lake,Hillcrest Retirement Village,146130,2021-01-29,141,20,0.14184397163120568,1,1,0,1
Macon,Imboden Creek,No Match,2021-01-29,139,9,0.06474820143884892,1,0,1,1
Cook,Warren Barr South Loop,145632,2021-01-29,139,10,0.07194244604316546,1,0,1,1
DuPage,Alden Estates of Naperville,145582,2021-01-29,139,23,0.16546762589928057,3,2,1,1
Cook,Harmony Healthcare and Rehab,145775,2021-01-29,138,29,0.21014492753623187,2,1,1,1
Cook,Uptown Health Center,145881,2021-01-29,138,20,0.14492753623188406,2,1,1,1
Peoria,Sharon Healthcare Willows,14E888,2021-01-29,138,7,0.050724637681159424,1,0,1,1
St. Clair,Freeburg  Care  Center,No Match,2021-01-29,137,12,0.08759124087591241,1,0,1,1
Cook,Meadowbrook Manor,145710,2021-01-29,137,24,0.17518248175182483,2,1,1,1
Cook,Alden Town Manor Rehabilitation & Health Care Cent,145736,2021-01-29,135,27,0.2,1,0,1,1
Richland,Richland Nursing and Rehab,145135,2021-01-29,134,18,0.13432835820895522,1,0,1,1
Knox,Seminary Manor,145598,2021-01-29,134,21,0.15671641791044777,1,0,1,1
Tazewell,Apostolic Christian Restmor,145436,2021-01-29,134,12,0.08955223880597014,2,1,1,1
Winnebago,Alden Park Strathmoor,145259,2021-01-29,134,18,0.13432835820895522,1,0,1,1
Will,St James Manor,145611,2021-01-29,133,31,0.23308270676691728,1,0,1,1
Cook,Carlton at the Lake,145679,2021-01-29,133,21,0.15789473684210525,2,1,1,1
Sangamon,Lewis Memorial Christian Village,146026,2021-01-29,133,18,0.13533834586466165,1,0,1,1
Cook,Alden Lakeland,145450,2021-01-29,132,5,0.03787878787878788,3,2,1,1
Madison,University Care Center,145985,2021-01-29,132,15,0.11363636363636363,3,2,1,1
Bureau,Aperion Care Spring Valley,No Match,2021-01-29,132,15,0.11363636363636363,1,0,1,1
Will,Salem Village NH,145618,2021-01-29,130,8,0.06153846153846154,1,0,1,1
Will,symphony of joliet,145372,2021-01-29,130,25,0.19230769230769232,1,1,0,1
Cook,Mosaic of Lakeshore,145244,2021-01-29,130,29,0.2230769230769231,2,1,1,1
Cook,Bellwood Developmental Center,No Match,2021-01-29,129,2,0.015503875968992248,1,0,1,1
St. Clair,Caseyville Care Center2,145585,2021-01-29,129,10,0.07751937984496124,1,0,1,1
Kane,Asbury Gardens,146170,2021-01-29,129,22,0.17054263565891473,3,2,1,1
Champaign,Champaign Urbana Nursing and Rehab,145439,2021-01-29,129,11,0.08527131782945736,1,0,1,1
Randolph,Red Bud Regional Care Center,145309,2021-01-29,128,12,0.09375,1,0,1,1
Cook,Center Home for Hispanic Elderly,146062,2021-01-29,127,30,0.23622047244094488,1,0,1,1
Madison,Care Center at Center Grove,145846,2021-01-29,127,9,0.07086614173228346,2,1,1,1
Cook,The Grove of Northbrook,145809,2021-01-29,127,9,0.07086614173228346,2,1,1,1
St. Clair,Mercy,No Match,2021-01-29,126,23,0.18253968253968253,1,0,1,1
Kane,Symphony of Orchard Valley,145473,2021-01-29,126,24,0.19047619047619047,2,2,0,1
Greene,White Hall Nursing and Rehab,145519,2021-01-29,126,25,0.1984126984126984,1,0,1,1
Cook,Ambassador Nursing,145343,2021-01-29,125,9,0.072,2,1,1,1
Lee,Jack Mabley Developmental Center,No Match,2021-01-29,125,1,0.008,2,2,0,1
Sangamon,Heritage Health Springfield,145229,2021-01-29,125,19,0.152,2,1,1,1
Lake,Rolling Hills Manor,145443,2021-01-29,125,19,0.152,3,1,2,1
Cook,Ludeman Center,No Match,2021-01-29,125,0,0.0,1,0,1,1
Cook,Pearl of Rolling Meadows,145350,2021-01-29,124,11,0.08870967741935484,2,1,1,1
Cook,Addolorata Villa,145724,2021-01-29,124,21,0.1693548387096774,2,1,1,1
Williamson,Shawnee Senior Living,146036,2021-01-29,124,19,0.1532258064516129,2,1,1,1
Cook,Golfview Developmental Center,No Match,2021-01-29,123,11,0.08943089430894309,1,1,0,1
Sangamon,Villa East,145721,2021-01-29,122,26,0.21311475409836064,1,1,0,1
Cook,Aperion Care Forest Park,145969,2021-01-29,122,18,0.14754098360655737,2,1,1,1
Marion,Odin Care Center,145649,2021-01-29,121,17,0.14049586776859505,1,0,1,1
Macon,Villa Clara Post Acute,145965,2021-01-29,121,13,0.10743801652892562,2,2,0,1
DuPage,Burgess Square Healthcare & Rehab Center,145219,2021-01-29,119,10,0.08403361344537816,2,1,1,1
Will,Beecher Manor,145538,2021-01-29,119,18,0.15126050420168066,1,0,1,1
Cook,Presence Resurrection Life Center,145960,2021-01-29,119,22,0.18487394957983194,1,0,1,1
Cook,Citadel of Waterford,No Match,2021-01-29,119,22,0.18487394957983194,3,2,1,1
Williamson,Parkway Manor,145841,2021-01-29,118,24,0.2033898305084746,1,0,1,1
Washington,Friendship Manor Health Care,No Match,2021-01-29,118,17,0.1440677966101695,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2021-01-29,118,18,0.15254237288135594,1,1,0,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2021-01-29,118,17,0.1440677966101695,1,0,1,1
Cook,Grosse Pointe Manor,145999,2021-01-29,117,25,0.21367521367521367,1,1,0,1
Ogle,Generations at Neighbors,145440,2021-01-29,117,22,0.18803418803418803,1,1,0,1
Cook,Austin Oasis,145834,2021-01-29,117,16,0.13675213675213677,2,0,2,1
Will,Spring Creek Nursing Home,146172,2021-01-29,117,13,0.1111111111111111,2,1,1,1
Sangamon,Brother James Court,No Match,2021-01-29,117,4,0.03418803418803419,1,1,0,1
Cook,Kensington Place Nursing And Rehabilitation Center,145829,2021-01-29,116,12,0.10344827586206896,2,1,1,1
Cook,ManorCare ElkGrove Village,145689,2021-01-29,116,25,0.21551724137931033,1,1,0,1
Cook,South Suburban Rehab Center,146132,2021-01-29,116,20,0.1724137931034483,2,1,1,1
St. Clair,Colonnade2,No Match,2021-01-29,116,6,0.05172413793103448,1,0,1,1
Rock Island,Illini Restorative Care,145703,2021-01-29,116,12,0.10344827586206896,2,1,1,1
Cook,Lieberman Geriatric Center,145931,2021-01-29,115,18,0.1565217391304348,2,1,1,1
Cook,BRIA of Chicago Heights,145898,2021-01-29,113,2,0.017699115044247787,2,1,1,1
Knox,Knox County Nursing Home,145697,2021-01-29,113,22,0.19469026548672566,2,1,1,1
Kane,Aperion Care,No Match,2021-01-29,112,14,0.125,2,1,1,1
Rock Island,Friendship Manor (#3),No Match,2021-01-29,112,22,0.19642857142857142,1,1,0,1
Lake,Kiley Development Center,No Match,2021-01-29,112,3,0.026785714285714284,2,1,1,1
Cook,Lincolnwood Place,145786,2021-01-29,112,31,0.2767857142857143,2,1,1,1
Marion,Fireside House of Centralia,145791,2021-01-29,111,12,0.10810810810810811,1,0,1,1
Lawrence,Aperion HealthCare,No Match,2021-01-29,111,5,0.04504504504504504,1,0,1,1
Cook,Smith Village,145904,2021-01-29,111,14,0.12612612612612611,2,1,1,1
Whiteside,Exceptional Care and Training Center,No Match,2021-01-29,111,5,0.04504504504504504,1,0,1,1
McLean,McLean County Nursing Home,145494,2021-01-29,111,15,0.13513513513513514,2,1,1,1
Madison,Stearns Nursing and Rehabilitation Center,145847,2021-01-29,111,20,0.18018018018018017,1,1,0,1
Macoupin,Sunrise Skilled Nursing Facility,145783,2021-01-29,110,26,0.23636363636363636,2,1,1,1
Cook,Avanti Wellness & Rehabilitation,No Match,2021-01-29,110,16,0.14545454545454545,1,1,0,1
Bureau,Aperion Care- Princeton,145437,2021-01-29,110,9,0.08181818181818182,1,0,1,1
Madison,Eden Village Care Center,145384,2021-01-29,110,28,0.2545454545454545,3,2,1,1
Cook,Southpoint Nsg and Rehab,145914,2021-01-29,110,11,0.1,2,1,1,1
Cook,Windsor Estates,145967,2021-01-29,109,23,0.21100917431192662,1,1,0,1
DuPage,Windsor Park Manor,No Match,2021-01-29,109,21,0.1926605504587156,1,0,1,1
Cook,Pine Crest Nursing,No Match,2021-01-29,109,13,0.11926605504587157,1,0,1,1
Madison,Edwardsville Care Center,145555,2021-01-29,108,22,0.2037037037037037,2,1,1,1
Will,Lakewood Nursing Home,145761,2021-01-29,108,8,0.07407407407407407,3,2,1,1
LaSalle,Heritage Health Peru,145044,2021-01-29,108,11,0.10185185185185185,1,0,1,1
Cook,Lutheran Home,145768,2021-01-29,108,12,0.1111111111111111,2,1,1,1
Carroll,Big Meadows Nursing Home,14E701,2021-01-29,107,9,0.08411214953271028,1,1,0,1
Lake,Aperion Care Highwood,145936,2021-01-29,106,13,0.12264150943396226,2,1,1,1
Morgan,Aperion Care Jacksonville,145928,2021-01-29,106,9,0.08490566037735849,2,1,1,1
Cook,The Clare,146141,2021-01-29,106,0,0.0,3,2,1,1
Lake,Elevate Care Riverwoods,145304,2021-01-29,105,17,0.1619047619047619,2,1,1,1
Madison,Liberty Village,No Match,2021-01-29,105,11,0.10476190476190476,1,0,1,1
Shelby,Shelbyville Manor,145441,2021-01-29,105,11,0.10476190476190476,2,1,1,1
Peoria,Heritage Health,No Match,2021-01-29,104,19,0.18269230769230768,1,1,0,1
Whiteside,Resthave Care and Rehabilitation,146177,2021-01-29,104,16,0.15384615384615385,1,0,1,1
Cook,Central Nursing Home,145648,2021-01-29,104,17,0.16346153846153846,2,1,1,1
Cook,Bella Terra Morton Grove,145198,2021-01-29,104,16,0.15384615384615385,2,1,1,1
St. Clair,Four Fountains,No Match,2021-01-29,104,31,0.2980769230769231,1,1,0,1
DeKalb,Bethany Rehab and Health Care Center #2,145958,2021-01-29,104,10,0.09615384615384616,1,0,1,1
Cook,Astoria Place of Chicago,145634,2021-01-29,104,20,0.19230769230769232,1,1,0,1
Will,Lakeshore Rehab & Healthcare,145694,2021-01-29,103,10,0.0970873786407767,2,1,1,1
DuPage,Oakbrook Care,145458,2021-01-29,103,24,0.23300970873786409,1,1,0,1
Knox,Serenity of Galesburg,145987,2021-01-29,103,5,0.04854368932038835,1,0,1,1
Massac,Southgate Nursing and Rehab,No Match,2021-01-29,103,23,0.22330097087378642,1,0,1,1
Madison,Granite Nursing and Rehabilitation Center,146075,2021-01-29,103,26,0.2524271844660194,2,1,1,1
LaSalle,Aperion Care Marseilles,145295,2021-01-29,103,13,0.1262135922330097,2,1,1,1
Lake,Warren Barr North Shore,145923,2021-01-29,103,19,0.18446601941747573,2,1,1,1
Rock Island,St. Anthonys Continue Care,145387,2021-01-29,103,19,0.18446601941747573,2,1,1,1
Cook,Wesley Place,145591,2021-01-29,103,9,0.08737864077669903,2,1,1,1
St. Clair,Bria of Cahokia,145613,2021-01-29,102,4,0.0392156862745098,2,1,1,1
DuPage,The Pearl Naperville,No Match,2021-01-29,102,3,0.029411764705882353,2,1,1,1
Adams,St Vincents Nursing Home,145457,2021-01-29,101,17,0.16831683168316833,1,0,1,1
Christian,taylorville care center,145502,2021-01-29,101,16,0.15841584158415842,1,0,1,1
DuPage,Lexington of Bloomingdale,145638,2021-01-29,101,22,0.21782178217821782,2,1,1,1
Tazewell,Pekin Manor SNF,No Match,2021-01-29,101,7,0.06930693069306931,1,0,1,1
Cook,Generations at Elmwood Park,145419,2021-01-29,101,19,0.18811881188118812,2,1,1,1
Cook,Aperion Care Oak Lawn,145197,2021-01-29,101,22,0.21782178217821782,1,1,0,1
Will,Frankfort Terrace,140E213,2021-01-29,101,4,0.039603960396039604,1,1,0,1
Morgan,Heritage Health Care Center,No Match,2021-01-29,100,24,0.24,1,0,1,1
Jersey,Liberty Village of Jerseyville,No Match,2021-01-29,100,18,0.18,1,1,0,1
Boone,Maple Crest Care Center,145990,2021-01-29,100,23,0.23,1,0,1,1
Cook,Lakeview Nursing and Rehab,145654,2021-01-29,100,22,0.22,2,0,2,1
DuPage,Arista Healthcare Naperville,145358,2021-01-29,99,4,0.04040404040404041,3,2,1,1
Lake,Symphony Buffalo Grove,145819,2021-01-29,99,10,0.10101010101010101,1,1,0,1
Cook,Landmark of Des Plaines,145334,2021-01-29,99,22,0.2222222222222222,3,2,1,1
Cook,Prairie Manor Rehab and Nursing,145629,2021-01-29,99,19,0.1919191919191919,2,1,1,1
Cook,Atrium Health Care Center,145479,2021-01-29,99,10,0.10101010101010101,1,0,1,1
DuPage,The Grove of Elmhurst,145339,2021-01-29,98,15,0.15306122448979592,1,0,1,1
Madison,Integrity Healthcare of Wood River,No Match,2021-01-29,98,7,0.07142857142857142,1,0,1,1
Montgomery,Montgomery Nursing And Rehab,No Match,2021-01-29,98,9,0.09183673469387756,1,0,1,1
Pike,Liberty Village of Pittsfield,No Match,2021-01-29,97,8,0.08247422680412371,1,0,1,1
Sangamon,Aperion Care Capitol,145160,2021-01-29,97,8,0.08247422680412371,2,2,0,1
Cook,Chalet Living And Rehab Center,145670,2021-01-29,97,14,0.14432989690721648,1,1,0,1
Cook,Beacon Care Center,145776,2021-01-29,96,14,0.14583333333333334,2,1,1,1
Cook,Presbyterian Westminster Homes,No Match,2021-01-29,96,7,0.07291666666666667,1,0,1,1
DuPage,Terra Vista of Oakbrook Terrace,No Match,2021-01-29,96,12,0.125,2,1,1,1
Coles,Charleston Rehab and Healthcare,145636,2021-01-29,95,17,0.17894736842105263,1,1,0,1
Cook,Presence Villa Scalabrini Nursing&Rehab Center,145956,2021-01-29,95,23,0.24210526315789474,1,1,0,1
Cook,Lexington Health Care Orland Park,145899,2021-01-29,95,19,0.2,2,1,1,1
Macon,Fairhavens Senior Living,145422,2021-01-29,95,21,0.22105263157894736,1,1,0,1
Will,Parc of Joliet,No Match,2021-01-29,94,10,0.10638297872340426,1,0,1,1
Cook,Manor Care Palos Heights East,145607,2021-01-29,94,15,0.1595744680851064,1,0,1,1
St. Clair,St Pauls2,No Match,2021-01-29,94,15,0.1595744680851064,1,0,1,1
Cook,Elevate Care Northbrook,145171,2021-01-29,94,18,0.19148936170212766,1,1,0,1
Mason,Mason City Area Nursing Home,145616,2021-01-29,94,12,0.1276595744680851,1,1,0,1
Cook,Elevate Care North Branch,No Match,2021-01-29,94,9,0.09574468085106383,1,0,1,1
Cook,Dobson Plaza,145122,2021-01-29,94,21,0.22340425531914893,2,1,1,1
De Witt,Liberty Village,No Match,2021-01-29,93,18,0.1935483870967742,1,0,1,1
Peoria,Sharon Healthcare Pines,No Match,2021-01-29,93,2,0.021505376344086023,1,0,1,1
Lake,Wauconda Care,145887,2021-01-29,93,16,0.17204301075268819,2,1,1,1
Madison,Elmwood Nursing and Rehab,145858,2021-01-29,93,4,0.043010752688172046,2,1,1,1
Peoria,Sharon Healthcare - Woods,No Match,2021-01-29,93,2,0.021505376344086023,1,0,1,1
DuPage,Alden Valley Ridge,145379,2021-01-29,92,25,0.2717391304347826,2,1,1,1
Cook,Generations At Oakton,145626,2021-01-29,92,20,0.21739130434782608,2,1,1,1
White,Wabash Christian Retirement,146019,2021-01-29,92,17,0.18478260869565216,1,0,1,1
Livingston,Fairview Haven,No Match,2021-01-29,92,10,0.10869565217391304,1,0,1,1
Macoupin,Carlinville Rehabilitation and Healthcare Center,No Match,2021-01-29,92,2,0.021739130434782608,1,0,1,1
Cook,Lemont Center,145901,2021-01-29,92,13,0.14130434782608695,1,0,1,1
Will,Senior Star At Weber Place,No Match,2021-01-29,91,4,0.04395604395604396,1,0,1,1
Peoria,Sharon Healthcare Elms,146098,2021-01-29,91,10,0.10989010989010989,2,1,1,1
Cook,Countryside Nursing and Rehab Center,145798,2021-01-29,91,11,0.12087912087912088,2,1,1,1
Jefferson,Mt. Vernon Healthcare Center,14E812,2021-01-29,91,17,0.18681318681318682,1,1,0,1
Montgomery,Hillsboro Rehab And Healthcare,145500,2021-01-29,91,11,0.12087912087912088,1,0,1,1
Wayne,Aperion Care,No Match,2021-01-29,90,12,0.13333333333333333,1,0,1,1
St. Clair,Cedar Ridge2,No Match,2021-01-29,90,3,0.03333333333333333,1,0,1,1
Cook,Buckingham Pavilion,145285,2021-01-29,90,13,0.14444444444444443,2,1,1,1
Winnebago,Medina Nursing Center,No Match,2021-01-29,90,7,0.07777777777777778,1,0,1,1
McHenry,Alden Terrace of McHenry,145453,2021-01-29,90,13,0.14444444444444443,1,0,1,1
Cook,Community Care Nursing Home,146164,2021-01-29,90,9,0.1,2,1,1,1
DeKalb,DeKalb County Rehab and Nursing,145547,2021-01-29,89,6,0.06741573033707865,2,1,1,1
Boone,Symphony Northwoods,No Match,2021-01-29,89,16,0.1797752808988764,1,1,0,1
Cook,Landmark of Richton Park,145424,2021-01-29,89,9,0.10112359550561797,2,1,1,1
Cook,The Grove of Evanston,145011,2021-01-29,89,19,0.21348314606741572,1,1,0,1
Cook,Arbour Health Care Center,146169,2021-01-29,89,3,0.033707865168539325,3,1,2,1
St. Clair,Autumn Meadows,145581,2021-01-29,88,5,0.056818181818181816,1,0,1,1
DuPage,Brookdale Lisle,146061,2021-01-29,88,10,0.11363636363636363,3,2,1,1
Cook,Central Baptist Village,145853,2021-01-29,88,12,0.13636363636363635,2,1,1,1
Cook,Alden Lincoln Park Rehab,145126,2021-01-29,88,13,0.14772727272727273,2,1,1,1
Winnebago,Ascension St Anne Center,145563,2021-01-29,88,15,0.17045454545454544,1,1,0,1
Stephenson,Manor Court,No Match,2021-01-29,88,16,0.18181818181818182,1,0,1,1
Ford,Accolade Senior Living,No Match,2021-01-29,87,9,0.10344827586206896,1,0,1,1
St. Clair,Integrity Care of Belleville2,No Match,2021-01-29,87,5,0.05747126436781609,1,0,1,1
Winnebago,Forest City Rehab and Nursing,145937,2021-01-29,87,9,0.10344827586206896,2,1,1,1
Cook,Alden PoplarCreek,145403,2021-01-29,87,26,0.2988505747126437,1,1,0,1
Cook,BELHAVEN NURSING AND REHABILITATION,No Match,2021-01-29,87,4,0.04597701149425287,1,0,1,1
Sangamon,St. Josephs Home,No Match,2021-01-29,87,9,0.10344827586206896,1,1,0,1
Randolph,Coulterville Rehabilitation & Health Care Center,145993,2021-01-29,87,18,0.20689655172413793,3,2,1,1
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,145257,2021-01-29,86,15,0.1744186046511628,1,1,0,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2021-01-29,86,9,0.10465116279069768,1,0,1,1
Tazewell,Lakeside Rehab,No Match,2021-01-29,86,11,0.12790697674418605,1,1,0,1
Will,Harbor Chase of Plainfield,No Match,2021-01-29,85,4,0.047058823529411764,2,1,1,1
Cook,Birchwood Plaza Nursing-Rehab,145532,2021-01-29,85,15,0.17647058823529413,1,1,0,1
Lake,Thrive of Lake County,145460,2021-01-29,85,5,0.058823529411764705,1,0,1,1
Cook,Asbury Senior Living,No Match,2021-01-29,85,10,0.11764705882352941,1,0,1,1
Will,Smith Crossing,146110,2021-01-29,85,2,0.023529411764705882,3,2,1,1
St. Clair,Lebanon Care Center,145897,2021-01-29,85,13,0.15294117647058825,1,0,1,1
Clinton,Carlyle HealthCare Center,145729,2021-01-29,85,15,0.17647058823529413,1,1,0,1
Cook,Citadel of Northbrook,145982,2021-01-29,84,16,0.19047619047619047,1,1,0,1
Cook,MADO Healthcare Uptown,146191,2021-01-29,84,9,0.10714285714285714,1,0,1,1
Kankakee,Citadel of Kankakee,145043,2021-01-29,84,2,0.023809523809523808,1,0,1,1
Cook,Generations at Applewood,145781,2021-01-29,83,20,0.24096385542168675,1,1,0,1
Cook,Elevate Care Irving Park,145415,2021-01-29,83,13,0.1566265060240964,2,1,1,1
Woodford,Apostolic Christian Home Eureka,No Match,2021-01-29,83,10,0.12048192771084337,1,0,1,1
Union,Integrity of Anna,146006,2021-01-29,82,13,0.15853658536585366,1,1,0,1
DeKalb,Pine Acres,145261,2021-01-29,82,12,0.14634146341463414,1,1,0,1
Kane,Citadel of Elgin,145004,2021-01-29,82,11,0.13414634146341464,2,1,1,1
Cook,ManorCare Oak Lawn West,145087,2021-01-29,82,18,0.21951219512195122,1,1,0,1
Winnebago,River Bluff Nursing Home,145771,2021-01-29,82,10,0.12195121951219512,2,2,0,1
Cook,Montgomery Place,145748,2021-01-29,82,4,0.04878048780487805,2,2,0,1
Cook,Warren Barr Lincoln Park,145875,2021-01-29,82,11,0.13414634146341464,2,1,1,1
Cook,Randolph County Care Center,No Match,2021-01-29,82,13,0.15853658536585366,1,0,1,1
Cook,Alden Estates of Northmoor,145888,2021-01-29,81,19,0.2345679012345679,1,0,1,1
Winnebago,Carriage Rehab and Healthcare,No Match,2021-01-29,81,6,0.07407407407407407,1,0,1,1
Cook,Presence Nazarethville,146180,2021-01-29,81,12,0.14814814814814814,2,1,1,1
Vermilion,Illiana Va Medical,No Match,2021-01-29,81,5,0.06172839506172839,1,0,1,1
DuPage,Abbington Rehab & Nursing Center,146065,2021-01-29,80,6,0.075,2,1,1,1
Will,Victorian Village,146178,2021-01-29,80,9,0.1125,2,1,1,1
Clark,Heartland Manor Nursing home,No Match,2021-01-29,80,18,0.225,1,0,1,1
