County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths
Cook,Aperion Care Evanston,25,2,Closed,2020-08-21,0.08
Cook,Aperion Care Forest Park,44,4,Open,2020-08-21,0.09090909090909091
Cook,Aperion Care International of Chicago,144,25,Open,2020-08-21,0.1736111111111111
Cook,Aperion Care Midlothian,5,0,Open,2020-08-21,0.0
Cook,Aperion Care Oak Lawn,100,21,Open,2020-08-21,0.21
Cook,Aperion Care Plum Grove,58,19,Open,2020-08-21,0.3275862068965517
Cook,Aperion Care West Ridge,33,13,Open,2020-08-21,0.3939393939393939
Cook,Arbour Health Care Center,58,3,Closed,2020-08-21,0.05172413793103448
Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,2020-08-21,0.11764705882352941
Cook,Arden Courts of Elk Grove,31,8,Open,2020-08-21,0.25806451612903225
Cook,Arden Courts of Palos Heights,55,10,Open,2020-08-21,0.18181818181818182
Cook,Artis Senior Living of Lakeview,34,8,Open,2020-08-21,0.23529411764705882
Cook,Asbury Court Senior Living,7,1,Open,2020-08-21,0.14285714285714285
Cook,Aspire Living Prospect Heights,13,1,Open,2020-08-21,0.07692307692307693
Cook,Astoria Place of Chicago,104,20,Closed,2020-08-21,0.19230769230769232
Cook,Atria Glenview,5,0,Open,2020-08-21,0.0
Cook,Atrium Health Care Center,99,10,Closed,2020-08-21,0.10101010101010101
Cook,Austin Oasis,99,15,Open,2020-08-21,0.15151515151515152
Cook,Autumn Green at Wright Campus,2,0,Open,2020-08-21,0.0
Cook,Avantara Evergreen Park,87,21,Open,2020-08-21,0.2413793103448276
Cook,Avantara Park Ridge,4,2,Open,2020-08-21,0.5
Cook,Avanti Wellness & Rehabilitation ,108,17,Open,2020-08-21,0.1574074074074074
Cook,Avenues to Independence,11,0,Closed,2020-08-21,0.0
Cook,Balmoral Home,20,0,Open,2020-08-21,0.0
Cook,Barton Senior Living,2,0,Closed,2020-08-21,0.0
Cook,Beacon Care Center,82,14,Closed,2020-08-21,0.17073170731707318
Cook,Beechwood Manor,3,0,Open,2020-08-21,0.0
Cook,Bella Terra Morton Grove,70,11,Open,2020-08-21,0.15714285714285714
Cook,Bella Terra Streamwood,16,3,Open,2020-08-21,0.1875
Cook,Bella Terra Wheeling,83,15,Open,2020-08-21,0.18072289156626506
Cook,Bellhaven Nursing and Rehabilitation,93,9,Open,2020-08-21,0.0967741935483871
Cook,Bellwood Development Center,2,0,Closed,2020-08-21,0.0
Cook,Belmont Oak Park,6,2,Closed,2020-08-21,0.3333333333333333
Cook,Belmont Village Senior Living of Glenview,26,5,Open,2020-08-21,0.19230769230769232
Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,2020-08-21,0.75
Cook,Bethesda Rehab and Senior Care,48,6,Open,2020-08-21,0.125
Cook,Bickford of Tinley Park,2,0,Open,2020-08-21,0.0
Cook,Birchwood Plaza Nursing-Rehab,86,15,Open,2020-08-21,0.1744186046511628
Cook,Brandel Care Center,10,0,Open,2020-08-21,0.0
Cook,Bria Forest Edge,142,2,Open,2020-08-21,0.014084507042253521
Cook,BRIA of Chicago Heights,60,1,Open,2020-08-21,0.016666666666666666
Cook,Bria of Palos Hills,102,18,Open,2020-08-21,0.17647058823529413
Cook,Bria Place of Indian Head Park,32,7,Open,2020-08-21,0.21875
Cook,Bria River Oaks,103,2,Open,2020-08-21,0.019417475728155338
Cook,Bridgeview HC,64,15,Open,2020-08-21,0.234375
Cook,Brookdale Assisted living,5,1,Closed,2020-08-21,0.2
Cook,Brookdale Des Plaines,21,6,Open,2020-08-21,0.2857142857142857
Cook,Brookdale Hoffman Estates,11,0,Open,2020-08-21,0.0
Cook,Brookdale - Lake Shore,8,0,Open,2020-08-21,0.0
Cook,Brookdale Northbrook ,5,3,Open,2020-08-21,0.6
Cook,Brookdale Orland Park,15,6,Open,2020-08-21,0.4
Cook,Brookdale Prospect Heights,6,0,Open,2020-08-21,0.0
Cook,Bryn Mawr Care,13,0,Open,2020-08-21,0.0
Cook,Buckingham Pavilion,72,13,Closed,2020-08-21,0.18055555555555555
Cook,Burbank Rehab - Vera Care Stickney,40,11,Open,2020-08-21,0.275
Cook,California Gardens Nursing and Rehabilitation Cent,155,5,Open,2020-08-21,0.03225806451612903
Cook,Calumet City Terrace,3,0,Open,2020-08-21,0.0
Cook,Carlton at the Lake,112,19,Closed,2020-08-21,0.16964285714285715
Cook,Center Home for Hispanic Elderly,112,30,Open,2020-08-21,0.26785714285714285
Cook,Central Baptist Village,13,1,Open,2020-08-21,0.07692307692307693
Cook,Central Nursing Home,108,17,Open,2020-08-21,0.1574074074074074
Cook,Chalet Living And Rehab Center,98,14,Open,2020-08-21,0.14285714285714285
Cook,Chicago Ridge Nursing and Rehab,54,16,Open,2020-08-21,0.2962962962962963
Cook,Citadel of Northbrook,37,2,Open,2020-08-21,0.05405405405405406
Cook,Citadel of Skokie,9,2,Closed,2020-08-21,0.2222222222222222
Cook,Citadel of Warren Park,22,4,Closed,2020-08-21,0.18181818181818182
Cook,Citadel of Waterford,64,13,Open,2020-08-21,0.203125
Cook,Citadel of Wilmette,18,5,Open,2020-08-21,0.2777777777777778
Cook,City View Multi Care Center,253,14,Open,2020-08-21,0.05533596837944664
Cook,Clark Manor,124,15,Closed,2020-08-21,0.12096774193548387
Cook,Clearbrook Center,44,7,Closed,2020-08-21,0.1590909090909091
Cook,Clearbrook West,3,0,Closed,2020-08-21,0.0
Cook,Clear Oaks Senior Living,3,0,Open,2020-08-21,0.0
Cook,Community Care Nursing Home,80,10,Open,2020-08-21,0.125
Cook,Continental Nursing and Rehabilitation Center,76,12,Open,2020-08-21,0.15789473684210525
Cook,Country Club Terrace,10,0,Open,2020-08-21,0.0
Cook,Countryside Nursing and Rehab Center,64,11,Open,2020-08-21,0.171875
Cook,Covenant Enabling Residence,5,0,Closed,2020-08-21,0.0
Cook,Covenant Home of Chicago,2,0,Open,2020-08-21,0.0
Cook,Crestwood Terrace,2,0,Open,2020-08-21,0.0
Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,2020-08-21,0.6666666666666666
Cook,Dobson Plaza,78,21,Open,2020-08-21,0.2692307692307692
Cook,Edward Hines VA Community Living Center,23,3,Open,2020-08-21,0.13043478260869565
Cook,Elevate Care Chicago North,176,34,Closed,2020-08-21,0.19318181818181818
Cook,Elevate Care Irving Park,73,13,Open,2020-08-21,0.1780821917808219
Cook,Elevate Care Niles,14,5,Open,2020-08-21,0.35714285714285715
Cook,Elevate Care Northbrook,74,16,Open,2020-08-21,0.21621621621621623
Cook,Elevate Care South Holland,19,6,Open,2020-08-21,0.3157894736842105
Cook,Elevate Saint Andrew,42,9,Open,2020-08-21,0.21428571428571427
Cook,Emerald Place Memory Care,11,2,Open,2020-08-21,0.18181818181818182
Cook,Estates of Hyde Park,56,12,Open,2020-08-21,0.21428571428571427
Cook,Evergreen Senior Living,10,4,Open,2020-08-21,0.4
Cook,Fairmont Care,151,32,Closed,2020-08-21,0.2119205298013245
Cook,Foster Health & Rehab,32,7,Closed,2020-08-21,0.21875
Cook,Franciscan Village,5,0,Open,2020-08-21,0.0
Cook,Friendship Village LTC,23,5,Open,2020-08-21,0.21739130434782608
Cook,Generations at Applewood,82,19,Open,2020-08-21,0.23170731707317074
Cook,Generations at Elmwood Park,89,19,Open,2020-08-21,0.21348314606741572
Cook,Generations At Oakton,62,13,Open,2020-08-21,0.20967741935483872
Cook,Generations at Regency,129,33,Open,2020-08-21,0.2558139534883721
Cook,Glenview Terrace,196,35,Open,2020-08-21,0.17857142857142858
Cook,Glenwood Health Care & Rehab,88,5,Open,2020-08-21,0.056818181818181816
Cook,Golfview Developmental Center,123,11,Closed,2020-08-21,0.08943089430894309
Cook,Good Shepherd Manor,3,1,Closed,2020-08-21,0.3333333333333333
Cook,Grace Point Place Memory Care,25,8,Open,2020-08-21,0.32
Cook,Greek American Rehab & Care,28,2,Open,2020-08-21,0.07142857142857142
Cook,Greenview Place Senior Living,4,0,Open,2020-08-21,0.0
Cook,Grosse Pointe Manor,116,23,Open,2020-08-21,0.19827586206896552
Cook,Harbor House Memory Care,36,12,Open,2020-08-21,0.3333333333333333
Cook,Harmony Healthcare and Rehab,133,29,Open,2020-08-21,0.21804511278195488
Cook,Heartis Village of Orland Park,2,0,Open,2020-08-21,0.0
Cook,Heather Manor Nursing & Rehabilitation Center,23,4,Open,2020-08-21,0.17391304347826086
Cook,Helping Hands Center Countryside,2,0,Open,2020-08-21,0.0
Cook,Heritage Woods,5,0,Open,2020-08-21,0.0
Cook,Holy Family Villa,10,4,Open,2020-08-21,0.4
Cook,Inverness Health and Rehab,15,0,Open,2020-08-21,0.0
Cook,Jackson Park Assisted living,2,0,Open,2020-08-21,0.0
Cook,Kensington Place Nursing And Rehabilitation Center,15,2,Closed,2020-08-21,0.13333333333333333
Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),49,12,Open,2020-08-21,0.24489795918367346
Cook,Lakefront Nursing,19,0,Open,2020-08-21,0.0
Cook,Lakeview Nursing and Rehab,89,22,Open,2020-08-21,0.24719101123595505
Cook,Landmark of Des Plaines,95,22,Open,2020-08-21,0.23157894736842105
Cook,Landmark of Richton Park,48,9,Open,2020-08-21,0.1875
Cook,Lee Manor Rehab and Nursing,99,20,Open,2020-08-21,0.20202020202020202
Cook,Lemont Center,33,7,Open,2020-08-21,0.21212121212121213
Cook,Lexington Health Care Center of Chicago Ridge,9,0,Open,2020-08-21,0.0
Cook,Lexington Healthcare of La Grange,21,2,Open,2020-08-21,0.09523809523809523
Cook,Lexington healthcare of Schaumburg,27,3,Open,2020-08-21,0.1111111111111111
Cook,Lexington Health Care Orland Park,78,18,Open,2020-08-21,0.23076923076923078
Cook,Lexington of Chicago Ridge,23,12,Closed,2020-08-21,0.5217391304347826
Cook,Lieberman Geriatric Center,76,8,Open,2020-08-21,0.10526315789473684
Cook,Lincolnwood Place,39,15,Open,2020-08-21,0.38461538461538464
Cook,Little Sisters of the Poor/St. Marys Home,62,13,Closed,2020-08-21,0.20967741935483872
Cook,Little Village Nursing Home,41,8,Closed,2020-08-21,0.1951219512195122
Cook,Ludeman Developmental Center,263,9,Closed,2020-08-21,0.034220532319391636
Cook,Lutheran Home,56,9,Open,2020-08-21,0.16071428571428573
Cook,Lydia Health Care Center,23,3,Open,2020-08-21,0.13043478260869565
Cook,MacNeal Memorial Hospital Rehab/LTC,2,0,Open,2020-08-21,0.0
Cook,Madden Mental Health Center,9,0,Closed,2020-08-21,0.0
Cook,MADO Healthcare Uptown,84,9,Open,2020-08-21,0.10714285714285714
Cook,Manor Care at Arlington Heights,27,2,Open,2020-08-21,0.07407407407407407
Cook,ManorCare ElkGrove Village,111,24,Open,2020-08-21,0.21621621621621623
Cook,Manor Care Health Services-Homewood,52,15,Open,2020-08-21,0.28846153846153844
Cook,ManorCare Health Services-Palos Heights West,55,16,Open,2020-08-21,0.2909090909090909
Cook,Manor Care Oak Lawn EAST. Cook,61,12,Open,2020-08-21,0.19672131147540983
Cook,ManorCare Oak Lawn West,65,17,Open,2020-08-21,0.26153846153846155
Cook,ManorCare Palos Heights East,66,12,Open,2020-08-21,0.18181818181818182
Cook,Margaret Manor Central,12,1,Open,2020-08-21,0.08333333333333333
Cook,Mayfield Care Center,2,0,Open,2020-08-21,0.0
Cook,Mayfield Care Center,154,23,Closed,2020-08-21,0.14935064935064934
Cook,Meadowbrook Manor,80,13,Open,2020-08-21,0.1625
Cook,Mercy Circle,23,2,Open,2020-08-21,0.08695652173913043
Cook,Midway Neuro and Rehab,138,12,Open,2020-08-21,0.08695652173913043
Cook,Misericordia - Marian Center,5,0,Open,2020-08-21,0.0
Cook,Misericordia - McNerney House,6,0,Open,2020-08-21,0.0
Cook,Misericordia - Peteman House,5,0,Open,2020-08-21,0.0
Cook,Misericordia - Walsh House,2,0,Open,2020-08-21,0.0
Cook,Montgomery Place,38,4,Open,2020-08-21,0.10526315789473684
Cook,Mosaic of Lakeshore,113,28,Open,2020-08-21,0.24778761061946902
Cook,New City Supportive Living,2,0,Open,2020-08-21,0.0
Cook,Niles Nursing and Rehab Center,210,49,Open,2020-08-21,0.23333333333333334
Cook,Norridge Gardens,166,44,Open,2020-08-21,0.26506024096385544
Cook,Northbrook Inn Memory Care,18,10,Open,2020-08-21,0.5555555555555556
Cook,North Shore Place,10,0,Open,2020-08-21,0.0
Cook,Norwood crossing Skilled Nursing,95,18,Open,2020-08-21,0.18947368421052632
Cook,Oak Lawn Respiratory and Rehab,4,1,Open,2020-08-21,0.25
Cook,Oak Park Arms,9,2,Closed,2020-08-21,0.2222222222222222
Cook,Oak Park Brookdale,4,0,Open,2020-08-21,0.0
Cook,Oak Park Brookdale,14,1,Closed,2020-08-21,0.07142857142857142
Cook,Oak Park Oasis,29,11,Closed,2020-08-21,0.3793103448275862
Cook,PACTT Learning -Oak Park,16,0,Open,2020-08-21,0.0
Cook,Palos Heights Nursing and Rehab,52,10,Open,2020-08-21,0.19230769230769232
Cook,Park Lawn Residential Center,2,0,Open,2020-08-21,0.0
Cook,Parkshore Estates,21,1,Open,2020-08-21,0.047619047619047616
Cook,Park View Rehab,48,11,Open,2020-08-21,0.22916666666666666
Cook,Pauls House,49,6,Closed,2020-08-21,0.12244897959183673
Cook,Pearl of Rolling Meadows,5,0,Open,2020-08-21,0.0
Cook,Pershing Garden,13,4,Closed,2020-08-21,0.3076923076923077
Cook,Peterson Park Health Care,213,35,Closed,2020-08-21,0.1643192488262911
Cook,Pine Crest Healthcare,4,1,Open,2020-08-21,0.25
Cook,Plymouth Place Senior Living,54,11,Open,2020-08-21,0.2037037037037037
Cook,Praire Oasis South Holland,48,14,Open,2020-08-21,0.2916666666666667
Cook,Prairie Green at Dixie Crossing,17,6,Open,2020-08-21,0.35294117647058826
Cook,Prairie Green at Fays Point,11,3,Open,2020-08-21,0.2727272727272727
Cook,Prairie Manor Rehab and Nursing,29,12,Open,2020-08-21,0.41379310344827586
Cook,Presence Bethlehem Woods,2,0,Open,2020-08-21,0.0
Cook,Presence MaryHaven,13,4,Closed,2020-08-21,0.3076923076923077
Cook,Presence Nazarethville,26,6,Open,2020-08-21,0.23076923076923078
Cook,Presence Resurrection Life Center,14,1,Open,2020-08-21,0.07142857142857142
Cook,Presence St. Benedict,15,3,Open,2020-08-21,0.2
Cook,Presence Villa Scalabrini Nursing&Rehab Center,42,6,Open,2020-08-21,0.14285714285714285
Cook,Progressive Housing,7,3,Closed,2020-08-21,0.42857142857142855
Cook,Resurrection Nursing & rehab Center,51,8,Open,2020-08-21,0.1568627450980392
Cook,Revere Court of South Barrington,8,2,Open,2020-08-21,0.25
Cook,RML Specialty Hospital Hinsdale,16,1,Open,2020-08-21,0.0625
Cook,Selfhelp Home,41,4,Open,2020-08-21,0.0975609756097561
Cook,Sheridan Village,48,17,Open,2020-08-21,0.3541666666666667
Cook,Skokie Meadows,10,0,Open,2020-08-21,0.0
Cook,Smith Village,68,14,Closed,2020-08-21,0.20588235294117646
Cook,Southpoint Nsg and Rehab,81,11,Open,2020-08-21,0.13580246913580246
Cook,South Suburban Rehab Center,81,20,Open,2020-08-21,0.24691358024691357
Cook,Southview Manor,26,2,Open,2020-08-21,0.07692307692307693
Cook,St Joseph Home For the Elderly,11,0,Open,2020-08-21,0.0
Cook,St. Joseph Village of Chicago,6,0,Closed,2020-08-21,0.0
Cook,St. Mary of Providence in Chicago,16,0,Closed,2020-08-21,0.0
Cook,Summit of Uptown,55,15,Open,2020-08-21,0.2727272727272727
Cook,Sunrise of Flossmore,12,6,Open,2020-08-21,0.5
Cook,Sunrise of Lincoln Park,2,0,Open,2020-08-21,0.0
Cook,Sunrise of Park Ridge,48,10,Open,2020-08-21,0.20833333333333334
Cook,Sunrise of Schaumburg,28,4,Open,2020-08-21,0.14285714285714285
Cook,Sunrise Palos Park,3,1,Open,2020-08-21,0.3333333333333333
Cook,Symphony at 87th,171,34,Open,2020-08-21,0.19883040935672514
Cook,Symphony at Aria,31,7,Open,2020-08-21,0.22580645161290322
Cook,Symphony at Midway,218,27,Closed,2020-08-21,0.12385321100917432
Cook,Symphony of Bronzeville,57,16,Open,2020-08-21,0.2807017543859649
Cook,Symphony of Chicago West,53,7,Open,2020-08-21,0.1320754716981132
Cook,Symphony of Crestwood,40,5,Open,2020-08-21,0.125
Cook,Symphony of Evanston,25,1,Open,2020-08-21,0.04
Cook,Symphony of Hanover Park,22,2,Open,2020-08-21,0.09090909090909091
Cook,Symphony of Lincoln Park,185,30,Open,2020-08-21,0.16216216216216217
Cook,Symphony of Morgan Park,192,26,Open,2020-08-21,0.13541666666666666
Cook,Symphony of South Shore,185,28,Closed,2020-08-21,0.15135135135135136
Cook,Symphony Residences at Lincoln Park,6,0,Open,2020-08-21,0.0
Cook,The Admiral at the Lake,47,6,Open,2020-08-21,0.1276595744680851
Cook,The Auberge at Morton Grove,9,1,Open,2020-08-21,0.1111111111111111
Cook,The Carrington Linclonwood,41,4,Open,2020-08-21,0.0975609756097561
Cook,The Clare,3,0,Open,2020-08-21,0.0
Cook,The Clare,17,0,Closed,2020-08-21,0.0
Cook,The Grove of Berwyn,57,14,Open,2020-08-21,0.24561403508771928
Cook,The Grove of Evanston,85,18,Open,2020-08-21,0.21176470588235294
Cook,The Grove of La Grange,6,1,Open,2020-08-21,0.16666666666666666
Cook,The Grove of Northbrook,11,0,Open,2020-08-21,0.0
Cook,The Grove of Skokie,40,6,Open,2020-08-21,0.15
Cook,The Hartwell,14,0,Open,2020-08-21,0.0
Cook,The Mather Evanston,7,0,Closed,2020-08-21,0.0
Cook,The Mooring of Arlington heights,3,0,Open,2020-08-21,0.0
Cook,The Pointe of Kilpatrick ,38,6,Open,2020-08-21,0.15789473684210525
Cook,The Reserve at Arlington Heights,9,1,Open,2020-08-21,0.1111111111111111
Cook,The Sheridan of Park Ridge,9,3,Open,2020-08-21,0.3333333333333333
Cook,The Vine At Countryside,31,4,Open,2020-08-21,0.12903225806451613
Cook,Thornton Heights Terrace,2,0,Closed,2020-08-21,0.0
Cook,Three Crown Park ,48,8,Closed,2020-08-21,0.16666666666666666
Cook,Tri-States Nursing & rehab Center,40,5,Open,2020-08-21,0.125
Cook,Uptown Health Center,121,17,Open,2020-08-21,0.14049586776859505
Cook,Vi at the Glen,27,4,Open,2020-08-21,0.14814814814814814
Cook,Victory Center of Bartlett,3,0,Open,2020-08-21,0.0
Cook,Victory Centre of Riverwoods,9,4,Open,2020-08-21,0.4444444444444444
Cook,Victory Centre of Sierra Ridge,12,1,Open,2020-08-21,0.08333333333333333
Cook,Villa at Palos Heights,26,5,Open,2020-08-21,0.19230769230769232
Cook,Villa at South Holland,34,9,Open,2020-08-21,0.2647058823529412
Cook,Villa at Windsor Park,164,48,Open,2020-08-21,0.2926829268292683
Cook,Warren Barr Gold Coast,38,4,Open,2020-08-21,0.10526315789473684
Cook,Warren Barr Lincoln Park,59,11,Open,2020-08-21,0.1864406779661017
Cook,Warren Barr South Loop,42,3,Open,2020-08-21,0.07142857142857142
Cook,Waterfront Terrace,69,13,Closed,2020-08-21,0.18840579710144928
Cook,Waverly Inn Memory Care Community,18,8,Open,2020-08-21,0.4444444444444444
Cook,Weinberg Community for Senior Living,24,2,Open,2020-08-21,0.08333333333333333
Cook,Wesley Place,9,0,Open,2020-08-21,0.0
Cook,Westchester Health and Rehabilitation Center,46,12,Open,2020-08-21,0.2608695652173913
Cook,Westminster Place,16,0,Closed,2020-08-21,0.0
Cook,Westwood Manor,63,2,Closed,2020-08-21,0.031746031746031744
Cook,Windsor Estates,84,22,Open,2020-08-21,0.2619047619047619
Cook,Winston Manor,48,8,Closed,2020-08-21,0.16666666666666666
Cook,Woodbridge Nursing Pavilion,219,40,Closed,2020-08-21,0.182648401826484
Cumberland,Heartland Senior Living,34,3,Open,2020-08-21,0.08823529411764706
DeKalb,Bethany Rehabilitation and Health Care Center,2,0,Closed,2020-08-21,0.0
DeKalb,DeKalb County Rehab and Nursing,3,0,Closed,2020-08-21,0.0
DeKalb,Pine Acres,82,12,Open,2020-08-21,0.14634146341463414
DeKalb,Willow Crest Nursing Pavilion,60,12,Open,2020-08-21,0.2
Douglas,Arcola Health Care,2,0,Open,2020-08-21,0.0
DuPage,Abbington Rehab & Nursing Center,74,6,Open,2020-08-21,0.08108108108108109
DuPage,Alden Estates of Naperville,103,21,Open,2020-08-21,0.20388349514563106
DuPage,Alden of Old Town East,3,0,Closed,2020-08-21,0.0
DuPage,Alden Old Town East,4,0,Open,2020-08-21,0.0
DuPage,Alden Old Town West,4,0,Open,2020-08-21,0.0
DuPage,Alden Springs,4,0,Open,2020-08-21,0.0
DuPage,Alden Trails,4,0,Open,2020-08-21,0.0
DuPage,Alden Trails,5,0,Closed,2020-08-21,0.0
DuPage,Alden Valley Ridge,44,20,Open,2020-08-21,0.45454545454545453
DuPage,Alden Village Bloomingdale,21,2,Open,2020-08-21,0.09523809523809523
DuPage,Aperion Care West Chicago,47,7,Open,2020-08-21,0.14893617021276595
DuPage,Arista Healthcare Naperville,12,1,Open,2020-08-21,0.08333333333333333
DuPage,Artis Elmhurst,2,0,Open,2020-08-21,0.0
DuPage,Artis Senior Living Elmhurst,42,20,Closed,2020-08-21,0.47619047619047616
DuPage,Artis Senior Living of Bartlett,29,12,Open,2020-08-21,0.41379310344827586
DuPage,Aspired Living of Westmont,13,4,Closed,2020-08-21,0.3076923076923077
DuPage,Beacon Hill Lombard,48,6,Open,2020-08-21,0.125
DuPage,Belmont Village Senior Living Carol Stream,30,4,Open,2020-08-21,0.13333333333333333
DuPage,Bria of Westmont,152,28,Open,2020-08-21,0.18421052631578946
DuPage,Bridgeway Senior Living,69,7,Open,2020-08-21,0.10144927536231885
DuPage,Brookdale Burr Ridge,21,5,Open,2020-08-21,0.23809523809523808
DuPage,Brookdale Glen Ellyn,8,1,Open,2020-08-21,0.125
DuPage,Brookdale Lisle,45,8,Open,2020-08-21,0.17777777777777778
DuPage,Brookdale Lisle Assisted and Independent Living,8,0,Open,2020-08-21,0.0
DuPage,Burgess Square Healthcare & Rehab Center,36,3,Open,2020-08-21,0.08333333333333333
DuPage,Cedarhurst Naperville,3,0,Open,2020-08-21,0.0
DuPage,Cedarhurst of Naperville,5,1,Closed,2020-08-21,0.2
DuPage,Chateau Center Nursing & Rehabilitation,58,14,Open,2020-08-21,0.2413793103448276
DuPage,Clarendale of Addison,10,0,Open,2020-08-21,0.0
DuPage,DuPage Care Center,63,4,Open,2020-08-21,0.06349206349206349
DuPage,Forestview Rehabilitation & Nursing Center,120,16,Open,2020-08-21,0.13333333333333333
DuPage,Harbor Chase of Naperville,6,0,Closed,2020-08-21,0.0
DuPage,Harvester Place Memory Care,38,13,Open,2020-08-21,0.34210526315789475
DuPage,Lacey Creek Supportive Living,2,0,Closed,2020-08-21,0.0
DuPage,Lakeview Memory Care Community,27,5,Open,2020-08-21,0.18518518518518517
DuPage,Lexington of Bloomingdale,72,20,Open,2020-08-21,0.2777777777777778
DuPage,Lexington of Elmhurst,17,12,Open,2020-08-21,0.7058823529411765
DuPage,Lexington of Lombard,43,12,Open,2020-08-21,0.27906976744186046
DuPage,Lexington Square Elmhurst AL/IL,2,0,Open,2020-08-21,0.0
DuPage,Lexington Square Lombard,3,0,Closed,2020-08-21,0.0
DuPage,Manorcare Hinsdale,168,33,Open,2020-08-21,0.19642857142857142
DuPage,Maple Glen Memory Care,5,0,Open,2020-08-21,0.0
