reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-10-16,Cook,Sunrise of Flossmore,12,6,Closed,0.5,1
2020-10-16,Cook,Sunrise Palos Park,3,1,Closed,0.3333333333333333,1
2020-10-16,Cook,Astoria Place of Chicago,104,20,Closed,0.19230769230769232,1
2020-10-16,Cook,Little Village Nursing Home,43,7,Closed,0.16279069767441862,1
2020-10-16,Cook,Park View Rehab,54,11,Closed,0.2037037037037037,1
2020-10-16,Cook,Southview Manor,26,2,Closed,0.07692307692307693,1
2020-10-16,Cook,The Grove of Skokie,40,6,Open,0.15,1
2020-10-16,Cook,Vi at the Glen,27,4,Closed,0.14814814814814814,1
2020-10-16,Cook,Symphony at 87th,175,34,Open,0.19428571428571428,1
2020-10-16,Cook,Alden North Shore,2,0,Closed,0.0,1
2020-10-16,Cook,Lieberman Geriatric Center,76,8,Open,0.10526315789473684,1
2020-10-16,Cook,Bria Place of Indian Head Park,33,7,Closed,0.21212121212121213,1
2020-10-16,Cook,Midway Neuro and Rehab,143,12,Open,0.08391608391608392,1
2020-10-16,Cook,Alden Estates of Orland Park,43,13,Open,0.3023255813953488,1
2020-10-16,Cook,Landmark of Des Plaines,95,22,Open,0.23157894736842105,1
2020-10-16,Cook,Symphony at Aria,31,7,Closed,0.22580645161290322,1
2020-10-16,Cook,Warren Barr South Loop,45,3,Open,0.06666666666666667,1
2020-10-16,Cook,Westwood Manor,63,2,Closed,0.031746031746031744,1
2020-10-16,Cook,Bria Forest Edge,148,2,Open,0.013513513513513514,1
2020-10-16,Cook,California Gardens Nursing and Rehabilitation Cent,157,6,Open,0.03821656050955414,1
2020-10-16,Cook,Montgomery Place,40,4,Open,0.1,1
2020-10-16,Cook,Selfhelp Home,40,4,Closed,0.1,1
2020-10-16,Cook,Lydia Health Care Center,23,3,Open,0.13043478260869565,1
2020-10-16,Cook,Aperion Care Evanston,25,2,Closed,0.08,1
2020-10-16,Cook,Westminster Place,16,0,Closed,0.0,1
2020-10-16,Cook,Oak Park Oasis,29,11,Closed,0.3793103448275862,1
2020-10-16,Cook,City View Multi Care Center,257,15,Closed,0.058365758754863814,1
2020-10-16,Cook,Generations at Regency,131,33,Closed,0.25190839694656486,1
2020-10-16,Cook,Avantara Evergreen Park,94,22,Closed,0.23404255319148937,1
2020-10-16,Cook,Generations at Applewood,83,20,Closed,0.24096385542168675,1
2020-10-16,Cook,Bella Terra Morton Grove,89,11,Closed,0.12359550561797752,1
2020-10-16,Cook,Manor Care Health Services-Homewood,52,15,Closed,0.28846153846153844,1
2020-10-16,Cook,Artis Senior Living of Lakeview,19,8,Closed,0.42105263157894735,1
2020-10-16,Cook,Northbrook Inn Memory Care,18,5,Closed,0.2777777777777778,1
2020-10-16,Cook,Chicago Ridge Nursing and Rehab,71,17,Closed,0.23943661971830985,1
2020-10-16,Cook,Lincolnwood Place,45,15,Open,0.3333333333333333,1
2020-10-16,Cook,BRIA of Chicago Heights,41,1,Closed,0.024390243902439025,1
2020-10-16,Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,0.11764705882352941,1
2020-10-16,Cook,The Sheridan of Park Ridge,10,3,Closed,0.3,1
2020-10-16,Cook,ManorCare Oak Lawn West,82,18,Closed,0.21951219512195122,1
2020-10-16,Cook,Generations at Elmwood Park,89,19,Closed,0.21348314606741572,1
2020-10-16,Cook,Symphony of Evanston,28,1,Closed,0.03571428571428571,1
2020-10-16,Cook,Lemont Center,33,7,Open,0.21212121212121213,1
2020-10-16,Cook,Oak Park Brookdale,14,1,Closed,0.07142857142857142,1
2020-10-16,Cook,Praire Oasis South Holland,49,14,Open,0.2857142857142857,1
2020-10-16,Cook,Symphony of Crestwood,48,7,Open,0.14583333333333334,1
2020-10-16,Cook,Emerald Place Memory Care,11,2,Closed,0.18181818181818182,1
2020-10-16,Cook,Brookdale Assisted living,5,1,Closed,0.2,1
2020-10-16,Cook,Generations At Oakton,62,13,Closed,0.20967741935483872,1
2020-10-16,Cook,Lutheran Home,55,9,Closed,0.16363636363636364,1
2020-10-16,Cook,Golfview Developmental Center,123,11,Closed,0.08943089430894309,1
2020-10-16,Cook,Lexington Health Care Orland Park,78,18,Open,0.23076923076923078,1
2020-10-16,Cook,Niles Nursing and Rehab Center,214,49,Open,0.22897196261682243,1
2020-10-16,Cook,Winston Manor,48,8,Closed,0.16666666666666666,1
2020-10-16,Cook,Smith Village,68,14,Closed,0.20588235294117646,1
2020-10-16,Cook,Prairie Manor Rehab and Nursing,34,12,Open,0.35294117647058826,1
2020-10-16,Cook,Avanti Wellness & Rehabilitation ,110,17,Open,0.15454545454545454,1
2020-10-16,Cook,Burbank Rehab - Vera Care Stickney,38,11,Closed,0.2894736842105263,1
2020-10-16,Cook,Sheridan Village,54,19,Open,0.35185185185185186,1
2020-10-16,Cook,Plymouth Place Senior Living,54,11,Open,0.2037037037037037,1
2020-10-16,Cook,Aperion Care Burbank,5,1,Closed,0.2,1
2020-10-16,Cook,Manor Care Oak Lawn EAST. Cook,86,19,Open,0.22093023255813954,1
2020-10-16,Cook,AMITA Health Holy Family Medical Center ,30,1,Open,0.03333333333333333,1
2020-10-16,Cook,Holy Family Villa,10,4,Closed,0.4,1
2020-10-16,Cook,Aperion Care Chicago Heights,21,1,Open,0.047619047619047616,1
2020-10-16,Cook,Belmont Village Senior Living of Glenview,26,5,Open,0.19230769230769232,1
2020-10-16,Cook,Brookdale Northbrook ,5,3,Closed,0.6,1
2020-10-16,Cook,Norridge Gardens,167,45,Open,0.2694610778443114,1
2020-10-16,Cook,Clark Manor,124,15,Closed,0.12096774193548387,1
2020-10-16,Cook,Continental Nursing and Rehabilitation Center,78,12,Open,0.15384615384615385,1
2020-10-16,Cook,The Carrington Linclonwood,41,4,Closed,0.0975609756097561,1
2020-10-16,Cook,Bria of Palos Hills,102,18,Open,0.17647058823529413,1
2020-10-16,Cook,Margaret Manor Central,12,1,Open,0.08333333333333333,1
2020-10-16,Cook,Alden Estates of Northmoor,93,18,Open,0.1935483870967742,1
2020-10-16,Cook,Waterfront Terrace,69,13,Closed,0.18840579710144928,1
2020-10-16,Cook,Prairie Green at Fays Point,11,3,Open,0.2727272727272727,1
2020-10-16,Cook,The Grove of Evanston,89,19,Closed,0.21348314606741572,1
2020-10-16,Cook,Atrium Health Care Center,99,10,Closed,0.10101010101010101,1
2020-10-16,Cook,Beacon Care Center,82,14,Closed,0.17073170731707318,1
2020-10-16,Cook,Bethesda Rehab and Senior Care,46,6,Closed,0.13043478260869565,1
2020-10-16,Cook,Little Sisters of the Poor/St. Marys Home,63,13,Open,0.20634920634920634,1
2020-10-16,Cook,Mosaic of Lakeshore,113,28,Open,0.24778761061946902,1
2020-10-16,Cook,Alden Princeton Rehab & Health,54,12,Closed,0.2222222222222222,1
2020-10-16,Cook,Kensington Place Nursing And Rehabilitation Center,15,2,Closed,0.13333333333333333,1
2020-10-16,Cook,Belmont Oak Park,6,2,Closed,0.3333333333333333,1
2020-10-16,Cook,Fairmont Care,151,32,Closed,0.2119205298013245,1
2020-10-16,Cook,Elevate Care Irving Park,71,13,Closed,0.18309859154929578,1
2020-10-16,Cook,Citadel of Warren Park,22,4,Closed,0.18181818181818182,1
2020-10-16,Cook,Chalet Living And Rehab Center,97,14,Closed,0.14432989690721648,1
2020-10-16,Cook,Harmony Healthcare and Rehab,136,29,Closed,0.21323529411764705,1
2020-10-16,Cook,Central Nursing Home,98,17,Closed,0.17346938775510204,1
2020-10-16,Cook,Bryn Mawr Care,28,3,Closed,0.10714285714285714,1
2020-10-16,Cook,Lakefront Nursing,30,0,Closed,0.0,1
2020-10-16,Cook,Aperion Care West Ridge,35,14,Closed,0.4,1
2020-10-16,Cook,Aperion Care International of Chicago,155,26,Open,0.16774193548387098,1
2020-10-16,Cook,Ambassador Nursing,114,9,Closed,0.07894736842105263,1
2020-10-16,Cook,MADO Healthcare Uptown,84,9,Open,0.10714285714285714,1
2020-10-16,Cook,Alden Village North,6,0,Closed,0.0,1
2020-10-16,Cook,Mayfield Care Center,154,23,Closed,0.14935064935064934,1
2020-10-16,Cook,Norwood crossing Skilled Nursing,99,18,Open,0.18181818181818182,1
2020-10-16,Cook,Parkshore Estates,27,0,Open,0.0,1
2020-10-16,Cook,Symphony of Morgan Park,202,26,Open,0.12871287128712872,1
2020-10-16,Cook,Warren Barr Gold Coast,48,4,Open,0.08333333333333333,1
2020-10-16,Cook,Woodbridge Nursing Pavilion,219,40,Closed,0.182648401826484,1
2020-10-16,Cook,All American Nursing Home,50,4,Closed,0.08,1
2020-10-16,Cook,Citadel of Waterford,64,13,Closed,0.203125,1
2020-10-16,Cook,Landmark of Richton Park,50,9,Closed,0.18,1
2020-10-16,Cook,Weinberg Community for Senior Living,24,2,Open,0.08333333333333333,1
2020-10-16,Cook,Brookdale Orland Park,15,6,Open,0.4,1
2020-10-16,Cook,Villa at South Holland,33,9,Closed,0.2727272727272727,1
2020-10-16,Cook,Pauls House,49,6,Closed,0.12244897959183673,1
2020-10-16,Cook,The Hartwell,16,0,Closed,0.0,1
2020-10-16,Cook,Heather Manor Nursing & Rehabilitation Center,23,4,Open,0.17391304347826086,1
2020-10-16,Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,0.6666666666666666,1
2020-10-16,Cook,Grosse Pointe Manor,118,25,Open,0.211864406779661,1
2020-10-16,Cook,Citadel of Northbrook,43,2,Open,0.046511627906976744,1
2020-10-16,Cook,Aperion Care Plum Grove,58,19,Open,0.3275862068965517,1
2020-10-16,Cook,Elevate Care Niles,16,5,Open,0.3125,1
2020-10-16,Cook,Aperion Care Oak Lawn,103,22,Open,0.21359223300970873,1
2020-10-16,Cook,Alden Wentworth  Rehab & Healthcare Center,73,15,Open,0.2054794520547945,1
2020-10-16,Cook,Revere Court of South Barrington,9,2,Open,0.2222222222222222,1
2020-10-16,Cook,Presence Villa Scalabrini Nursing&Rehab Center,52,6,Open,0.11538461538461539,1
2020-10-16,Cook,The Grove of Berwyn,57,14,Open,0.24561403508771928,1
2020-10-16,Cook,The Vine At Countryside,31,4,Open,0.12903225806451613,1
2020-10-16,Cook,Elevate Saint Andrew,42,9,Open,0.21428571428571427,1
2020-10-16,Cook,ManorCare ElkGrove Village,113,25,Open,0.22123893805309736,1
2020-10-16,Cook,Presence St. Benedict,16,3,Open,0.1875,1
2020-10-16,Cook,The Mather Evanston,7,0,Closed,0.0,1
2020-10-16,Cook,Symphony of Hanover Park,25,2,Open,0.08,1
2020-10-16,Cook,Arden Courts of Palos Heights,55,10,Open,0.18181818181818182,1
2020-10-16,Cook,Jackson Park Assisted living,2,0,Open,0.0,1
2020-10-16,Cook,Autumn Green at Midway Village,3,0,Closed,0.0,1
2020-10-16,Cook,Misericordia,27,2,Closed,0.07407407407407407,1
2020-10-16,Cook,Aperion Care Midlothian,5,0,Closed,0.0,1
2020-10-16,Cook,Avantara Park Ridge,11,2,Open,0.18181818181818182,1
2020-10-16,Cook,Palos Heights Nursing and Rehab,52,10,Closed,0.19230769230769232,1
2020-10-16,Cook,South Suburban Rehab Center,81,20,Open,0.24691358024691357,1
2020-10-16,Cook,Lee Manor Rehab and Nursing,103,20,Open,0.1941747572815534,1
2020-10-16,Cook,Greek American Rehab & Care,29,2,Open,0.06896551724137931,1
2020-10-16,Cook,Addolorata Villa,109,20,Open,0.1834862385321101,1
2020-10-16,Cook,Oak Park Arms,9,2,Closed,0.2222222222222222,1
2020-10-16,Cook,Harbor House Memory Care,36,12,Open,0.3333333333333333,1
2020-10-16,Cook,Resurrection Nursing & rehab Center,52,8,Open,0.15384615384615385,1
2020-10-16,Cook,Elevate Care Northbrook,78,16,Open,0.20512820512820512,1
2020-10-16,Cook,Bria River Oaks,106,2,Open,0.018867924528301886,1
2020-10-16,Cook,Glenwood Health Care & Rehab,89,5,Open,0.056179775280898875,1
2020-10-16,Cook,Symphony at Midway,218,27,Closed,0.12385321100917432,1
2020-10-16,Cook,Park Lawn Residential Center,2,0,Open,0.0,1
2020-10-16,Cook,Elevate Care South Holland,19,6,Open,0.3157894736842105,1
2020-10-16,Cook,Skokie Meadows,10,0,Open,0.0,1
2020-10-16,Cook,Bickford of Tinley Park,3,0,Open,0.0,1
2020-10-16,Cook,Peterson Park Health Care,213,35,Closed,0.1643192488262911,1
2020-10-16,Cook,Buckingham Pavilion,72,13,Closed,0.18055555555555555,1
2020-10-16,Cook,Alden Lincoln Park Rehab,74,12,Closed,0.16216216216216217,1
2020-10-16,Cook,Meadowbrook Manor,80,13,Closed,0.1625,1
2020-10-16,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1
2020-10-16,Cook,Heartis Village of Orland Park,2,0,Open,0.0,1
2020-10-16,Cook,Alden Estates of Evanston,18,2,Closed,0.1111111111111111,1
2020-10-16,Cook,Tri-States Nursing & rehab Center,40,5,Open,0.125,1
2020-10-16,Cook,Barton Senior Living,2,0,Closed,0.0,1
2020-10-16,Cook,Sunrise of Schaumburg,28,5,Open,0.17857142857142858,1
2020-10-16,Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),49,12,Open,0.24489795918367346,1
2020-10-16,Cook,DD Homes,2,0,Closed,0.0,1
2020-10-16,Cook,Foster Health & Rehab,32,7,Closed,0.21875,1
2020-10-16,Cook,Mercy Circle,25,3,Closed,0.12,1
2020-10-16,Cook,Presence Resurrection Life Center,20,3,Open,0.15,1
2020-10-16,Cook,Citadel of Wilmette,18,5,Open,0.2777777777777778,1
2020-10-16,Cook,The Reserve at Arlington Heights,13,1,Open,0.07692307692307693,1
2020-10-16,Cook,Alden Estates of Barrington,16,0,Open,0.0,1
2020-10-16,Cook,Sunrise of Lincoln Park,2,0,Open,0.0,1
2020-10-16,Cook,Alden Estates of Skokie,6,0,Closed,0.0,1
2020-10-16,Cook,Alden PoplarCreek,91,26,Open,0.2857142857142857,1
2020-10-16,Cook,Central Baptist Village,12,1,Closed,0.08333333333333333,1
2020-10-16,Cook,Edward Hines VA Community Living Center,23,3,Open,0.13043478260869565,1
2020-10-16,Cook,Manor Care at Arlington Heights,27,2,Open,0.07407407407407407,1
2020-10-16,Cook,Dobson Plaza,77,21,Closed,0.2727272727272727,1
2020-10-16,Cook,Citadel of Skokie,9,2,Closed,0.2222222222222222,1
2020-10-16,Cook,Inverness Health and Rehab,20,0,Open,0.0,1
2020-10-16,Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,0.75,1
2020-10-16,Cook,Presence Bethlehem Woods,2,0,Open,0.0,1
2020-10-16,Cook,RML Specialty Hospital Hinsdale,16,1,Open,0.0625,1
2020-10-16,Cook,North Shore Place,19,0,Open,0.0,1
2020-10-16,Cook,The Auberge at Morton Grove,9,1,Open,0.1111111111111111,1
2020-10-16,Cook,Abington of Glenview,11,1,Closed,0.09090909090909091,1
2020-10-16,Cook,Friendship Village LTC,23,5,Closed,0.21739130434782608,1
2020-10-16,Cook,Villa at Palos Heights,26,5,Open,0.19230769230769232,1
2020-10-16,Cook,Clearbrook Center,44,7,Closed,0.1590909090909091,1
2020-10-16,Cook,St. Joseph Village of Chicago,6,0,Closed,0.0,1
2020-10-16,Cook,Pearl of Rolling Meadows,10,1,Open,0.1,1
2020-10-16,Cook,The Clare,17,0,Closed,0.0,1
2020-10-16,Cook,Wesley Place,9,0,Closed,0.0,1
2020-10-16,Cook,Franciscan Village,5,1,Open,0.2,1
2020-10-16,Cook,Clearbrook West,3,0,Closed,0.0,1
2020-10-16,Cook,Waverly Inn Memory Care Community,18,8,Open,0.4444444444444444,1
2020-10-16,Cook,The Grove of Northbrook,12,0,Open,0.0,1
2020-10-16,Cook,Brookdale Prospect Heights,8,1,Open,0.125,1
2020-10-16,Cook,Countryside Nursing and Rehab Center,67,11,Open,0.16417910447761194,1
2020-10-16,Cook,Clear Oaks Senior Living,3,0,Open,0.0,1
2020-10-16,Cook,Bella Terra Streamwood,16,3,Open,0.1875,1
2020-10-16,Cook,Alden Town Manor Care,3,0,Closed,0.0,1
2020-10-16,Cook,Asbury Court Senior Living,9,1,Open,0.1111111111111111,1
2020-10-16,Cook,Balmoral Home,26,0,Open,0.0,1
2020-10-16,Cook,Heritage Woods,5,0,Open,0.0,1
2020-10-16,Cook,Oak Lawn Respiratory and Rehab,6,1,Open,0.16666666666666666,1
2020-10-16,Cook,Presence Nazarethville,28,6,Closed,0.21428571428571427,1
2020-10-16,Cook,Atria Glenview,6,0,Open,0.0,1
2020-10-16,Cook,Pine Crest Healthcare,4,1,Open,0.25,1
2020-10-16,Cook,St Joseph Home For the Elderly,12,0,Open,0.0,1
2020-10-16,Cook,Brandel Care Center,10,0,Open,0.0,1
2020-10-16,Cook,St. Mary of Providence in Chicago,16,0,Closed,0.0,1
2020-10-16,Cook,Lexington Healthcare of La Grange,35,5,Closed,0.14285714285714285,1
2020-10-16,Cook,The Grove of La Grange,4,1,Closed,0.25,1
2020-10-16,Cook,Arden Courts of Elk Grove,31,8,Open,0.25806451612903225,1
2020-10-16,Cook,Marklund Wasmond Center,2,0,Open,0.0,1
2020-10-16,Cook,Autumn Green at Wright Campus,2,0,Open,0.0,1
2020-10-16,Cook,Bellwood Development Center,2,0,Closed,0.0,1
2020-10-16,Cook,Lexington healthcare of Schaumburg,30,3,Open,0.1,1
2020-10-16,Cook,The Pointe of Kilpatrick ,38,7,Open,0.18421052631578946,1
2020-10-16,Cook,Brookdale - Lake Shore,12,0,Open,0.0,1
2020-10-16,Cook,Symphony Residences at Lincoln Park,6,0,Open,0.0,1
2020-10-16,Cook,All Saints,3,0,Closed,0.0,1
2020-10-16,Cook,The Mooring of Arlington heights,3,0,Open,0.0,1
2020-10-16,Cook,Bella Terra Wheeling,88,19,Open,0.2159090909090909,1
2020-10-16,Cook,Victory Center of Bartlett,3,0,Closed,0.0,1
2020-10-16,Cook,Victory Centre of Riverwoods,9,4,Open,0.4444444444444444,1
2020-10-16,Cook,Aspire Living Prospect Heights,13,1,Open,0.07692307692307693,1
2020-10-16,Cook,Country Club Terrace,10,0,Closed,0.0,1
2020-10-16,Cook,MacNeal Memorial Hospital Rehab/LTC,3,0,Open,0.0,1
2020-10-16,Cook,Greenview Place Senior Living,4,0,Open,0.0,1
2020-10-16,Cook,Brookdale Hoffman Estates,12,0,Open,0.0,1
2020-10-16,Cook,Beechwood Manor,3,0,Open,0.0,1
2020-10-16,Cook,Misericordia - Marian Center,13,0,Closed,0.0,1
2020-10-16,Cook,Misericordia - McNerney House,6,0,Open,0.0,1
2020-10-16,Cook,Misericordia - Peteman House,5,0,Open,0.0,1
2020-10-16,Cook,Misericordia - Walsh House,2,0,Open,0.0,1
2020-10-16,Cook,Crestwood Terrace,5,0,Open,0.0,1
2020-10-16,Cook,PACTT Learning -Oak Park,16,0,Closed,0.0,1
2020-10-16,Cook,Lexington Health Care Center of Chicago Ridge,14,1,Closed,0.07142857142857142,1
2020-10-16,Cook,Alden North Shore ,4,0,Open,0.0,1
2020-10-16,Cook,Calumet City Terrace,3,0,Open,0.0,1
2020-10-16,Cook,Alden Estates of Skokie ,3,0,Open,0.0,1
2020-10-16,Cook,Citadel of Skokie,3,0,Open,0.0,1
2020-10-16,Cook,Oak Park Brookdale,4,0,Open,0.0,1
