ReportingDate,State,County,City,FacilityName,TYPE,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,TOTAL RESIDENT CASES,TOTAL Resident Probable Positives,TOTAL RESIDENT DEATHS,TOTAL Resident Probable Deaths,TOTAL STAFF CASES,TOTAL Staff Probable Positives,TOTAL STAFF DEATHS,TOTAL Staff Probable Deaths,confirmed_cases,TOTAL Resident/Staff Probable Positives,deaths,TOTAL Resident/Staff Probable Deaths,NEW RESIDENT CASES,NEW Resident Probable Positives,NEW RESIDENT DEATHS,NEW Resident Probable Deaths,NEW STAFF CASES,NEW Staff Probable Positives,NEW STAFF DEATHS,NEW Staff Probable Deaths,NEW Resident/Staff Positives,NEW Resident/Staff Probable Positives,NEW Resident/Staff Deaths,NEW Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment,COMPLIANCE
20210122,IL,Bureau,,Aperion Care- Princeton,,,,,,,,Open,,,,,,,,,,110,,9,,,,,,,,,,,,,,,,,
20210122,IL,Bureau,,Heartland Heath care- Henry,,,,,,,,Closed,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,
20210122,IL,Bureau,,Heritage Health Care Walnut,,,,,,,,Open,,,,,,,,,,41,,8,,,,,,,,,,,,,,,,,
20210122,IL,Bureau,,Liberty Village of Princeton,,,,,,,,Open,,,,,,,,,,59,,15,,,,,,,,,,,,,,,,,
20210122,IL,Bureau,,St. Margarets Living Center,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Calhoun,,Calhoun Nursing and Rehabilitation,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Carroll,,Allure of Mount Carroll,,,,,,,,Open,,,,,,,,,,50,,9,,,,,,,,,,,,,,,,,
20210122,IL,Carroll,,Big Meadows Nursing Home,,,,,,,,Closed,,,,,,,,,,107,,9,,,,,,,,,,,,,,,,,
20210122,IL,Carroll,,Pinnacle Place,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cass,,Evergreen Place,,,,,,,,Open,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cass,,Evergreen Place Supportive Living,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cass,,Heritage Health,,,,,,,,Closed,,,,,,,,,,38,,10,,,,,,,,,,,,,,,,,
20210122,IL,Cass,,Walker Nursing Home,,,,,,,,Closed,,,,,,,,,,57,,11,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Amber Glen Alzheimers Special Care Center,,,,,,,,Open,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Arbor Rose of Tolono,,,,,,,,Closed,,,,,,,,,,23,,2,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Autumn Fields-Savoy,,,,,,,,Closed,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Bickford Senior Living,,,,,,,,Closed,,,,,,,,,,12,,3,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Brookdale Urbana,,,,,,,,Open,,,,,,,,,,26,,3,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Brookstone Estates Senior Living,,,,,,,,Closed,,,,,,,,,,9,,2,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Carriage Crossing Senior Living of Champaign,,,,,,,,Open,,,,,,,,,,17,,2,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Champaign Urbana Nursing and Rehab,,,,,,,,Open,,,,,,,,,,129,,11,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Champaign-Urbana Nursing and Rehab,,,,,,,,Closed,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Country Health & Rehab,,,,,,,,Open,,,,,,,,,,33,,4,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Country Health and Rehab,,,,,,,,Closed,,,,,,,,,,9,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Eagles View Supportive Living and Memory Care,,,,,,,,Closed,,,,,,,,,,36,,2,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Evergreen Place,,,,,,,,Closed,,,,,,,,,,12,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Green House Homes at Clark-Lindsey,,,,,,,,Closed,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Illini Heritage Rehab And Health,,,,,,,,Closed,,,,,,,,,,59,,8,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Illini Heritage Rehab and Health,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Meadowbrook at Clark-Lindsey,,,,,,,,Open,,,,,,,,,,42,,3,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Prairie Winds of Urbana,,,,,,,,Open,,,,,,,,,,18,,1,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Reflections Memory Care,,,,,,,,Closed,,,,,,,,,,37,,4,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Swann Special Care Center,,,,,,,,Open,,,,,,,,,,16,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,The Waterford at Bridle Brook,,,,,,,,Open,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,University Rehab Center,,,,,,,,Open,,,,,,,,,,65,,1,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,University Rehabilitation Center,,,,,,,,Closed,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Villas of Hollybrook,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Villas of Hollybrook-Rantoul,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210122,IL,Champaign,,Windsor At Savoy,,,,,,,,Open,,,,,,,,,,15,,1,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Heritage Health of Pana,,,,,,,,Open,,,,,,,,,,70,,14,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Hickory Estates of Pana,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Lifes Journey,,,,,,,,Closed,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Prairie Rose,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Taylorville Estates,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Taylorville Hickory Estates,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Taylorville Skilled Nursing (fka Meadow Manor),,,,,,,,Closed,,,,,,,,,,54,,4,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,Villas of Holly Brook,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,prairie rose,,,,,,,,Open,,,,,,,,,,9,,7,,,,,,,,,,,,,,,,,
20210122,IL,Christian,,taylorville care center,,,,,,,,Open,,,,,,,,,,99,,16,,,,,,,,,,,,,,,,,
20210122,IL,Clark,,Casey Healthcare Center,,,,,,,,Open,,,,,,,,,,33,,8,,,,,,,,,,,,,,,,,
20210122,IL,Clark,,Heartland Manor Nursing home,,,,,,,,Open,,,,,,,,,,79,,18,,,,,,,,,,,,,,,,,
20210122,IL,Clark,,Marshall Rehab,,,,,,,,Open,,,,,,,,,,18,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clark,,Villas of Holly Brook Marshall,,,,,,,,Closed,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clark,,"Villas of Holly Brook Marshall, Clark",,,,,,,,Open,,,,,,,,,,42,,2,,,,,,,,,,,,,,,,,
20210122,IL,Clay,,Flora Gardens,,,,,,,,Closed,,,,,,,,,,61,,13,,,,,,,,,,,,,,,,,
20210122,IL,Clay,,Flora Rehabilitation,,,,,,,,Open,,,,,,,,,,59,,10,,,,,,,,,,,,,,,,,
20210122,IL,Clay,,Heritage Woods of Flora,,,,,,,,Open,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Aviston Countryside Manor,,,,,,,,Open,,,,,,,,,,68,,16,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Breese Nursing Home,,,,,,,,Closed,,,,,,,,,,54,,8,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Carlyle HealthCare Center,,,,,,,,Closed,,,,,,,,,,85,,15,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Carlyle Healthcare Center,,,,,,,,Open,,,,,,,,,,38,,1,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Cedarhurst of Breese,,,,,,,,Open,,,,,,,,,,13,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Clinton Manor Living Center,,,,,,,,Open,,,,,,,,,,15,,1,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Clinton Manor Living Center - DD,,,,,,,,Open,,,,,,,,,,12,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Clinton Manor Living Facility,,,,,,,,Closed,,,,,,,,,,44,,1,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Royal Living Center,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Royal Living Center - Single CILA,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Royal Living Center- Multi-CILA,,,,,,,,Open,,,,,,,,,,14,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,The Villas at St. James,,,,,,,,Closed,,,,,,,,,,45,,4,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Trenton Village Retirement,,,,,,,,Closed,,,,,,,,,,37,,3,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Villa Catherine,,,,,,,,Closed,,,,,,,,,,39,,3,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Warren G Murray Developmental Center,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Warren G. Murray Developmental Center,,,,,,,,Open,,,,,,,,,,172,,0,,,,,,,,,,,,,,,,,
20210122,IL,Clinton,,Warrren G Murray Develpmental Center,,,,,,,,Closed,,,,,,,,,,62,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Alden Estates,,,,,,,,Open,,,,,,,,,,24,,2,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Brookstone Estates North,,,,,,,,Open,,,,,,,,,,19,,2,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Brookstone Estates of Charleston,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,CTF Charleston,,,,,,,,Closed,,,,,,,,,,34,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Charleston Rehab and Healthcare,,,,,,,,Closed,,,,,,,,,,95,,17,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Charleston Rehabilitation and Healthcare,,,,,,,,Closed,,,,,,,,,,25,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Copper Creek Cottages,,,,,,,,Closed,,,,,,,,,,26,,7,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Harmony Healthcare and Rehab,,,,,,,,Open,,,,,,,,,,21,,3,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Heritage Woods in Charleston IL,,,,,,,,Open,,,,,,,,,,14,,2,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Hilltop Skilled Nursing,,,,,,,,Closed,,,,,,,,,,71,,5,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Mattoon Healthcare,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Mattoon Rehabilitation and Health Care Center,,,,,,,,Closed,,,,,,,,,,144,,19,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Odd Fellow Rebekah,,,,,,,,Closed,,,,,,,,,,28,,5,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Odd Fellow Rebekah Home,,,,,,,,Open,,,,,,,,,,23,,1,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,"Palm Terrace of Mattoon, IL",,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,The Oaks Manor,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Villas of Holly,,,,,,,,Closed,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,
20210122,IL,Coles,,Villas of Hollybrook in Charleston,,,,,,,,Open,,,,,,,,,,22,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,ALDEN NORTHMOOR,,,,,,,,Open,,,,,,,,,,39,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,AMITA Health Holy Family Medical Center,,,,,,,,Open,,,,,,,,,,60,,4,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Abington of Glenview,,,,,,,,Closed,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Addolorata Villa,,,,,,,,Open,,,,,,,,,,124,,21,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Albany Care,,,,,,,,Open,,,,,,,,,,204,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden,,,,,,,,Open,,,,,,,,,,43,,3,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Estates Des Plaines,,,,,,,,Open,,,,,,,,,,45,,8,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Estates of Barrington,,,,,,,,Open,,,,,,,,,,64,,5,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Estates of Evanston,,,,,,,,Closed,,,,,,,,,,18,,2,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Estates of Northmoor,,,,,,,,Open,,,,,,,,,,81,,19,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Estates of Orland Park,,,,,,,,Closed,,,,,,,,,,50,,14,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Estates of Skokie,,,,,,,,Closed,,,,,,,,,,8,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Lakeland,,,,,,,,Open,,,,,,,,,,133,,5,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Lincoln Park Rehab,,,,,,,,Open,,,,,,,,,,88,,13,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden North Shore,,,,,,,,Open,,,,,,,,,,14,,3,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Orland Park,,,,,,,,Open,,,,,,,,,,26,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Poplar,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden PoplarCreek,,,,,,,,Closed,,,,,,,,,,87,,26,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Princeton Rehab & Health,,,,,,,,Open,,,,,,,,,,68,,13,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Town Manor Care,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Town Manor Rehabilitation & Health Care Cent,,,,,,,,Open,,,,,,,,,,135,,26,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Village North,,,,,,,,Open,,,,,,,,,,61,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Wentworth  Rehab & Healthcare Center,,,,,,,,Closed,,,,,,,,,,71,,15,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alden Wentworth Rehab & Healthcare Center,,,,,,,,Open,,,,,,,,,,39,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Alexian Village,,,,,,,,Open,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,All American Nursing Home,,,,,,,,Open,,,,,,,,,,64,,4,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,All Saints,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Ambassador Nursing,,,,,,,,Open,,,,,,,,,,124,,9,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care,,,,,,,,Closed,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Burbank,,,,,,,,Open,,,,,,,,,,34,,6,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Chicago Heights,,,,,,,,Open,,,,,,,,,,55,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Dolton,,,,,,,,Open,,,,,,,,,,38,,6,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Evanston,,,,,,,,Closed,,,,,,,,,,25,,2,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Forest Park,,,,,,,,Open,,,,,,,,,,122,,18,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care International of Chicago,,,,,,,,Open,,,,,,,,,,214,,31,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Midlothian,,,,,,,,Open,,,,,,,,,,16,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Oak Lawn,,,,,,,,Closed,,,,,,,,,,101,,22,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care Plum Grove,,,,,,,,Open,,,,,,,,,,71,,19,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aperion Care West Ridge,,,,,,,,Open,,,,,,,,,,68,,14,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Arbour Health Care Center,,,,,,,,Open,,,,,,,,,,89,,3,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Arden Courts Of Northbrook,,,,,,,,Open,,,,,,,,,,44,,7,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Arden Courts of Elk Grove,,,,,,,,Closed,,,,,,,,,,31,,8,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Arden Courts of Palos Heights,,,,,,,,Open,,,,,,,,,,55,,10,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Arden Courts/Manor Care of South Holland,,,,,,,,Closed,,,,,,,,,,68,,8,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Artis Senior Living of Lakeview,,,,,,,,Closed,,,,,,,,,,19,,8,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Asbury Court Senior Living,,,,,,,,Closed,,,,,,,,,,9,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Asbury Senior Living,,,,,,,,Open,,,,,,,,,,77,,10,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Ascension Living Saint Benedict Village,,,,,,,,Open,,,,,,,,,,28,,3,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Aspire Living Prospect Heights,,,,,,,,Open,,,,,,,,,,39,,4,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Astoria Place,,,,,,,,Open,,,,,,,,,,61,,7,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Astoria Place of Chicago,,,,,,,,Closed,,,,,,,,,,104,,20,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Atria Glenview,,,,,,,,Closed,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Atrium Health Care Center,,,,,,,,Open,,,,,,,,,,99,,10,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Atrium Healthcare,,,,,,,,Open,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Austin Oasis,,,,,,,,Open,,,,,,,,,,116,,16,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Autumn Green at Midway Village,,,,,,,,Open,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Autumn Green at Wright Campus,,,,,,,,Open,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Avantara Evergreen Park,,,,,,,,Open,,,,,,,,,,149,,25,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Avantara Park Ridge,,,,,,,,Open,,,,,,,,,,191,,30,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Avanti Wellness & Rehabilitation,,,,,,,,Closed,,,,,,,,,,110,,16,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Avenues to Independence,,,,,,,,Closed,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Axelson Assisted Living,,,,,,,,Open,,,,,,,,,,36,,4,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,BELHAVEN NURSING AND REHABILITATION,,,,,,,,Open,,,,,,,,,,82,,3,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,BRIA of Chicago Heights,,,,,,,,Open,,,,,,,,,,113,,2,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Balmoral Home,,,,,,,,Open,,,,,,,,,,60,,6,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Barton Senior Living,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Beacon Care Center,,,,,,,,Open,,,,,,,,,,95,,14,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Beechwood Manor,,,,,,,,Closed,,,,,,,,,,3,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Bella Terra Morton Grove,,,,,,,,Open,,,,,,,,,,103,,16,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Bella Terra Streamwood,,,,,,,,Open,,,,,,,,,,188,,21,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Bella Terra Wheeling,,,,,,,,Open,,,,,,,,,,151,,30,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Bellhaven Nursing and Rehabilitation,,,,,,,,Open,,,,,,,,,,86,,9,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Bellwood Development Center,,,,,,,,Closed,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Bellwood Developmental Center,,,,,,,,Open,,,,,,,,,,129,,2,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Belmont Oak Park,,,,,,,,Closed,,,,,,,,,,6,,2,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Belmont Village,,,,,,,,Open,,,,,,,,,,29,,6,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Belmont Village Senior Living of Glenview,,,,,,,,Open,,,,,,,,,,44,,8,,,,,,,,,,,,,,,,,
20210122,IL,Cook,,Berkeley Nursing and Rehabilitation Center,,,,,,,,Open,,,,,,,,,,51,,11,,,,,,,,,,,,,,,,,
