County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Saline,2021-01-08,130,26,0.2,4,1,3,3
Greene,2021-01-08,126,25,0.1984126984126984,1,0,1,1
Clay,2021-01-08,123,21,0.17073170731707318,3,1,2,3
Cass,2021-01-08,119,21,0.17647058823529413,3,3,0,3
Fulton,2021-01-08,118,10,0.0847457627118644,5,0,5,5
White,2021-01-08,117,16,0.13675213675213677,3,0,3,3
Montgomery,2021-01-08,117,5,0.042735042735042736,7,2,5,7
Wayne,2021-01-08,116,19,0.16379310344827586,5,2,3,5
Massac,2021-01-08,103,20,0.1941747572815534,1,0,1,1
Jo Daviess,2021-01-08,100,12,0.12,4,2,2,3
Wabash,2021-01-08,99,5,0.050505050505050504,2,1,1,2
Edgar,2021-01-08,97,27,0.27835051546391754,4,1,3,4
Bond,2021-01-08,95,8,0.08421052631578947,4,1,3,4
De Witt,2021-01-08,93,17,0.1827956989247312,1,0,1,1
Jasper,2021-01-08,88,10,0.11363636363636363,3,3,0,2
Mercer,2021-01-08,71,13,0.18309859154929578,2,1,1,2
Warren,2021-01-08,70,18,0.2571428571428571,5,2,3,3
Washington,2021-01-08,64,18,0.28125,3,1,2,3
Cumberland,2021-01-08,62,14,0.22580645161290322,3,1,2,2
Crawford,2021-01-08,62,14,0.22580645161290322,2,0,2,2
Stark,2021-01-08,60,10,0.16666666666666666,1,0,1,1
Brown,2021-01-08,52,9,0.17307692307692307,1,0,1,1
Schuyler,2021-01-08,42,11,0.2619047619047619,1,0,1,1
Douglas,2021-01-08,37,6,0.16216216216216217,5,1,4,4
Hancock,2021-01-08,36,10,0.2777777777777778,2,0,2,2
Menard,2021-01-08,29,7,0.2413793103448276,1,0,1,1
Piatt,2021-01-08,17,5,0.29411764705882354,2,0,2,2
Henderson,2021-01-08,16,5,0.3125,1,0,1,1
Marshall,2021-01-08,11,0,0.0,1,0,1,1
Scott,2021-01-08,9,0,0.0,2,1,1,2
Johnson,2021-01-08,7,4,0.5714285714285714,1,0,1,1
Calhoun,2021-01-08,2,0,0.0,1,1,0,1
