County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths
Cook,Manor Care Oak Lawn EAST. Cook,86,19,Open,2020-10-23,0.22093023255813954
Cook,AMITA Health Holy Family Medical Center ,30,1,Open,2020-10-23,0.03333333333333333
Cook,Holy Family Villa,10,4,Closed,2020-10-23,0.4
Cook,Aperion Care Chicago Heights,24,1,Open,2020-10-23,0.041666666666666664
Cook,Belmont Village Senior Living of Glenview,26,5,Open,2020-10-23,0.19230769230769232
Cook,Brookdale Northbrook ,5,3,Closed,2020-10-23,0.6
Cook,Norridge Gardens,167,46,Open,2020-10-23,0.2754491017964072
Cook,Clark Manor,124,15,Closed,2020-10-23,0.12096774193548387
Cook,Continental Nursing and Rehabilitation Center,78,12,Open,2020-10-23,0.15384615384615385
Cook,The Carrington Linclonwood,41,4,Closed,2020-10-23,0.0975609756097561
Cook,Bria of Palos Hills,102,18,Open,2020-10-23,0.17647058823529413
Cook,Margaret Manor Central,12,1,Open,2020-10-23,0.08333333333333333
Cook,Alden Estates of Northmoor,93,19,Open,2020-10-23,0.20430107526881722
Cook,Waterfront Terrace,69,13,Closed,2020-10-23,0.18840579710144928
Cook,Prairie Green at Fays Point,11,3,Closed,2020-10-23,0.2727272727272727
Cook,The Grove of Evanston,89,19,Closed,2020-10-23,0.21348314606741572
Cook,Atrium Health Care Center,99,10,Closed,2020-10-23,0.10101010101010101
Cook,Beacon Care Center,82,14,Closed,2020-10-23,0.17073170731707318
Cook,Bethesda Rehab and Senior Care,46,6,Closed,2020-10-23,0.13043478260869565
Cook,Little Sisters of the Poor/St. Marys Home,63,13,Open,2020-10-23,0.20634920634920634
Cook,Mosaic of Lakeshore,113,28,Open,2020-10-23,0.24778761061946902
Cook,Alden Princeton Rehab & Health,54,12,Closed,2020-10-23,0.2222222222222222
Cook,Kensington Place Nursing And Rehabilitation Center,15,2,Closed,2020-10-23,0.13333333333333333
Cook,Belmont Oak Park,6,2,Closed,2020-10-23,0.3333333333333333
Cook,Fairmont Care,151,32,Closed,2020-10-23,0.2119205298013245
Cook,Elevate Care Irving Park,71,13,Closed,2020-10-23,0.18309859154929578
Cook,Citadel of Warren Park,22,4,Closed,2020-10-23,0.18181818181818182
Cook,Chalet Living And Rehab Center,97,14,Closed,2020-10-23,0.14432989690721648
Cook,Harmony Healthcare and Rehab,136,29,Closed,2020-10-23,0.21323529411764705
Cook,Central Nursing Home,98,17,Closed,2020-10-23,0.17346938775510204
Cook,Bryn Mawr Care,28,3,Closed,2020-10-23,0.10714285714285714
Cook,Lakefront Nursing,30,0,Closed,2020-10-23,0.0
Cook,Aperion Care West Ridge,35,14,Closed,2020-10-23,0.4
Cook,Aperion Care International of Chicago,173,26,Open,2020-10-23,0.15028901734104047
Cook,Ambassador Nursing,114,9,Closed,2020-10-23,0.07894736842105263
Cook,MADO Healthcare Uptown,84,9,Closed,2020-10-23,0.10714285714285714
Cook,Alden Village North,6,0,Closed,2020-10-23,0.0
Cook,Mayfield Care Center,154,23,Closed,2020-10-23,0.14935064935064934
Cook,Norwood crossing Skilled Nursing,100,18,Open,2020-10-23,0.18
Cook,Parkshore Estates,27,0,Open,2020-10-23,0.0
Cook,Symphony of Morgan Park,202,26,Open,2020-10-23,0.12871287128712872
Cook,Warren Barr Gold Coast,51,4,Open,2020-10-23,0.0784313725490196
Cook,Woodbridge Nursing Pavilion,219,40,Closed,2020-10-23,0.182648401826484
Cook,All American Nursing Home,50,4,Closed,2020-10-23,0.08
Cook,Citadel of Waterford,64,13,Closed,2020-10-23,0.203125
Cook,Landmark of Richton Park,50,9,Closed,2020-10-23,0.18
Cook,Weinberg Community for Senior Living,25,2,Closed,2020-10-23,0.08
Cook,Brookdale Orland Park,15,6,Open,2020-10-23,0.4
Cook,Villa at South Holland,33,9,Closed,2020-10-23,0.2727272727272727
Cook,Pauls House,49,6,Closed,2020-10-23,0.12244897959183673
Cook,The Hartwell,16,0,Closed,2020-10-23,0.0
Cook,Heather Manor Nursing & Rehabilitation Center,23,4,Closed,2020-10-23,0.17391304347826086
Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,2020-10-23,0.6666666666666666
Cook,Grosse Pointe Manor,118,25,Open,2020-10-23,0.211864406779661
Cook,Citadel of Northbrook,44,2,Open,2020-10-23,0.045454545454545456
Cook,Aperion Care Plum Grove,58,19,Open,2020-10-23,0.3275862068965517
Cook,Elevate Care Niles,17,5,Open,2020-10-23,0.29411764705882354
Cook,Aperion Care Oak Lawn,103,22,Open,2020-10-23,0.21359223300970873
Cook,Alden Wentworth  Rehab & Healthcare Center,73,15,Open,2020-10-23,0.2054794520547945
Cook,Revere Court of South Barrington,9,2,Open,2020-10-23,0.2222222222222222
Cook,Presence Villa Scalabrini Nursing&Rehab Center,53,6,Open,2020-10-23,0.11320754716981132
Cook,The Grove of Berwyn,57,14,Open,2020-10-23,0.24561403508771928
Cook,The Vine At Countryside,31,4,Open,2020-10-23,0.12903225806451613
Cook,Elevate Saint Andrew,42,9,Open,2020-10-23,0.21428571428571427
Cook,ManorCare ElkGrove Village,113,25,Open,2020-10-23,0.22123893805309736
Cook,Presence St. Benedict,15,3,Closed,2020-10-23,0.2
Cook,The Mather Evanston,7,0,Closed,2020-10-23,0.0
Cook,Symphony of Hanover Park,25,2,Open,2020-10-23,0.08
Cook,Arden Courts of Palos Heights,55,10,Open,2020-10-23,0.18181818181818182
Cook,Jackson Park Assisted living,2,0,Open,2020-10-23,0.0
Cook,Autumn Green at Midway Village,3,0,Closed,2020-10-23,0.0
Cook,Misericordia,27,2,Closed,2020-10-23,0.07407407407407407
Cook,Aperion Care Midlothian,5,0,Closed,2020-10-23,0.0
Cook,Avantara Park Ridge,9,2,Closed,2020-10-23,0.2222222222222222
Cook,Palos Heights Nursing and Rehab,52,10,Closed,2020-10-23,0.19230769230769232
Cook,South Suburban Rehab Center,81,20,Closed,2020-10-23,0.24691358024691357
Cook,Lee Manor Rehab and Nursing,104,20,Open,2020-10-23,0.19230769230769232
Cook,Greek American Rehab & Care,29,2,Open,2020-10-23,0.06896551724137931
Cook,Addolorata Villa,109,20,Open,2020-10-23,0.1834862385321101
Cook,Oak Park Arms,9,2,Closed,2020-10-23,0.2222222222222222
Cook,Harbor House Memory Care,36,12,Open,2020-10-23,0.3333333333333333
Cook,Resurrection Nursing & rehab Center,53,8,Open,2020-10-23,0.1509433962264151
Cook,Elevate Care Northbrook,79,17,Open,2020-10-23,0.21518987341772153
Cook,Bria River Oaks,114,2,Open,2020-10-23,0.017543859649122806
Cook,Glenwood Health Care & Rehab,89,5,Open,2020-10-23,0.056179775280898875
Cook,Symphony at Midway,218,27,Closed,2020-10-23,0.12385321100917432
Cook,Park Lawn Residential Center,2,0,Open,2020-10-23,0.0
Cook,Elevate Care South Holland,19,6,Closed,2020-10-23,0.3157894736842105
Cook,Skokie Meadows,10,0,Closed,2020-10-23,0.0
Cook,Bickford of Tinley Park,3,0,Open,2020-10-23,0.0
Cook,Peterson Park Health Care,213,35,Closed,2020-10-23,0.1643192488262911
Cook,Buckingham Pavilion,72,13,Closed,2020-10-23,0.18055555555555555
Cook,Alden Lincoln Park Rehab,74,12,Closed,2020-10-23,0.16216216216216217
Cook,Meadowbrook Manor,80,13,Closed,2020-10-23,0.1625
Cook,Alden Estates Des Plaines,13,2,Closed,2020-10-23,0.15384615384615385
Cook,Heartis Village of Orland Park,2,0,Open,2020-10-23,0.0
Cook,Alden Estates of Evanston,18,2,Closed,2020-10-23,0.1111111111111111
Cook,Tri-States Nursing & rehab Center,40,5,Open,2020-10-23,0.125
Cook,Barton Senior Living,2,0,Closed,2020-10-23,0.0
Cook,Sunrise of Schaumburg,28,5,Open,2020-10-23,0.17857142857142858
Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),49,12,Open,2020-10-23,0.24489795918367346
Cook,DD Homes,2,0,Closed,2020-10-23,0.0
Cook,Foster Health & Rehab,32,7,Closed,2020-10-23,0.21875
Cook,Mercy Circle,25,3,Closed,2020-10-23,0.12
Cook,Presence Resurrection Life Center,21,3,Open,2020-10-23,0.14285714285714285
Cook,Citadel of Wilmette,19,5,Open,2020-10-23,0.2631578947368421
Cook,The Reserve at Arlington Heights,13,1,Open,2020-10-23,0.07692307692307693
Cook,Alden Estates of Barrington,16,0,Open,2020-10-23,0.0
Cook,Transitional Care Arlington Hgts,45,7,Open,2020-10-23,0.15555555555555556
Cook,Sunrise of Lincoln Park,2,0,Open,2020-10-23,0.0
Cook,Alden Estates of Skokie,6,0,Closed,2020-10-23,0.0
Cook,Alden PoplarCreek,91,26,Open,2020-10-23,0.2857142857142857
Cook,Central Baptist Village,12,1,Closed,2020-10-23,0.08333333333333333
Cook,Edward Hines VA Community Living Center,23,3,Open,2020-10-23,0.13043478260869565
Cook,Manor Care at Arlington Heights,27,2,Open,2020-10-23,0.07407407407407407
Cook,Dobson Plaza,77,21,Closed,2020-10-23,0.2727272727272727
Cook,Citadel of Skokie,9,2,Closed,2020-10-23,0.2222222222222222
Cook,Inverness Health and Rehab,20,0,Open,2020-10-23,0.0
Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,2020-10-23,0.75
Cook,Presence Bethlehem Woods,2,0,Open,2020-10-23,0.0
Cook,RML Specialty Hospital Hinsdale,16,1,Open,2020-10-23,0.0625
Cook,North Shore Place,9,0,Closed,2020-10-23,0.0
Cook,The Auberge at Morton Grove,6,0,Closed,2020-10-23,0.0
Cook,Abington of Glenview,11,1,Closed,2020-10-23,0.09090909090909091
Cook,Friendship Village LTC,23,5,Closed,2020-10-23,0.21739130434782608
Cook,Villa at Palos Heights,26,5,Open,2020-10-23,0.19230769230769232
Cook,Clearbrook Center,44,7,Closed,2020-10-23,0.1590909090909091
Cook,St. Joseph Village of Chicago,6,0,Closed,2020-10-23,0.0
Cook,Pearl of Rolling Meadows,26,2,Open,2020-10-23,0.07692307692307693
Cook,The Clare,17,0,Closed,2020-10-23,0.0
Cook,Wesley Place,9,0,Closed,2020-10-23,0.0
Cook,Franciscan Village,5,1,Open,2020-10-23,0.2
Cook,Clearbrook West,3,0,Closed,2020-10-23,0.0
Cook,Montclare Supportive Living,4,0,Closed,2020-10-23,0.0
Cook,Waverly Inn Memory Care Community,18,8,Open,2020-10-23,0.4444444444444444
Cook,The Grove of Northbrook,13,0,Open,2020-10-23,0.0
Cook,Brookdale Prospect Heights,8,1,Closed,2020-10-23,0.125
Cook,Countryside Nursing and Rehab Center,67,11,Open,2020-10-23,0.16417910447761194
Cook,Clear Oaks Senior Living,3,0,Open,2020-10-23,0.0
Cook,Grand Regency of South Shore,6,0,Open,2020-10-23,0.0
Cook,Bella Terra Streamwood,21,3,Open,2020-10-23,0.14285714285714285
Cook,Alden Town Manor Care,3,0,Closed,2020-10-23,0.0
Cook,Asbury Court Senior Living,9,1,Open,2020-10-23,0.1111111111111111
Cook,Balmoral Home,26,0,Open,2020-10-23,0.0
Cook,Eden Supportive Living,2,0,Open,2020-10-23,0.0
Cook,Heritage Woods,5,0,Open,2020-10-23,0.0
Cook,Oak Lawn Respiratory and Rehab,6,1,Open,2020-10-23,0.16666666666666666
Cook,Presence Nazarethville,28,6,Closed,2020-10-23,0.21428571428571427
Cook,Atria Glenview,6,0,Open,2020-10-23,0.0
Cook,Pine Crest Healthcare,4,1,Closed,2020-10-23,0.25
Cook,St Joseph Home For the Elderly,12,0,Open,2020-10-23,0.0
Cook,Brandel Care Center,10,0,Open,2020-10-23,0.0
Cook,St. Mary of Providence in Chicago,18,0,Closed,2020-10-23,0.0
Cook,Lexington Healthcare of La Grange,35,5,Closed,2020-10-23,0.14285714285714285
Cook,The Grove of La Grange,4,1,Closed,2020-10-23,0.25
Cook,Arden Courts of Elk Grove,31,8,Open,2020-10-23,0.25806451612903225
Cook,Marklund Wasmond Center,2,0,Open,2020-10-23,0.0
Cook,Autumn Green at Wright Campus,2,0,Open,2020-10-23,0.0
Cook,Bellwood Development Center,2,0,Closed,2020-10-23,0.0
Cook,Lexington healthcare of Schaumburg,30,3,Open,2020-10-23,0.1
Cook,The Pointe of Kilpatrick ,38,7,Open,2020-10-23,0.18421052631578946
Cook,Brookdale - Lake Shore,12,0,Open,2020-10-23,0.0
Cook,Symphony Residences at Lincoln Park,6,0,Open,2020-10-23,0.0
Cook,All Saints,3,0,Closed,2020-10-23,0.0
Cook,The Mooring of Arlington heights,3,0,Open,2020-10-23,0.0
Cook,Bella Terra Wheeling,88,19,Open,2020-10-23,0.2159090909090909
Cook,Victory Center of Bartlett,3,0,Closed,2020-10-23,0.0
Cook,Victory Centre of Riverwoods,9,4,Open,2020-10-23,0.4444444444444444
Cook,Aspire Living Prospect Heights,13,1,Open,2020-10-23,0.07692307692307693
Cook,Country Club Terrace,10,0,Closed,2020-10-23,0.0
Cook,MacNeal Memorial Hospital Rehab/LTC,3,0,Open,2020-10-23,0.0
Cook,Pioneer Gardens,3,0,Open,2020-10-23,0.0
Cook,Greenview Place Senior Living,4,0,Open,2020-10-23,0.0
Cook,Brookdale Hoffman Estates,12,0,Open,2020-10-23,0.0
Cook,Beechwood Manor,3,0,Open,2020-10-23,0.0
Cook,Misericordia - Marian Center,13,0,Closed,2020-10-23,0.0
Cook,Misericordia - McNerney House,6,0,Open,2020-10-23,0.0
Cook,Misericordia - Peteman House,5,0,Open,2020-10-23,0.0
Cook,Misericordia - Walsh House,2,0,Open,2020-10-23,0.0
Cook,Crestwood Terrace,5,0,Open,2020-10-23,0.0
Cook,PACTT Learning -Oak Park,16,0,Closed,2020-10-23,0.0
Cook,Lexington Health Care Center of Chicago Ridge,14,1,Closed,2020-10-23,0.07142857142857142
Cook,Alden North Shore ,4,0,Open,2020-10-23,0.0
Cook,Calumet City Terrace,3,0,Open,2020-10-23,0.0
Cook,Alden Estates of Skokie ,3,0,Open,2020-10-23,0.0
Cook,Citadel of Skokie,3,0,Open,2020-10-23,0.0
Cook,Oak Park Brookdale,4,0,Open,2020-10-23,0.0
Cook,Alden Lakeland,17,0,Closed,2020-10-23,0.0
Cook,The Clare,2,0,Closed,2020-10-23,0.0
Cook,Alden Village North,10,0,Open,2020-10-23,0.0
Cook,Greenwood Care-Evanston,9,0,Open,2020-10-23,0.0
Cook,Albany Care,15,0,Open,2020-10-23,0.0
Cook,Little Village Nursing Home,5,0,Open,2020-10-23,0.0
Cook,Peterson Park Health Care,6,0,Open,2020-10-23,0.0
Cook,Elevate Care Chicago North,6,0,Open,2020-10-23,0.0
