reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum
2021-02-05,Bond,Cedarhurst of Greenville,18,3,2021-02-05T00:00:00,Closed,0.16666666666666666,1,BOND-CEDARHURST OF GREENVILLE,No Match
2021-02-05,Bond,The Glenwood,11,2,2021-02-05T00:00:00,Open,0.18181818181818182,1,BOND-THE GLENWOOD,No Match
2021-02-05,Bond,Fayco - Elm St Greenville,8,0,2021-02-05T00:00:00,Open,0.0,1,BOND-FAYCO - ELM ST GREENVILLE,No Match
2021-02-05,Bond,Cedarhurst of Greenville,4,0,2021-02-05T00:00:00,Open,0.0,1,BOND-CEDARHURST OF GREENVILLE,No Match
2021-02-05,Boone,Symphony Northwoods,89,16,2021-02-05T00:00:00,Closed,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2021-02-05,Boone,Park Place of Belvidere,6,0,2021-02-05T00:00:00,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2021-02-05,Boone,Heritage of Woods,5,1,2021-02-05T00:00:00,Closed,0.2,1,BOONE-HERITAGE OF WOODS,No Match
2021-02-05,Boone,Maple Crest Care Center,100,23,2021-02-05T00:00:00,Open,0.23,1,BOONE-MAPLE CREST CARE CENTER,145990
2021-02-05,Boone,Park Place,80,3,2021-02-05T00:00:00,Open,0.0375,1,BOONE-PARK PLACE,No Match
2021-02-05,Boone,Northwoods Care Center ,8,2,2021-02-05T00:00:00,Open,0.25,1,BOONE-NORTHWOODS CARE CENTER ,No Match
2021-02-05,Boone,Heritage Woods of Belvidere ,33,4,2021-02-05T00:00:00,Open,0.12121212121212122,1,BOONE-HERITAGE WOODS OF BELVIDERE ,No Match
2021-02-05,Brown,Heritage Health,52,9,2021-02-05T00:00:00,Open,0.17307692307692307,1,BROWN-HERITAGE HEALTH,No Match
2021-02-05,Bureau,St. Margarets Living Center,3,0,2021-02-05T00:00:00,Closed,0.0,1,BUREAU-ST. MARGARETS LIVING CENTER,No Match
2021-02-05,Bureau,Aperion Care- Princeton,110,9,2021-02-05T00:00:00,Open,0.08181818181818182,1,BUREAU-APERION CARE- PRINCETON,145437
2021-02-05,Bureau,Heartland Heath care- Henry,5,2,2021-02-05T00:00:00,Closed,0.4,1,BUREAU-HEARTLAND HEATH CARE- HENRY,No Match
2021-02-05,Bureau,Liberty Village of Princeton,59,15,2021-02-05T00:00:00,Open,0.2542372881355932,1,BUREAU-LIBERTY VILLAGE OF PRINCETON,No Match
2021-02-05,Bureau,Aperion Care Spring Valley,132,15,2021-02-05T00:00:00,Open,0.11363636363636363,1,BUREAU-APERION CARE SPRING VALLEY,No Match
2021-02-05,Bureau,Heritage Health Care Walnut,41,10,2021-02-05T00:00:00,Open,0.24390243902439024,1,BUREAU-HERITAGE HEALTH CARE WALNUT,No Match
2021-02-05,Calhoun,Calhoun Nursing and Rehabilitation,2,0,2021-02-05T00:00:00,Closed,0.0,1,CALHOUN-CALHOUN NURSING AND REHABILITATION,No Match
2021-02-05,Carroll,Big Meadows Nursing Home,107,9,2021-02-05T00:00:00,Closed,0.08411214953271028,1,CARROLL-BIG MEADOWS NURSING HOME,14E701
2021-02-05,Carroll,Allure of Mount Carroll,49,9,2021-02-05T00:00:00,Open,0.1836734693877551,1,CARROLL-ALLURE OF MOUNT CARROLL,145770
2021-02-05,Carroll,Pinnacle Place,3,0,2021-02-05T00:00:00,Open,0.0,1,CARROLL-PINNACLE PLACE,No Match
2021-02-05,Cass,Walker Nursing Home,57,11,2021-02-05T00:00:00,Closed,0.19298245614035087,1,CASS-WALKER NURSING HOME,146100
2021-02-05,Cass,Heritage Health,38,10,2021-02-05T00:00:00,Closed,0.2631578947368421,1,CASS-HERITAGE HEALTH,No Match
2021-02-05,Cass,Evergreen Place Supportive Living ,3,0,2021-02-05T00:00:00,Closed,0.0,1,CASS-EVERGREEN PLACE SUPPORTIVE LIVING ,No Match
2021-02-05,Cass,Evergreen Place,6,0,2021-02-05T00:00:00,Open,0.0,1,CASS-EVERGREEN PLACE,No Match
2021-02-05,Champaign,University Rehab Center,5,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2021-02-05,Champaign,Villas of Holly Brook,2,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-VILLAS OF HOLLY BROOK,No Match
2021-02-05,Champaign,Reflections Memory Care,28,4,2021-02-05T00:00:00,Closed,0.14285714285714285,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2021-02-05,Champaign,Champaign-Urbana Nursing and Rehab,4,1,2021-02-05T00:00:00,Closed,0.25,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
2021-02-05,Champaign,Villas of Hollybrook-Rantoul,5,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-VILLAS OF HOLLYBROOK-RANTOUL,No Match
2021-02-05,Champaign,Country Health and Rehab,7,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-COUNTRY HEALTH AND REHAB,145708
2021-02-05,Champaign,Green House Homes at Clark-Lindsey,2,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-GREEN HOUSE HOMES AT CLARK-LINDSEY,No Match
2021-02-05,Champaign,Illini Heritage Rehab and Health,2,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-ILLINI HERITAGE REHAB AND HEALTH,146017
2021-02-05,Champaign,Meadowbrook at Clark-Lindsey,7,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-MEADOWBROOK AT CLARK-LINDSEY,No Match
2021-02-05,Champaign,Champaign Urbana Nursing and Rehab,137,11,2021-02-05T00:00:00,Open,0.08029197080291971,1,CHAMPAIGN-CHAMPAIGN URBANA NURSING AND REHAB,145439
2021-02-05,Champaign,Bickford Senior Living,10,3,2021-02-05T00:00:00,Closed,0.3,1,CHAMPAIGN-BICKFORD SENIOR LIVING,No Match
2021-02-05,Champaign,University Rehabilitation Center,4,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHABILITATION CENTER,145364
2021-02-05,Champaign,Country Health and Rehab,2,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-COUNTRY HEALTH AND REHAB,145708
2021-02-05,Champaign,Brookdale Urbana,10,3,2021-02-05T00:00:00,Closed,0.3,1,CHAMPAIGN-BROOKDALE URBANA,No Match
2021-02-05,Champaign,Meadowbrook at Clark-Lindsey,32,3,2021-02-05T00:00:00,Open,0.09375,1,CHAMPAIGN-MEADOWBROOK AT CLARK-LINDSEY,No Match
2021-02-05,Champaign,Evergreen Place,12,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-EVERGREEN PLACE,No Match
2021-02-05,Champaign,Green House Homes at Clark-Lindsey,5,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-GREEN HOUSE HOMES AT CLARK-LINDSEY,No Match
2021-02-05,Champaign,Illini Heritage Rehab And Health,57,8,2021-02-05T00:00:00,Closed,0.14035087719298245,1,CHAMPAIGN-ILLINI HERITAGE REHAB AND HEALTH,146017
2021-02-05,Champaign,Arbor Rose of Tolono,23,2,2021-02-05T00:00:00,Closed,0.08695652173913043,1,CHAMPAIGN-ARBOR ROSE OF TOLONO,No Match
2021-02-05,Champaign,Autumn Fields-Savoy,8,1,2021-02-05T00:00:00,Closed,0.125,1,CHAMPAIGN-AUTUMN FIELDS-SAVOY,No Match
2021-02-05,Champaign,Eagles View Supportive Living and Memory Care,36,2,2021-02-05T00:00:00,Closed,0.05555555555555555,1,CHAMPAIGN-EAGLES VIEW SUPPORTIVE LIVING AND MEMORY CARE,No Match
2021-02-05,Champaign,University Rehab Center,62,2,2021-02-05T00:00:00,Open,0.03225806451612903,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2021-02-05,Champaign,Prairie Winds of Urbana,17,1,2021-02-05T00:00:00,Closed,0.058823529411764705,1,CHAMPAIGN-PRAIRIE WINDS OF URBANA,No Match
2021-02-05,Champaign,Country Health & Rehab,42,5,2021-02-05T00:00:00,Open,0.11904761904761904,1,CHAMPAIGN-COUNTRY HEALTH & REHAB,No Match
2021-02-05,Champaign,Windsor At Savoy,20,1,2021-02-05T00:00:00,Open,0.05,1,CHAMPAIGN-WINDSOR AT SAVOY,No Match
2021-02-05,Champaign,Swann Special Care Center,16,0,2021-02-05T00:00:00,Open,0.0,1,CHAMPAIGN-SWANN SPECIAL CARE CENTER,No Match
2021-02-05,Champaign,Reflections Memory Care,9,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2021-02-05,Champaign,Brookstone Estates Senior Living,9,2,2021-02-05T00:00:00,Closed,0.2222222222222222,1,CHAMPAIGN-BROOKSTONE ESTATES SENIOR LIVING,No Match
2021-02-05,Champaign,Villas of Hollybrook,2,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-VILLAS OF HOLLYBROOK,No Match
2021-02-05,Champaign,Bickford Senior Living,2,0,2021-02-05T00:00:00,Closed,0.0,1,CHAMPAIGN-BICKFORD SENIOR LIVING,No Match
2021-02-05,Champaign,Brookdale Urbana,17,1,2021-02-05T00:00:00,Open,0.058823529411764705,1,CHAMPAIGN-BROOKDALE URBANA,No Match
2021-02-05,Champaign,Carriage Crossing Senior Living of Champaign,17,2,2021-02-05T00:00:00,Open,0.11764705882352941,1,CHAMPAIGN-CARRIAGE CROSSING SENIOR LIVING OF CHAMPAIGN,No Match
2021-02-05,Champaign,The Waterford at Bridle Brook,6,0,2021-02-05T00:00:00,Open,0.0,1,CHAMPAIGN-THE WATERFORD AT BRIDLE BROOK,No Match
2021-02-05,Champaign,Amber Glen Alzheimers Special Care Center,45,2,2021-02-05T00:00:00,Open,0.044444444444444446,1,CHAMPAIGN-AMBER GLEN ALZHEIMERS SPECIAL CARE CENTER,No Match
2021-02-05,Christian,Taylorville Estates,10,0,2021-02-05T00:00:00,Open,0.0,1,CHRISTIAN-TAYLORVILLE ESTATES,No Match
2021-02-05,Christian,Taylorville Hickory Estates,2,0,2021-02-05T00:00:00,Open,0.0,1,CHRISTIAN-TAYLORVILLE HICKORY ESTATES,No Match
2021-02-05,Christian,Heritage Health of Pana,70,14,2021-02-05T00:00:00,Open,0.2,1,CHRISTIAN-HERITAGE HEALTH OF PANA,145267
2021-02-05,Christian,Prairie Rose,2,0,2021-02-05T00:00:00,Open,0.0,1,CHRISTIAN-PRAIRIE ROSE,145411
2021-02-05,Christian,taylorville care center,101,16,2021-02-05T00:00:00,Open,0.15841584158415842,1,CHRISTIAN-TAYLORVILLE CARE CENTER,145502
2021-02-05,Christian,Taylorville Skilled Nursing (fka Meadow Manor),54,4,2021-02-05T00:00:00,Closed,0.07407407407407407,1,CHRISTIAN-TAYLORVILLE SKILLED NURSING (FKA MEADOW MANOR),146048
2021-02-05,Christian,Lifes Journey,8,2,2021-02-05T00:00:00,Closed,0.25,1,CHRISTIAN-LIFES JOURNEY,No Match
2021-02-05,Christian,Hickory Estates of Pana,2,0,2021-02-05T00:00:00,Open,0.0,1,CHRISTIAN-HICKORY ESTATES OF PANA,No Match
2021-02-05,Christian,prairie rose,11,7,2021-02-05T00:00:00,Open,0.6363636363636364,1,CHRISTIAN-PRAIRIE ROSE,145411
2021-02-05,Clark,Villas of Holly Brook Marshall,8,0,2021-02-05T00:00:00,Closed,0.0,1,CLARK-VILLAS OF HOLLY BROOK MARSHALL,No Match
2021-02-05,Clark,Marshall Rehab,19,0,2021-02-05T00:00:00,Open,0.0,1,CLARK-MARSHALL REHAB,146046
2021-02-05,Clark,Heartland Manor Nursing home,80,18,2021-02-05T00:00:00,Open,0.225,1,CLARK-HEARTLAND MANOR NURSING HOME,No Match
2021-02-05,Clark," Villas of Holly Brook Marshall, Clark ",42,2,2021-02-05T00:00:00,Open,0.047619047619047616,1,"CLARK- VILLAS OF HOLLY BROOK MARSHALL, CLARK ",No Match
2021-02-05,Clark,Casey Healthcare Center,36,11,2021-02-05T00:00:00,Open,0.3055555555555556,1,CLARK-CASEY HEALTHCARE CENTER,No Match
2021-02-05,Clay,Flora Gardens,61,13,2021-02-05T00:00:00,Closed,0.21311475409836064,1,CLAY-FLORA GARDENS,145624
2021-02-05,Clay,Flora Rehabilitation,59,10,2021-02-05T00:00:00,Open,0.1694915254237288,1,CLAY-FLORA REHABILITATION,No Match
2021-02-05,Clay,Heritage Woods of Flora ,3,0,2021-02-05T00:00:00,Open,0.0,1,CLAY-HERITAGE WOODS OF FLORA ,No Match
2021-02-05,Clinton,Carlyle HealthCare Center,85,15,2021-02-05T00:00:00,Closed,0.17647058823529413,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2021-02-05,Clinton,Warrren G Murray Develpmental Center,62,0,2021-02-05T00:00:00,Closed,0.0,1,CLINTON-WARRREN G MURRAY DEVELPMENTAL CENTER,No Match
2021-02-05,Clinton,Clinton Manor Living Facility,31,1,2021-02-05T00:00:00,Closed,0.03225806451612903,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025
2021-02-05,Clinton,Villa Catherine,7,0,2021-02-05T00:00:00,Closed,0.0,1,CLINTON-VILLA CATHERINE,No Match
2021-02-05,Clinton,Clinton Manor Living Facility,13,0,2021-02-05T00:00:00,Closed,0.0,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025
2021-02-05,Clinton,Warren G Murray Developmental Center,2,0,2021-02-05T00:00:00,Closed,0.0,1,CLINTON-WARREN G MURRAY DEVELOPMENTAL CENTER,No Match
2021-02-05,Clinton,Carlyle Healthcare Center,38,1,2021-02-05T00:00:00,Open,0.02631578947368421,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2021-02-05,Clinton,Warren G. Murray Developmental Center,176,1,2021-02-05T00:00:00,Open,0.005681818181818182,1,CLINTON-WARREN G. MURRAY DEVELOPMENTAL CENTER,No Match
2021-02-05,Clinton,Breese Nursing Home,59,8,2021-02-05T00:00:00,Closed,0.13559322033898305,1,CLINTON-BREESE NURSING HOME,145410
2021-02-05,Clinton,Aviston Countryside Manor,70,16,2021-02-05T00:00:00,Open,0.22857142857142856,1,CLINTON-AVISTON COUNTRYSIDE MANOR,145601
2021-02-05,Clinton,Trenton Village Retirement,37,3,2021-02-05T00:00:00,Closed,0.08108108108108109,1,CLINTON-TRENTON VILLAGE RETIREMENT,No Match
2021-02-05,Clinton,Clinton Manor Living Center,16,1,2021-02-05T00:00:00,Open,0.0625,1,CLINTON-CLINTON MANOR LIVING CENTER,No Match
2021-02-05,Clinton,Villa Catherine,32,3,2021-02-05T00:00:00,Closed,0.09375,1,CLINTON-VILLA CATHERINE,No Match
2021-02-05,Clinton,The Villas at St. James,45,4,2021-02-05T00:00:00,Closed,0.08888888888888889,1,CLINTON-THE VILLAS AT ST. JAMES,No Match
2021-02-05,Clinton,Cedarhurst of Breese,31,2,2021-02-05T00:00:00,Open,0.06451612903225806,1,CLINTON-CEDARHURST OF BREESE,No Match
2021-02-05,Clinton,Clinton Manor Living Center - DD,14,0,2021-02-05T00:00:00,Open,0.0,1,CLINTON-CLINTON MANOR LIVING CENTER - DD,No Match
2021-02-05,Clinton,Royal Living Center,3,0,2021-02-05T00:00:00,Closed,0.0,1,CLINTON-ROYAL LIVING CENTER,No Match
2021-02-05,Clinton,Royal Living Center - Single CILA,2,0,2021-02-05T00:00:00,Closed,0.0,1,CLINTON-ROYAL LIVING CENTER - SINGLE CILA,No Match
2021-02-05,Clinton,Royal Living Center- Multi-CILA,14,0,2021-02-05T00:00:00,Open,0.0,1,CLINTON-ROYAL LIVING CENTER- MULTI-CILA,No Match
2021-02-05,Coles,Charleston Rehab and Healthcare,95,17,2021-02-05T00:00:00,Closed,0.17894736842105263,1,COLES-CHARLESTON REHAB AND HEALTHCARE,145636
2021-02-05,Coles,Mattoon Healthcare,2,0,2021-02-05T00:00:00,Closed,0.0,1,COLES-MATTOON HEALTHCARE,145480
2021-02-05,Coles,Odd Fellow Rebekah,28,5,2021-02-05T00:00:00,Closed,0.17857142857142858,1,COLES-ODD FELLOW REBEKAH,145772
2021-02-05,Coles,Villas of Holly,7,0,2021-02-05T00:00:00,Closed,0.0,1,COLES-VILLAS OF HOLLY,No Match
2021-02-05,Coles,Mattoon Healthcare,3,0,2021-02-05T00:00:00,Closed,0.0,1,COLES-MATTOON HEALTHCARE,145480
2021-02-05,Coles,Hilltop Skilled Nursing,71,5,2021-02-05T00:00:00,Closed,0.07042253521126761,1,COLES-HILLTOP SKILLED NURSING,145862
2021-02-05,Coles,Copper Creek Cottages,26,7,2021-02-05T00:00:00,Closed,0.2692307692307692,1,COLES-COPPER CREEK COTTAGES,No Match
2021-02-05,Coles,Mattoon Rehabilitation and Health Care Center,144,19,2021-02-05T00:00:00,Closed,0.13194444444444445,1,COLES-MATTOON REHABILITATION AND HEALTH CARE CENTER,No Match
2021-02-05,Coles,Brookstone Estates North,19,2,2021-02-05T00:00:00,Closed,0.10526315789473684,1,COLES-BROOKSTONE ESTATES NORTH,No Match
2021-02-05,Coles,CTF Charleston,34,0,2021-02-05T00:00:00,Closed,0.0,1,COLES-CTF CHARLESTON,No Match
2021-02-05,Coles,Charleston Rehabilitation and Healthcare,25,0,2021-02-05T00:00:00,Closed,0.0,1,COLES-CHARLESTON REHABILITATION AND HEALTHCARE,No Match
2021-02-05,Coles,Odd Fellow Rebekah Home,26,1,2021-02-05T00:00:00,Closed,0.038461538461538464,1,COLES-ODD FELLOW REBEKAH HOME,No Match
2021-02-05,Coles,Brookstone Estates of Charleston,5,0,2021-02-05T00:00:00,Closed,0.0,1,COLES-BROOKSTONE ESTATES OF CHARLESTON,No Match
2021-02-05,Coles,Harmony Healthcare and Rehab,21,6,2021-02-05T00:00:00,Open,0.2857142857142857,1,COLES-HARMONY HEALTHCARE AND REHAB,No Match
2021-02-05,Coles,Alden Estates,24,2,2021-02-05T00:00:00,Open,0.08333333333333333,1,COLES-ALDEN ESTATES,No Match
2021-02-05,Coles,Villas of Hollybrook in Charleston,24,1,2021-02-05T00:00:00,Closed,0.041666666666666664,1,COLES-VILLAS OF HOLLYBROOK IN CHARLESTON,No Match
2021-02-05,Coles,Heritage Woods in Charleston IL,16,3,2021-02-05T00:00:00,Open,0.1875,1,COLES-HERITAGE WOODS IN CHARLESTON IL,No Match
2021-02-05,Coles,"Palm Terrace of Mattoon, IL",2,0,2021-02-05T00:00:00,Closed,0.0,1,"COLES-PALM TERRACE OF MATTOON, IL",No Match
2021-02-05,Coles,The Oaks Manor,3,0,2021-02-05T00:00:00,Closed,0.0,1,COLES-THE OAKS MANOR,No Match
2021-02-05,Cook,Three Crown Park ,48,8,2021-02-05T00:00:00,Closed,0.16666666666666666,1,COOK-THREE CROWN PARK ,No Match
2021-02-05,Cook,The Admiral at the Lake,68,8,2021-02-05T00:00:00,Open,0.11764705882352941,1,COOK-THE ADMIRAL AT THE LAKE,146165
2021-02-05,Cook,Covenant Enabling Residence,6,0,2021-02-05T00:00:00,Closed,0.0,1,COOK-COVENANT ENABLING RESIDENCE,No Match
2021-02-05,Cook,Presence MaryHaven,13,4,2021-02-05T00:00:00,Closed,0.3076923076923077,1,COOK-PRESENCE MARYHAVEN,145741
2021-02-05,Cook,Bridgeview HC,66,15,2021-02-05T00:00:00,Closed,0.22727272727272727,1,COOK-BRIDGEVIEW HC,145208
2021-02-05,Cook,Pershing Garden,13,4,2021-02-05T00:00:00,Closed,0.3076923076923077,1,COOK-PERSHING GARDEN,146078
2021-02-05,Cook,Aperion Care Forest Park,51,6,2021-02-05T00:00:00,Closed,0.11764705882352941,1,COOK-APERION CARE FOREST PARK,145969
2021-02-05,Cook,ManorCare Palos Heights East,67,12,2021-02-05T00:00:00,Closed,0.1791044776119403,1,COOK-MANORCARE PALOS HEIGHTS EAST,145607
2021-02-05,Cook,Community Care Nursing Home,81,9,2021-02-05T00:00:00,Closed,0.1111111111111111,1,COOK-COMMUNITY CARE NURSING HOME,146164
2021-02-05,Cook,Westchester Health and Rehabilitation Center,46,12,2021-02-05T00:00:00,Closed,0.2608695652173913,1,COOK-WESTCHESTER HEALTH AND REHABILITATION CENTER,145660
2021-02-05,Cook,Ludeman Developmental Center,263,9,2021-02-05T00:00:00,Closed,0.034220532319391636,1,COOK-LUDEMAN DEVELOPMENTAL CENTER,No Match
2021-02-05,Cook,Warren Barr Lincoln Park,56,11,2021-02-05T00:00:00,Closed,0.19642857142857142,1,COOK-WARREN BARR LINCOLN PARK,145875
2021-02-05,Cook,Good Shepherd Manor,3,1,2021-02-05T00:00:00,Closed,0.3333333333333333,1,COOK-GOOD SHEPHERD MANOR,No Match
2021-02-05,Cook,Lexington of Chicago Ridge,23,12,2021-02-05T00:00:00,Closed,0.5217391304347826,1,COOK-LEXINGTON OF CHICAGO RIDGE,145700
2021-02-05,Cook,Summit of Uptown,35,15,2021-02-05T00:00:00,Closed,0.42857142857142855,1,COOK-SUMMIT OF UPTOWN,No Match
2021-02-05,Cook,Brookdale Des Plaines,20,7,2021-02-05T00:00:00,Closed,0.35,1,COOK-BROOKDALE DES PLAINES,No Match
2021-02-05,Cook,Evergreen Senior Living,9,4,2021-02-05T00:00:00,Closed,0.4444444444444444,1,COOK-EVERGREEN SENIOR LIVING,No Match
2021-02-05,Cook,Madden Mental Health Center,9,0,2021-02-05T00:00:00,Closed,0.0,1,COOK-MADDEN MENTAL HEALTH CENTER,No Match
2021-02-05,Cook,New City Supportive Living,2,0,2021-02-05T00:00:00,Open,0.0,1,COOK-NEW CITY SUPPORTIVE LIVING,No Match
2021-02-05,Cook,Alden Lakeland,14,2,2021-02-05T00:00:00,Closed,0.14285714285714285,1,COOK-ALDEN LAKELAND,145450
2021-02-05,Cook,Lakeview Nursing and Rehab,90,22,2021-02-05T00:00:00,Open,0.24444444444444444,1,COOK-LAKEVIEW NURSING AND REHAB,145654
2021-02-05,Cook,Uptown Health Center,120,18,2021-02-05T00:00:00,Closed,0.15,1,COOK-UPTOWN HEALTH CENTER,145881
2021-02-05,Cook,Symphony of Bronzeville,64,17,2021-02-05T00:00:00,Closed,0.265625,1,COOK-SYMPHONY OF BRONZEVILLE,145337
2021-02-05,Cook,Southpoint Nsg and Rehab,81,11,2021-02-05T00:00:00,Closed,0.13580246913580246,1,COOK-SOUTHPOINT NSG AND REHAB,145914
2021-02-05,Cook,Windsor Estates,109,23,2021-02-05T00:00:00,Closed,0.21100917431192662,1,COOK-WINDSOR ESTATES,145967
2021-02-05,Cook,ManorCare Health Services-Palos Heights West,55,16,2021-02-05T00:00:00,Closed,0.2909090909090909,1,COOK-MANORCARE HEALTH SERVICES-PALOS HEIGHTS WEST,145893
2021-02-05,Cook,Prairie Green at Dixie Crossing,18,6,2021-02-05T00:00:00,Closed,0.3333333333333333,1,COOK-PRAIRIE GREEN AT DIXIE CROSSING,No Match
2021-02-05,Cook,Victory Centre of Sierra Ridge,12,1,2021-02-05T00:00:00,Closed,0.08333333333333333,1,COOK-VICTORY CENTRE OF SIERRA RIDGE,No Match
2021-02-05,Cook,Progressive Housing,7,3,2021-02-05T00:00:00,Closed,0.42857142857142855,1,COOK-PROGRESSIVE HOUSING,No Match
2021-02-05,Cook,Arbour Health Care Center,58,3,2021-02-05T00:00:00,Closed,0.05172413793103448,1,COOK-ARBOUR HEALTH CARE CENTER,146169
2021-02-05,Cook,Elevate Care Chicago North,176,34,2021-02-05T00:00:00,Closed,0.19318181818181818,1,COOK-ELEVATE CARE CHICAGO NORTH,145484
2021-02-05,Cook,Carlton at the Lake,104,20,2021-02-05T00:00:00,Closed,0.19230769230769232,1,COOK-CARLTON AT THE LAKE,145679
2021-02-05,Cook,Aperion Care Dolton,29,6,2021-02-05T00:00:00,Closed,0.20689655172413793,1,COOK-APERION CARE DOLTON,145877
2021-02-05,Cook,Bellhaven Nursing and Rehabilitation,86,9,2021-02-05T00:00:00,Open,0.10465116279069768,1,COOK-BELLHAVEN NURSING AND REHABILITATION,145549
2021-02-05,Cook,Center Home for Hispanic Elderly,127,30,2021-02-05T00:00:00,Open,0.23622047244094488,1,COOK-CENTER HOME FOR HISPANIC ELDERLY,146062
2021-02-05,Cook,Estates of Hyde Park,57,12,2021-02-05T00:00:00,Closed,0.21052631578947367,1,COOK-ESTATES OF HYDE PARK,145828
2021-02-05,Cook,Symphony of South Shore,188,29,2021-02-05T00:00:00,Open,0.15425531914893617,1,COOK-SYMPHONY OF SOUTH SHORE,145977
2021-02-05,Cook,Villa at Windsor Park,160,44,2021-02-05T00:00:00,Closed,0.275,1,COOK-VILLA AT WINDSOR PARK,145970
2021-02-05,Cook,Symphony of Lincoln Park,179,30,2021-02-05T00:00:00,Closed,0.16759776536312848,1,COOK-SYMPHONY OF LINCOLN PARK,145510
2021-02-05,Cook,Symphony of Chicago West,58,7,2021-02-05T00:00:00,Closed,0.1206896551724138,1,COOK-SYMPHONY OF CHICAGO WEST,145661
2021-02-05,Cook,Covenant Home of Chicago,3,0,2021-02-05T00:00:00,Closed,0.0,1,COOK-COVENANT HOME OF CHICAGO,No Match
