County,FacilityName2,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Lee Manor Rehab and Nursing,145382,2021-01-22,189,34,0.17989417989417988,1,0,1,1
Cook,Bella Terra Streamwood,145701,2021-01-22,188,21,0.11170212765957446,2,1,1,1
Will,Presence Villa Franciscan,145029,2021-01-22,188,21,0.11170212765957446,2,1,1,1
Madison,Riverside Rehab and Healthcare,145651,2021-01-22,187,27,0.1443850267379679,3,2,1,1
Kane,River View Rehab,145308,2021-01-22,180,15,0.08333333333333333,1,0,1,1
Cook,Elevate Care Niles,145662,2021-01-22,180,27,0.15,3,2,1,1
Lake,Hillcrest Retirement Village,146130,2021-01-22,178,20,0.11235955056179775,1,0,1,1
Clinton,Warren G. Murray Developmental Center,No Match,2021-01-22,172,0,0.0,1,0,1,1
Kane,The Grove Fox Valley,145006,2021-01-22,169,24,0.14201183431952663,2,1,1,1
Lake,Whitehall of Deerfield,145706,2021-01-22,169,6,0.03550295857988166,2,1,1,1
Cook,Mayfield Care Center,145885,2021-01-22,166,23,0.13855421686746988,2,1,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2021-01-22,166,23,0.13855421686746988,2,1,1,1
Cook,Citadel of Northbrook,145982,2021-01-22,158,16,0.10126582278481013,1,0,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2021-01-22,157,6,0.03821656050955414,1,1,0,1
LaSalle,Liberty Village of Peru - Manor Court,No Match,2021-01-22,156,31,0.1987179487179487,1,1,0,1
Marion,Bryan Manor,No Match,2021-01-22,155,8,0.05161290322580645,1,0,1,1
DuPage,Bridgeway Senior Living,No Match,2021-01-22,153,12,0.0784313725490196,2,1,1,1
Madison,Meridian Village,146142,2021-01-22,152,9,0.05921052631578947,1,0,1,1
Monroe,Oak Hill,145445,2021-01-22,152,23,0.1513157894736842,1,0,1,1
DuPage,Bria of Westmont,145405,2021-01-22,152,29,0.19078947368421054,1,0,1,1
Cook,Fairmont Care,145867,2021-01-22,151,32,0.2119205298013245,1,1,0,1
Cook,Bella Terra Wheeling,145835,2021-01-22,151,30,0.1986754966887417,3,2,1,1
Peoria,Lutheran Hillside Village,No Match,2021-01-22,151,10,0.06622516556291391,3,2,1,1
Cook,Warren Barr Gold Coast,145336,2021-01-22,151,13,0.08609271523178808,1,0,1,1
McLean,Heritage Health of Normal,145732,2021-01-22,150,23,0.15333333333333332,1,0,1,1
DuPage,Winfield Woods Healthcare Center,146168,2021-01-22,149,6,0.040268456375838924,4,3,1,1
Cook,Norwood crossing Skilled Nursing,145974,2021-01-22,149,18,0.12080536912751678,1,0,1,1
Cook,Avantara Evergreen Park,145734,2021-01-22,149,25,0.16778523489932887,2,1,1,1
Kankakee,Illinois Veterans Home Manteno,No Match,2021-01-22,148,21,0.14189189189189189,2,1,1,1
Rock Island,Centennial Care Center (#2),No Match,2021-01-22,147,19,0.1292517006802721,1,0,1,1
Kane,Bria of Geneva,146067,2021-01-22,147,30,0.20408163265306123,2,2,0,1
LaSalle,Heritage Health Mendota,145151,2021-01-22,145,25,0.1724137931034483,2,2,0,1
Coles,Mattoon Rehabilitation and Health Care Center,No Match,2021-01-22,144,19,0.13194444444444445,1,1,0,1
McHenry,The Fountains at Crystal Lake (#3),No Match,2021-01-22,144,7,0.04861111111111111,1,0,1,1
Lake,Warren Barr Lincolnshire,146028,2021-01-22,142,7,0.04929577464788732,2,1,1,1
Cook,Midway Neuro and Rehab,145778,2021-01-22,142,12,0.08450704225352113,1,1,0,1
Macon,Imboden Creek,No Match,2021-01-22,139,9,0.06474820143884892,1,0,1,1
Cook,Harmony Healthcare and Rehab,145775,2021-01-22,138,29,0.21014492753623187,2,1,1,1
Peoria,Sharon Healthcare Willows,14E888,2021-01-22,138,7,0.050724637681159424,1,0,1,1
Rock Island,Heartland Healthcare Center Moline,145027,2021-01-22,137,19,0.1386861313868613,1,0,1,1
Cook,Meadowbrook Manor,145710,2021-01-22,137,24,0.17518248175182483,2,1,1,1
Cook,Uptown Health Center,145881,2021-01-22,137,19,0.1386861313868613,2,1,1,1
St. Clair,Freeburg  Care  Center,No Match,2021-01-22,137,6,0.043795620437956206,1,0,1,1
Cook,Alden Town Manor Rehabilitation & Health Care Cent,145736,2021-01-22,135,26,0.1925925925925926,1,0,1,1
Tazewell,Apostolic Christian Restmor,145436,2021-01-22,134,12,0.08955223880597014,2,1,1,1
Cook,Warren Barr South Loop,145632,2021-01-22,134,9,0.06716417910447761,1,0,1,1
Richland,Richland Nursing and Rehab,145135,2021-01-22,134,18,0.13432835820895522,1,0,1,1
Knox,Seminary Manor,145598,2021-01-22,134,21,0.15671641791044777,1,0,1,1
Cook,Carlton at the Lake,145679,2021-01-22,133,21,0.15789473684210525,2,1,1,1
Cook,Alden Lakeland,145450,2021-01-22,133,5,0.03759398496240601,3,2,1,1
Winnebago,Alden Park Strathmoor,145259,2021-01-22,133,15,0.11278195488721804,1,0,1,1
DuPage,Alden Estates of Naperville,145582,2021-01-22,133,23,0.17293233082706766,3,2,1,1
Sangamon,Lewis Memorial Christian Village,146026,2021-01-22,132,18,0.13636363636363635,1,0,1,1
Bureau,Aperion Care Spring Valley,No Match,2021-01-22,132,15,0.11363636363636363,1,0,1,1
Madison,University Care Center,145985,2021-01-22,132,15,0.11363636363636363,3,2,1,1
Will,symphony of joliet,145372,2021-01-22,130,25,0.19230769230769232,1,1,0,1
Cook,Mosaic of Lakeshore,145244,2021-01-22,130,29,0.2230769230769231,2,1,1,1
Champaign,Champaign Urbana Nursing and Rehab,145439,2021-01-22,129,11,0.08527131782945736,1,0,1,1
Will,Salem Village NH,145618,2021-01-22,129,8,0.06201550387596899,1,0,1,1
St. Clair,Caseyville Care Center2,145585,2021-01-22,129,9,0.06976744186046512,1,0,1,1
Kane,Asbury Gardens,146170,2021-01-22,129,22,0.17054263565891473,3,2,1,1
Cook,Bellwood Developmental Center,No Match,2021-01-22,129,2,0.015503875968992248,1,0,1,1
Randolph,Red Bud Regional Care Center,145309,2021-01-22,128,12,0.09375,1,0,1,1
Cook,The Grove of Northbrook,145809,2021-01-22,127,9,0.07086614173228346,2,1,1,1
Kane,Symphony of Orchard Valley,145473,2021-01-22,126,24,0.19047619047619047,2,2,0,1
Greene,White Hall Nursing and Rehab,145519,2021-01-22,126,25,0.1984126984126984,1,0,1,1
Rock Island,Friendship Manor,146099,2021-01-22,126,22,0.1746031746031746,3,2,1,1
Madison,Care Center at Center Grove,145846,2021-01-22,126,9,0.07142857142857142,2,1,1,1
Cook,Center Home for Hispanic Elderly,146062,2021-01-22,126,30,0.23809523809523808,1,0,1,1
Sangamon,Heritage Health Springfield,145229,2021-01-22,125,17,0.136,2,1,1,1
St. Clair,Mercy,No Match,2021-01-22,125,19,0.152,1,0,1,1
Lee,Jack Mabley Developmental Center,No Match,2021-01-22,125,1,0.008,2,2,0,1
Cook,Pearl of Rolling Meadows,145350,2021-01-22,124,11,0.08870967741935484,2,1,1,1
Cook,Addolorata Villa,145724,2021-01-22,124,21,0.1693548387096774,2,1,1,1
Cook,Ambassador Nursing,145343,2021-01-22,124,9,0.07258064516129033,2,1,1,1
Williamson,Shawnee Senior Living,146036,2021-01-22,124,19,0.1532258064516129,2,1,1,1
Cook,Golfview Developmental Center,No Match,2021-01-22,123,11,0.08943089430894309,1,1,0,1
Lake,Rolling Hills Manor,145443,2021-01-22,123,23,0.18699186991869918,3,1,2,1
Sangamon,Villa East,145721,2021-01-22,122,26,0.21311475409836064,1,1,0,1
Macon,Villa Clara Post Acute,145965,2021-01-22,122,14,0.11475409836065574,2,1,1,1
Cook,Aperion Care Forest Park,145969,2021-01-22,122,18,0.14754098360655737,2,1,1,1
Marion,Odin Care Center,145649,2021-01-22,121,17,0.14049586776859505,1,0,1,1
Cook,Ludeman Center,No Match,2021-01-22,120,0,0.0,1,0,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2021-01-22,118,17,0.1440677966101695,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2021-01-22,118,18,0.15254237288135594,1,1,0,1
Williamson,Parkway Manor,145841,2021-01-22,118,24,0.2033898305084746,1,0,1,1
Will,Beecher Manor,145538,2021-01-22,118,18,0.15254237288135594,1,0,1,1
Washington,Friendship Manor Health Care,No Match,2021-01-22,118,17,0.1440677966101695,1,0,1,1
Will,Spring Creek Nursing Home,146172,2021-01-22,117,13,0.1111111111111111,2,1,1,1
Sangamon,Brother James Court,No Match,2021-01-22,117,4,0.03418803418803419,1,1,0,1
Cook,Citadel of Waterford,No Match,2021-01-22,117,18,0.15384615384615385,3,2,1,1
Cook,Grosse Pointe Manor,145999,2021-01-22,117,25,0.21367521367521367,1,1,0,1
Ogle,Generations at Neighbors,145440,2021-01-22,117,22,0.18803418803418803,1,1,0,1
DuPage,Burgess Square Healthcare & Rehab Center,145219,2021-01-22,117,10,0.08547008547008547,2,1,1,1
Cook,Austin Oasis,145834,2021-01-22,116,16,0.13793103448275862,2,0,2,1
St. Clair,Colonnade2,No Match,2021-01-22,116,5,0.04310344827586207,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2021-01-22,116,25,0.21551724137931033,1,1,0,1
Cook,Presence Resurrection Life Center,145960,2021-01-22,116,22,0.1896551724137931,1,0,1,1
Cook,South Suburban Rehab Center,146132,2021-01-22,116,20,0.1724137931034483,2,1,1,1
Cook,Lieberman Geriatric Center,145931,2021-01-22,115,18,0.1565217391304348,2,1,1,1
Knox,Knox County Nursing Home,145697,2021-01-22,113,22,0.19469026548672566,2,1,1,1
Rock Island,Illini Restorative Care,145703,2021-01-22,113,12,0.10619469026548672,2,1,1,1
Cook,BRIA of Chicago Heights,145898,2021-01-22,113,2,0.017699115044247787,2,1,1,1
Kane,Aperion Care,No Match,2021-01-22,111,14,0.12612612612612611,2,1,1,1
Whiteside,Exceptional Care and Training Center,No Match,2021-01-22,111,5,0.04504504504504504,1,0,1,1
Lawrence,Aperion HealthCare,No Match,2021-01-22,111,5,0.04504504504504504,1,0,1,1
Marion,Fireside House of Centralia,145791,2021-01-22,111,12,0.10810810810810811,1,0,1,1
Madison,Stearns Nursing and Rehabilitation Center,145847,2021-01-22,111,20,0.18018018018018017,1,1,0,1
Cook,Lincolnwood Place,145786,2021-01-22,111,31,0.27927927927927926,2,1,1,1
Madison,Eden Village Care Center,145384,2021-01-22,110,28,0.2545454545454545,3,2,1,1
Cook,Glenwood Health Care & Rehab,No Match,2021-01-22,110,6,0.05454545454545454,1,0,1,1
Macoupin,Sunrise Skilled Nursing Facility,145783,2021-01-22,110,26,0.23636363636363636,2,1,1,1
Cook,Avanti Wellness & Rehabilitation,No Match,2021-01-22,110,16,0.14545454545454545,1,1,0,1
Bureau,Aperion Care- Princeton,145437,2021-01-22,110,9,0.08181818181818182,1,0,1,1
Lake,Kiley Development Center,No Match,2021-01-22,109,2,0.01834862385321101,2,1,1,1
Cook,Smith Village,145904,2021-01-22,109,14,0.12844036697247707,2,1,1,1
Cook,Pine Crest Nursing,No Match,2021-01-22,109,10,0.09174311926605505,1,0,1,1
Cook,Windsor Estates,145967,2021-01-22,109,23,0.21100917431192662,1,1,0,1
DuPage,Windsor Park Manor,No Match,2021-01-22,109,21,0.1926605504587156,1,0,1,1
Will,St James Manor,145611,2021-01-22,108,31,0.28703703703703703,1,0,1,1
LaSalle,Heritage Health Peru,145044,2021-01-22,108,11,0.10185185185185185,1,0,1,1
Will,Lakewood Nursing Home,145761,2021-01-22,108,8,0.07407407407407407,3,2,1,1
Madison,Edwardsville Care Center,145555,2021-01-22,108,22,0.2037037037037037,2,1,1,1
Cook,Lutheran Home,145768,2021-01-22,108,11,0.10185185185185185,2,1,1,1
Carroll,Big Meadows Nursing Home,14E701,2021-01-22,107,9,0.08411214953271028,1,1,0,1
Morgan,Aperion Care Jacksonville,145928,2021-01-22,106,9,0.08490566037735849,2,1,1,1
Cook,Southpoint Nsg and Rehab,145914,2021-01-22,106,11,0.10377358490566038,2,1,1,1
Shelby,Shelbyville Manor,145441,2021-01-22,105,11,0.10476190476190476,2,1,1,1
Madison,Liberty Village,No Match,2021-01-22,105,11,0.10476190476190476,1,0,1,1
McLean,McLean County Nursing Home,145494,2021-01-22,105,15,0.14285714285714285,2,1,1,1
Lake,Elevate Care Riverwoods,145304,2021-01-22,105,17,0.1619047619047619,2,1,1,1
Cook,Bria of Palos Hills,145650,2021-01-22,105,20,0.19047619047619047,1,0,1,1
Cook,Kensington Place Nursing And Rehabilitation Center,145829,2021-01-22,104,10,0.09615384615384616,2,1,1,1
Cook,Central Nursing Home,145648,2021-01-22,104,17,0.16346153846153846,2,1,1,1
Cook,Astoria Place of Chicago,145634,2021-01-22,104,20,0.19230769230769232,1,1,0,1
St. Clair,Four Fountains,No Match,2021-01-22,104,31,0.2980769230769231,1,1,0,1
Lake,Aperion Care Highwood,145936,2021-01-22,104,15,0.14423076923076922,2,1,1,1
Peoria,Heritage Health,No Match,2021-01-22,104,19,0.18269230769230768,1,1,0,1
Whiteside,Resthave Care and Rehabilitation,146177,2021-01-22,104,16,0.15384615384615385,1,0,1,1
DeKalb,Bethany Rehab and Health Care Center #2,145958,2021-01-22,104,10,0.09615384615384616,1,0,1,1
Madison,Granite Nursing and Rehabilitation Center,146075,2021-01-22,103,26,0.2524271844660194,2,1,1,1
Massac,Southgate Nursing and Rehab,No Match,2021-01-22,103,21,0.20388349514563106,1,0,1,1
Cook,Bella Terra Morton Grove,145198,2021-01-22,103,16,0.1553398058252427,2,1,1,1
LaSalle,Aperion Care Marseilles,145295,2021-01-22,103,13,0.1262135922330097,2,1,1,1
Cook,Wesley Place,145591,2021-01-22,103,7,0.06796116504854369,2,1,1,1
DuPage,Oakbrook Care,145458,2021-01-22,103,24,0.23300970873786409,1,1,0,1
Lake,Warren Barr North Shore,145923,2021-01-22,103,18,0.17475728155339806,2,1,1,1
Rock Island,St. Anthonys Continue Care,145387,2021-01-22,103,19,0.18446601941747573,2,1,1,1
Cook,The Clare,146141,2021-01-22,103,0,0.0,3,2,1,1
Knox,Serenity of Galesburg,145987,2021-01-22,103,4,0.038834951456310676,1,0,1,1
DuPage,The Pearl Naperville,No Match,2021-01-22,102,3,0.029411764705882353,2,1,1,1
Cook,Generations at Elmwood Park,145419,2021-01-22,101,19,0.18811881188118812,2,1,1,1
Will,Lakeshore Rehab & Healthcare,145694,2021-01-22,101,9,0.0891089108910891,2,1,1,1
DuPage,Lexington of Bloomingdale,145638,2021-01-22,101,22,0.21782178217821782,2,1,1,1
Adams,St Vincents Nursing Home,145457,2021-01-22,101,17,0.16831683168316833,1,0,1,1
Will,Frankfort Terrace,140E213,2021-01-22,101,4,0.039603960396039604,1,1,0,1
Cook,Aperion Care Oak Lawn,145197,2021-01-22,101,22,0.21782178217821782,1,1,0,1
Cook,Lakeview Nursing and Rehab,145654,2021-01-22,100,22,0.22,2,0,2,1
Morgan,Heritage Health Care Center,No Match,2021-01-22,100,24,0.24,1,0,1,1
Jersey,Liberty Village of Jerseyville,No Match,2021-01-22,100,18,0.18,1,1,0,1
Boone,Maple Crest Care Center,145990,2021-01-22,100,23,0.23,1,0,1,1
DuPage,Arista Healthcare Naperville,145358,2021-01-22,99,4,0.04040404040404041,3,2,1,1
Christian,taylorville care center,145502,2021-01-22,99,16,0.16161616161616163,1,0,1,1
Cook,Atrium Health Care Center,145479,2021-01-22,99,10,0.10101010101010101,1,0,1,1
Lake,Symphony Buffalo Grove,145819,2021-01-22,99,10,0.10101010101010101,1,1,0,1
Cook,Landmark of Des Plaines,145334,2021-01-22,98,22,0.22448979591836735,3,2,1,1
Cook,Elevate Care Northbrook,145171,2021-01-22,98,18,0.1836734693877551,1,0,1,1
DuPage,The Grove of Elmhurst,145339,2021-01-22,98,15,0.15306122448979592,1,0,1,1
Madison,Integrity Healthcare of Wood River,No Match,2021-01-22,98,7,0.07142857142857142,1,0,1,1
Pike,Liberty Village of Pittsfield,No Match,2021-01-22,97,8,0.08247422680412371,1,0,1,1
Cook,Chalet Living And Rehab Center,145670,2021-01-22,97,14,0.14432989690721648,1,1,0,1
Sangamon,Aperion Care Capitol,145160,2021-01-22,97,8,0.08247422680412371,2,2,0,1
Cook,Prairie Manor Rehab and Nursing,145629,2021-01-22,96,18,0.1875,2,1,1,1
DuPage,Terra Vista of Oakbrook Terrace,No Match,2021-01-22,95,12,0.12631578947368421,2,1,1,1
Coles,Charleston Rehab and Healthcare,145636,2021-01-22,95,17,0.17894736842105263,1,1,0,1
Cook,Lexington Health Care Orland Park,145899,2021-01-22,95,19,0.2,2,1,1,1
Cook,Beacon Care Center,145776,2021-01-22,95,14,0.14736842105263157,2,1,1,1
Macon,Fairhavens Senior Living,145422,2021-01-22,95,21,0.22105263157894736,1,1,0,1
Montgomery,Montgomery Nursing And Rehab,No Match,2021-01-22,95,4,0.042105263157894736,1,0,1,1
Cook,Elevate Care North Branch,No Match,2021-01-22,94,9,0.09574468085106383,1,0,1,1
Cook,Manor Care Palos Heights East,145607,2021-01-22,94,14,0.14893617021276595,1,0,1,1
Mason,Mason City Area Nursing Home,145616,2021-01-22,94,12,0.1276595744680851,1,1,0,1
Cook,Dobson Plaza,145122,2021-01-22,94,21,0.22340425531914893,2,1,1,1
Will,Parc of Joliet,No Match,2021-01-22,94,10,0.10638297872340426,1,0,1,1
Peoria,Sharon Healthcare Pines,No Match,2021-01-22,93,2,0.021505376344086023,1,0,1,1
Peoria,Sharon Healthcare - Woods,No Match,2021-01-22,93,2,0.021505376344086023,1,0,1,1
De Witt,Liberty Village,No Match,2021-01-22,93,18,0.1935483870967742,1,0,1,1
Lake,Wauconda Care,145887,2021-01-22,93,16,0.17204301075268819,2,1,1,1
Cook,Presbyterian Westminster Homes,No Match,2021-01-22,93,6,0.06451612903225806,1,0,1,1
White,Wabash Christian Retirement,146019,2021-01-22,92,15,0.16304347826086957,1,0,1,1
St. Clair,St Pauls2,No Match,2021-01-22,92,14,0.15217391304347827,1,0,1,1
DuPage,Alden Valley Ridge,145379,2021-01-22,92,25,0.2717391304347826,2,1,1,1
Jefferson,Mt. Vernon Healthcare Center,14E812,2021-01-22,91,17,0.18681318681318682,1,1,0,1
Peoria,Sharon Healthcare Elms,146098,2021-01-22,91,9,0.0989010989010989,2,1,1,1
Cook,Generations At Oakton,145626,2021-01-22,91,20,0.21978021978021978,2,1,1,1
Will,Senior Star At Weber Place,No Match,2021-01-22,91,4,0.04395604395604396,1,0,1,1
Cook,Lemont Center,145901,2021-01-22,90,11,0.12222222222222222,1,0,1,1
Winnebago,Medina Nursing Center,No Match,2021-01-22,90,7,0.07777777777777778,1,0,1,1
McHenry,Alden Terrace of McHenry,145453,2021-01-22,90,13,0.14444444444444443,1,0,1,1
Cook,Community Care Nursing Home,146164,2021-01-22,90,9,0.1,2,1,1,1
Cook,Buckingham Pavilion,145285,2021-01-22,90,13,0.14444444444444443,2,1,1,1
Cook,Arbour Health Care Center,146169,2021-01-22,89,3,0.033707865168539325,3,1,2,1
Boone,Symphony Northwoods,No Match,2021-01-22,89,16,0.1797752808988764,1,1,0,1
Cook,The Grove of Evanston,145011,2021-01-22,89,19,0.21348314606741572,1,1,0,1
Winnebago,Ascension St Anne Center,145563,2021-01-22,88,15,0.17045454545454544,1,1,0,1
Cook,Alden Lincoln Park Rehab,145126,2021-01-22,88,13,0.14772727272727273,2,1,1,1
DuPage,Brookdale Lisle,146061,2021-01-22,88,10,0.11363636363636363,3,2,1,1
St. Clair,Autumn Meadows,145581,2021-01-22,88,3,0.03409090909090909,1,0,1,1
Randolph,Coulterville Rehabilitation & Health Care Center,145993,2021-01-22,87,17,0.19540229885057472,3,2,1,1
Ford,Accolade Senior Living,No Match,2021-01-22,87,9,0.10344827586206896,1,0,1,1
Sangamon,St. Josephs Home,No Match,2021-01-22,87,9,0.10344827586206896,1,1,0,1
Cook,Countryside Nursing and Rehab Center,145798,2021-01-22,87,11,0.12643678160919541,2,1,1,1
Cook,Alden PoplarCreek,145403,2021-01-22,87,26,0.2988505747126437,1,1,0,1
Winnebago,Forest City Rehab and Nursing,145937,2021-01-22,87,9,0.10344827586206896,2,1,1,1
Wayne,Aperion Care,No Match,2021-01-22,87,11,0.12643678160919541,1,0,1,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2021-01-22,86,9,0.10465116279069768,1,0,1,1
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,145257,2021-01-22,86,15,0.1744186046511628,1,1,0,1
DeKalb,DeKalb County Rehab and Nursing,145547,2021-01-22,86,0,0.0,2,1,1,1
St. Clair,Integrity Care of Belleville2,No Match,2021-01-22,86,2,0.023255813953488372,1,0,1,1
Montgomery,Hillsboro Rehab And Healthcare,145500,2021-01-22,86,6,0.06976744186046512,1,0,1,1
Tazewell,Lakeside Rehab,No Match,2021-01-22,86,11,0.12790697674418605,1,1,0,1
St. Clair,Lebanon Care Center,145897,2021-01-22,85,13,0.15294117647058825,1,0,1,1
Lake,Thrive of Lake County,145460,2021-01-22,85,8,0.09411764705882353,1,0,1,1
Cook,Birchwood Plaza Nursing-Rehab,145532,2021-01-22,85,15,0.17647058823529413,1,1,0,1
Will,Smith Crossing,146110,2021-01-22,85,2,0.023529411764705882,3,2,1,1
Clinton,Carlyle HealthCare Center,145729,2021-01-22,85,15,0.17647058823529413,1,1,0,1
St. Clair,Cedar Ridge2,No Match,2021-01-22,85,3,0.03529411764705882,1,0,1,1
Cook,Landmark of Richton Park,145424,2021-01-22,85,9,0.10588235294117647,2,1,1,1
Cook,MADO Healthcare Uptown,146191,2021-01-22,84,9,0.10714285714285714,1,0,1,1
Cook,Elevate Care Irving Park,145415,2021-01-22,83,13,0.1566265060240964,2,1,1,1
Stephenson,Manor Court,No Match,2021-01-22,83,16,0.1927710843373494,1,0,1,1
Macoupin,Carlinville Rehabilitation and Healthcare Center,No Match,2021-01-22,83,1,0.012048192771084338,1,0,1,1
Kankakee,Citadel of Kankakee,145043,2021-01-22,83,2,0.024096385542168676,1,0,1,1
Cook,Generations at Applewood,145781,2021-01-22,83,20,0.24096385542168675,1,1,0,1
DeKalb,Pine Acres,145261,2021-01-22,82,12,0.14634146341463414,1,1,0,1
Cook,ManorCare Oak Lawn West,145087,2021-01-22,82,18,0.21951219512195122,1,1,0,1
Livingston,Evenglow Lodge,146095,2021-01-22,82,12,0.14634146341463414,1,0,1,1
Will,Harbor Chase of Plainfield,No Match,2021-01-22,82,4,0.04878048780487805,2,1,1,1
Union,Integrity of Anna,146006,2021-01-22,82,13,0.15853658536585366,1,1,0,1
Cook,Randolph County Care Center,No Match,2021-01-22,82,11,0.13414634146341464,1,0,1,1
Winnebago,River Bluff Nursing Home,145771,2021-01-22,82,10,0.12195121951219512,2,2,0,1
Cook,Warren Barr Lincoln Park,145875,2021-01-22,82,11,0.13414634146341464,2,1,1,1
Cook,Montgomery Place,145748,2021-01-22,82,4,0.04878048780487805,2,1,1,1
Cook,BELHAVEN NURSING AND REHABILITATION,No Match,2021-01-22,82,3,0.036585365853658534,1,0,1,1
Cook,Alden Estates of Northmoor,145888,2021-01-22,81,19,0.2345679012345679,1,0,1,1
Kane,Citadel of Elgin,145004,2021-01-22,81,11,0.13580246913580246,2,1,1,1
Winnebago,Carriage Rehab and Healthcare,No Match,2021-01-22,81,6,0.07407407407407407,1,0,1,1
Madison,Alton Mental Health Center,No Match,2021-01-22,80,0,0.0,1,0,1,1
Vermilion,Illiana Va Medical,No Match,2021-01-22,80,5,0.0625,1,0,1,1
Wabash,Oakview Nursing and Rehabilitation,145376,2021-01-22,80,4,0.05,1,0,1,1
Lake,Alden Long Grove,No Match,2021-01-22,80,21,0.2625,1,1,0,1
Woodford,Apostolic Christian Home Eureka,No Match,2021-01-22,80,11,0.1375,1,0,1,1
Will,Victorian Village,146178,2021-01-22,80,9,0.1125,2,1,1,1
DuPage,Abbington Rehab & Nursing Center,146065,2021-01-22,80,6,0.075,2,1,1,1
Cook,Symphony of Chicago West,145661,2021-01-22,80,8,0.1,2,1,1,1
Cook,Central Baptist Village,145853,2021-01-22,80,12,0.15,2,1,1,1
